,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
25,Who supported the reaction against the government?,Durango,"The workers, peasants, and petty bourgeois supported the reaction against the government.",0.0,-0.08740938454866409,0.0,0.0,0.0
26,Jochi's death occurred in what year?,1226,1226,1.0,1.0,1.0,1.0,1.0
27,What influences role of minority leader?,personality and contextual factors,"Personality, contextual factors such as party size and cohesion, control of the White House, political climate in the House, controversy associated with legislative agenda, institutional obligations, extra staff resources.",1.0,0.26199871301651,1.0,1.0,1.0
28,Did the rainforest managed to thrive during the glacial periods? ,"However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.",None.,1.0,-0.04976019263267517,1.0,1.0,1.0
29,What genre was 'LA 2017'?,futuristic science fiction,Science fiction,1.0,0.7908022403717041,1.0,1.0,1.0
30,Who had issues with JFK's proposal?,NAACP,NAACP,1.0,1.0,1.0,1.0,1.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,"CATOBAR allows for the deployment of heavy jets with full loadouts, especially on ground-attack missions.",1.0,0.5708506107330322,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,"They were commonly built on hills, seashore cliffs, peninsulas, and inland locations.",1.0,0.3956400156021118,1.0,1.0,1.0
33,What bacteria is an exception to single circular chromosome rule?,Spirochaetes of the genus Borrelia,Borrelia burgdorferi.,1.0,0.5112108588218689,1.0,1.0,1.0
34,Who made up most unions between Europeans and natives?,European men and Indigenous American women,Traders and trappers.,1.0,0.28752365708351135,1.0,1.0,1.0
35,What did the Guardian name her?,Artist of the Decade,None.,0.0,0.1340150684118271,0.0,0.0,0.0
36,The lower regions and larger towns of the Alps are well-served by what?,motorways,motorways and main roads,1.0,0.8430033326148987,1.0,1.0,1.0
37,Where was the CM intended to land upon re entering the Earth's atmosphere?,ocean,The CM was intended to land in the Pacific Ocean.,1.0,0.3842392861843109,1.0,1.0,1.0
38,What does the French constitution state for the language in Aslace?,French alone is the official language,"French alone is the official language of the Republic, but Alsatian, along with other regional languages, is recognized by the French government.",1.0,0.7784073352813721,1.0,1.0,1.0
39,Which BYU building features films in several languages?,International Cinema,BYU's International Cinema,1.0,0.6834436058998108,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies","Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies.",1.0,0.9270583391189575,0.9150793650793649,1.0,1.0
41,When did the first free election take place?,1492,The first free election took place in October 1992.,0.0,0.31109321117401123,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,Zoology,1.0,1.0000001192092896,1.0,1.0,1.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,New Haven Black Panther trials,1.0,1.0,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,"The new sovereign status of the Russian Federation was first published in Rossiyskaya Gazeta on January 6, 1992.",1.0,0.5026060938835144,1.0,1.0,1.0
45,The first ship to carry a human through space was called what?,Vostok 1,Freedom 7,1.0,0.3289055824279785,1.0,1.0,1.0
46,What is an alloy?,a mixture of metals or a mixture of a metal and another element,"An alloy is a mixture of either pure or fairly pure chemical elements, which forms an impure substance (admixture) that retains the characteristics of a metal.",1.0,0.6449682712554932,1.0,1.0,1.0
47,Where was the Galilean village?,Nazareth,None,0.0,0.18965567648410797,0.0,0.0,0.0
48,A fifth terminal was opened in 2008 for which UK airline?,British Airways,None,1.0,0.19935575127601624,1.0,1.0,1.0
49,Does Florida benefit from taxes,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,Yes,1.0,0.07059840857982635,1.0,1.0,1.0
50,What two members of city council were convicted of extortion in 2005?,Ralph Inzunza and Deputy Mayor Michael Zucchet,Ralph Inzunza and Deputy Mayor Michael Zucchet,1.0,1.0,1.0,1.0,1.0
51,What can affect how a person is treated?,Perceived sexual orientation,Perceived sexual orientation can affect how a person is treated.,1.0,0.6917557716369629,1.0,1.0,1.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,"Portugal's currency, the euro (€), replaced the Portuguese Escudo.",1.0,0.5195395350456238,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468","2,138 students signed up for the university's four graduate divisions in the fall quarter of 2014.",0.0,0.14848369359970093,0.0,0.0,0.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,区 qū,1.0,0.4624646306037903,1.0,1.0,1.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,Using the Saxon army and treasury to aid the Prussian war effort.,1.0,0.3194770812988281,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,2001,1.0,1.0,1.0,1.0,1.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Clement Greenberg.,1.0,1.0,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots","Combat helmets, rucksacks, combat boots, flak jackets",1.0,0.9558658599853516,1.0,1.0,1.0
59,Where did Charleston's original settlers come from?,Bermuda,"The original settlers of Charleston primarily came from England, its Caribbean colony of Barbados, and its Atlantic colony of Bermuda.",1.0,0.28875136375427246,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,The death of Alexander the Great in 323 BC marks the beginning of the Hellenistic period.,1.0,0.5219495296478271,1.0,1.0,1.0
61,True crows belong to what group?,Corvida,None,1.0,0.16804206371307373,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,None,0.0,0.23847578465938568,0.0,0.0,0.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,The downfall of the Pagan Kingdom in Myanmar was caused by the Mongol invasions.,1.0,0.7708313465118408,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),The entity that controls the infrastructure of Hyderabad is the Greater Hyderabad Municipal Corporation (GHMC).,1.0,0.8596779108047485,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,The source of the misinformation concerning damage to the city's boardwalk was a widely circulated photograph of a damaged section of the Boardwalk that was slated for repairs prior to the storm and incorrect news reports at the time of the disaster.,1.0,0.21119894087314606,1.0,1.0,1.0
66,On which corner is the shopping center located?,Fresno and B streets,Broadway Village shopping center is located at the intersection of Broadway Boulevard and Country Club Road.,0.0,0.36398428678512573,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,None,1.0,0.16315050423145294,1.0,1.0,1.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,Portishead,1.0,1.0000001192092896,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,New York State banned unmarked cars for traffic cops in 1996 on the grounds that it endangered motorists who might be pulled over by people impersonating police officers.,1.0,0.5694410800933838,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,1975,1.0,1.0000001192092896,1.0,1.0,1.0
71,When did English Freemasonry spread to France?,the 1720s,English Freemasonry spread to France in the 1720s.,1.0,0.5309911966323853,1.0,1.0,1.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname","In accordance with tradition, cardinals sign by placing the title ""Cardinal"" (abbreviated Card.) before their personal name and surname.",1.0,0.7915571928024292,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60, 60,1.0,1.0,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin led the group which created the Soviet state.,1.0,0.722906231880188,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,Unwanted impurities make pure metals impure metals.,1.0,0.6398583650588989,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,English common law generally said that the King ought not to be under any man but under God and the law.,0.0,0.22831618785858154,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery","electronic information, biomedicine, precision machinery",1.0,0.9172993302345276,1.0,1.0,1.0
78,The church of Santa Costanza is in what country?,Rome,None,0.0,0.19725142419338226,0.0,0.0,0.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,About 19.8% of modern Iberians are Sephardic Bnei Anusim.,1.0,0.3199846148490906,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),The other major political party in Guinea-Bissau is the PRS (Party for Social Renewal).,1.0,0.6562880277633667,1.0,1.0,1.0
81,What are the clothing of the Carnival groups full of?,elegance,"The clothing of the Carnival groups are full of bright, elegant dresses.",1.0,0.3209744095802307,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,Madonna played Mae Mordabito in A League of Their Own.,1.0,0.5935558080673218,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,None,0.0,0.0842767059803009,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short led the Panthers in sacks with 11.,1.0,0.3731738030910492,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","4,500 employees",1.0,0.5556551218032837,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,Betty Meggers,1.0,1.0,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,Enthusiasm,1.0,1.0000001192092896,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,The National Congress (Congresso Nacional),1.0,0.9064163565635681,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,French,1.0,1.0,1.0,1.0,1.0
90,Only who can handle the ball with his hands?,goalkeeper,Goalkeepers,1.0,0.8311952352523804,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga","Sharm el-Sheikh, Hurghada, Luxor, Dahab, Ras Sidr, Marsa Alam, Safaga",1.0,0.7807877063751221,1.0,1.0,1.0
92,What year was NHK Color created?,1972,NHK Color was created in 1964.,1.0,0.2874085307121277,1.0,1.0,1.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,The Art of Noise hoped to bring sampled and electronic sounds to the pop mainstream.,1.0,0.7109817266464233,1.0,1.0,1.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,"The university agreed to grant a degree to any graduate of affiliate schools who made a grade of A for all four years, or to any other graduate who took twelve weeks of additional study at the University of Chicago.",1.0,0.47485795617103577,1.0,1.0,1.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,None,0.0,0.018736550584435463,0.0,0.0,0.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,Guinea-Bissau has general secondary schools.,1.0,0.27878183126449585,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,Compagnie des Transports Strasbourgeois (CTS),1.0,0.8048175573348999,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,"The ancient Indian treatise on statecraft, economic policy, and military strategy by Kautilya and Viṣhṇugupta (Chāṇakya) provides an account of the science of politics for a wise ruler.",1.0,0.3987741470336914,1.0,1.0,1.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Ray Kassar,1.0,1.0,1.0,1.0,1.0
