,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
50,What two members of city council were convicted of extortion in 2005?,Ralph Inzunza and Deputy Mayor Michael Zucchet,None.,1.0,0.15449461340904236,1.0,1.0,1.0
51,What can affect how a person is treated?,Perceived sexual orientation,"Cultural beliefs, religious beliefs, fear of addiction, fear of surgery, fear of being perceived as weak, fear of stigma, age, depression, gender.",0.0,0.33752650022506714,0.0,0.0,0.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,The euro replaced the Portuguese Escudo in Portugal.,1.0,0.6934979557991028,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468",None,0.0,0.03552970290184021,0.0,0.0,0.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,None,0.0,0.3047703504562378,0.0,0.0,0.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,The invasion of Saxony was aimed at strengthening the anti-Prussian coalition.,1.0,0.2071358561515808,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,None,0.0,0.2541511356830597,0.0,0.0,0.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Clement Greenberg,1.0,0.982132077217102,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots","Combat helmets, rucksacks, combat boots, and flak jackets are designed to ensure women have the same level of protection and comfort as their male colleagues.",1.0,0.7016571760177612,1.0,1.0,1.0
59,Where did Charleston's original settlers come from?,Bermuda,"The original settlers of Charleston primarily came from England, its Caribbean colony of Barbados, and its Atlantic colony of Bermuda.",1.0,0.4322291314601898,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,Alexander the Great.,0.0,0.9857306480407715,0.0,0.0,0.0
61,True crows belong to what group?,Corvida,Songbirds or passerines,1.0,0.18206475675106049,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,None,0.0,0.22741533815860748,0.0,0.0,0.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,"The downfall of the original kingdom in Myanmar was caused by the unraveling of the largest empire in Southeast Asia after the death of Bayinnaung in 1581, leading to its complete collapse by 1599.",1.0,0.5001732707023621,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),The Greater Hyderabad Municipal Corporation (GHMC) controls the infrastructure of Hyderabad.,1.0,0.8892562389373779,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,None,1.0,0.26121652126312256,1.0,1.0,1.0
66,On which corner is the shopping center located?,Fresno and B streets,None,0.0,0.1961919665336609,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,None,1.0,0.1873898208141327,1.0,1.0,1.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,None,1.0,0.12897691130638123,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,New York State banned unmarked cars for traffic cops because they believed that it endangered motorists who might be pulled over by people impersonating police officers.,1.0,0.6094930171966553,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,None,1.0,0.2789701521396637,1.0,1.0,1.0
71,When did English Freemasonry spread to France?,the 1720s,In the eighteenth century.,0.0,0.6547305583953857,0.0,0.0,0.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname","The correct form for referring to a cardinal in English is normally as ""Cardinal [First name] [Surname]"".",1.0,0.7539318799972534,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,Over 50 legal attachés at United States embassies and consulates.,1.0,0.2576638460159302,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin led the group which created the Soviet state.,1.0,0.6427873373031616,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,Unwanted impurities make pure metals impure metals.,1.0,0.6337392926216125,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,English common law generally said that it is the law of the state to the extent that it is not repugnant to domestic law or indigenous conditions.,0.0,0.08139576017856598,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery","The West Park gives priority to three major industries i.e. electronic information, biomedicine, and precision machinery.",1.0,0.5151625871658325,1.0,1.0,1.0
78,The church of Santa Costanza is in what country?,Rome,None,0.0,0.23760783672332764,0.0,0.0,0.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,About 19.8% of modern Iberia are Sephardic Bnei Anusim.,1.0,0.31366848945617676,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),None,0.0,0.07254230231046677,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,"The clothing of the Carnival groups are full of witty, satiric costumes and masks.",1.0,0.25072914361953735,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,None,1.0,0.13798785209655762,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,None,0.0,0.21867339313030243,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short led the Panthers in sacks with 11.,1.0,0.588971734046936,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","About 4,500 employees.",1.0,0.5189754366874695,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,None,1.0,0.1426655650138855,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,A teacher must show a deep understanding and mastery of the course materials in order to increase learning.,1.0,0.13360176980495453,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,The National Congress (Congresso Nacional),1.0,0.9005175232887268,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,None.,1.0,0.22543349862098694,1.0,1.0,1.0
90,Only who can handle the ball with his hands?,goalkeeper,Goalkeepers are the only players allowed to handle the ball with their hands.,1.0,0.5269532203674316,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga","Sharm el-Sheikh, Hurghada, Luxor, Dahab, Ras Sidr, Marsa Alam, Safaga, and the northern coast of the Mediterranean.",1.0,0.5882750749588013,1.0,1.0,1.0
92,What year was NHK Color created?,1972,None,0.0,0.2427857667207718,0.0,0.0,0.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,None,0.0,0.08352265506982803,0.0,0.0,0.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,None,0.0,0.18508146703243256,0.0,0.0,0.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,"The main problem with the eMac's CRT was that it made the computer relatively bulky and somewhat outdated, and its all-in-one construction meant it could not be expanded to meet consumer demand for larger monitors.",1.0,0.21316440403461456,1.0,1.0,1.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,"Guinea-Bissau has several secondary schools, including general as well as technical secondary schools.",1.0,0.3848467171192169,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,The Strasbourg tramway is operated by the regional transit company Compagnie des Transports Strasbourgeois (CTS).,1.0,0.795791745185852,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,The Arthaśāstra by Kautilya provides an account of the science of politics for a wise ruler.,0.0,0.5480337142944336,0.0,0.0,0.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Ray Kassar,1.0,1.0,1.0,1.0,1.0
