,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
51,What can affect how a person is treated?,Perceived sexual orientation,"Cultural barriers, religious beliefs, fear of addiction, societal stigma, gender, and the stigma associated with certain jobs can all affect how a person is treated.",0.0,0.32999056577682495,0.0,0.0,0.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,"Portugal's currency was replaced by the euro, which replaced the Portuguese Escudo.",1.0,0.6193498373031616,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468","5,792 students enrolled in the College of the University of Chicago in the fall quarter of 2014; however, the number of students who signed up for the university's four graduate divisions is not mentioned in the provided context.",1.0,0.05384345352649689,1.0,1.0,1.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,-区(qū),0.0,0.42946967482566833,0.0,0.0,0.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,Another goal of the invasion of Saxony was to use the Saxon army and treasury to aid the Prussian war effort.,1.0,0.25483009219169617,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,2001,0.3333333333333333,1.0000001192092896,0.3333333333333333,1.0,1.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Clement Greenberg.,1.0,1.0000001192092896,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots","Combat helmets, rucksacks, combat boots, and flak jackets are some of the equipment used by both men and women.",1.0,0.745429515838623,1.0,1.0,1.0
59,Where did Charleston's original settlers come from?,Bermuda,"The original settlers of Charleston primarily came from England, its Caribbean colony of Barbados, and its Atlantic colony of Bermuda.",1.0,0.4322291314601898,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,Alexander the Great's death in 323 BC marks the beginning of the Hellenistic period.,1.0,0.5862647294998169,1.0,1.0,1.0
61,True crows belong to what group?,Corvida,Passerines,1.0,0.20325469970703125,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,None,0.0,0.22741520404815674,0.0,0.0,0.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,"The downfall of the original kingdom in Myanmar was caused by the collapse of the largest empire in Southeast Asia after the death of Bayinnaung in 1581, leading to the unraveling of the empire by 1599.",1.0,0.5173300504684448,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),The entity that controls the infrastructure of Hyderabad is the Greater Hyderabad Municipal Corporation (GHMC).,1.0,0.9158311486244202,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,None,1.0,0.26121652126312256,1.0,1.0,1.0
66,On which corner is the shopping center located?,Fresno and B streets,None,0.0,0.1961919367313385,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,Peter J. Wallison,1.0,0.36105597019195557,1.0,1.0,1.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,The Rolling Stones,1.0,0.07312910258769989,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,New York State banned unmarked cars for traffic cops in 1996 on the grounds that it endangered motorists who might be pulled over by people impersonating police officers.,1.0,0.6026602983474731,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,None,1.0,0.2789701223373413,1.0,1.0,1.0
71,When did English Freemasonry spread to France?,the 1720s,The English Freemasonry spread to France in the 1720s.,1.0,0.5789854526519775,1.0,1.0,1.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname",Cardinals traditionally sign with their personal name followed by (Cardinal) and then their surname.,1.0,0.8065087795257568,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,60,1.0,1.0,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin led the group which created the Soviet state.,1.0,0.6427873373031616,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,Unwanted impurities that are present in otherwise pure metals make them impure metals.,1.0,0.6291240453720093,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,English common law generally said that it is the law of the state to the extent that it is not repugnant to domestic law or indigenous conditions.,0.0,0.08139576017856598,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery"," electronic information, biomedicine, precision machinery",1.0,0.9825180172920227,1.0,1.0,1.0
78,The church of Santa Costanza is in what country?,Rome,Italy,1.0,0.6318601369857788,1.0,1.0,1.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,None,1.0,0.2544945776462555,0.8333333333333333,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),None,0.0,0.07254225760698318,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,"The clothing of the Carnival groups is full of witty, satirical, outlandish, and colorful costumes, masks, and headdresses.",1.0,0.2482958436012268,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,None,1.0,0.1379879117012024,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,None,0.0,0.21867331862449646,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short led the Panthers in sacks with 11.,1.0,0.588971734046936,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","4,500",1.0,1.0,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,Betty Meggers,1.0,0.9999999403953552,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,Enthusiasm,1.0,1.0,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,National Congress (Congresso Nacional),1.0,0.9052964448928833,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,French,1.0,1.0,1.0,1.0,1.0
90,Only who can handle the ball with his hands?,goalkeeper,Goalkeepers,1.0,0.8418211340904236,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga","Sharm el-Sheikh, Hurghada, Luxor, Dahab, Ras Sidr, Marsa Alam, Safaga",1.0,0.7529534101486206,1.0,1.0,1.0
92,What year was NHK Color created?,1972,None,0.0,0.2427857369184494,0.0,0.0,0.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,The Art of Noise hoped to bring sampled and electronic sounds to the pop mainstream.,1.0,0.8727846741676331,1.0,1.0,1.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,None.,0.0,0.15074600279331207,0.0,0.0,0.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,"The main problem with the eMac's CRT was that it made it relatively bulky and somewhat outdated, while its all-in-one construction meant it could not be expanded to meet consumer demand for larger monitors.",1.0,0.24931997060775757,1.0,1.0,1.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,"Guinea-Bissau has several secondary schools, including general as well as technical secondary schools.",1.0,0.3848467171192169,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,Compagnie des Transports Strasbourgeois (CTS),1.0,0.8143786191940308,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,The Arthashastra by Chanakya provides an account of the science of politics for a wise ruler.,1.0,0.5680123567581177,1.0,1.0,1.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Ray Kassar,1.0,1.0,1.0,1.0,1.0
