,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
29,What genre was 'LA 2017'?,futuristic science fiction,None,0.0,0.03622323274612427,0.0,0.0,0.0
30,Who had issues with JFK's proposal?,NAACP,None.,0.0,0.036455921828746796,0.0,0.0,0.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,"CATOBAR allows for the deployment of heavy jets with full loadouts, especially on ground-attack missions.",1.0,0.551279604434967,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,The forts were commonly built along the main branch of the river Rhine.,0.0,0.06883658468723297,0.0,0.0,0.0
33,What bacteria is an exception to single circular chromosome rule?,Spirochaetes of the genus Borrelia,The phylum Planctomycetes and candidate phylum Poribacteria are exceptions to the general absence of internal membranes in bacteria because they appear to have a double membrane around their nucleoids and contain other membrane-bound cellular structures.,1.0,0.23034527897834778,1.0,1.0,1.0
34,Who made up most unions between Europeans and natives?,European men and Indigenous American women,Traders and trappers made up most unions between Europeans and natives.,1.0,0.22316402196884155,1.0,1.0,1.0
35,What did the Guardian name her?,Artist of the Decade,None,0.0,0.1028503030538559,0.0,0.0,0.0
36,The lower regions and larger towns of the Alps are well-served by what?,motorways,The lower regions and larger towns of the Alps are well-served by motorways and main roads.,1.0,0.2986181378364563,1.0,1.0,1.0
37,Where was the CM intended to land upon re entering the Earth's atmosphere?,ocean,Pacific ocean,1.0,0.5201209187507629,1.0,1.0,1.0
38,What does the French constitution state for the language in Aslace?,French alone is the official language,French alone is the official language of the Republic.,1.0,0.8467199206352234,1.0,1.0,1.0
39,Which BYU building features films in several languages?,International Cinema,None,1.0,0.06332432478666306,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies",The construction of hexagonal cells by honey bees has helped geneologists researching slaves.,0.0,0.22918611764907837,0.0,0.0,0.0
41,When did the first free election take place?,1492,None,0.0,0.1341489553451538,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,Ethology is a branch of biology.,0.0,0.5336298942565918,0.0,0.0,0.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,The New Haven County Courthouse trial is known to be the longest trial in the history of Connecticut.,1.0,0.343254953622818,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,None,1.0,0.0705968514084816,1.0,1.0,1.0
45,The first ship to carry a human through space was called what?,Vostok 1,Freedom 7,1.0,0.17718902230262756,1.0,1.0,1.0
46,What is an alloy?,a mixture of metals or a mixture of a metal and another element,"An alloy is a mixture of either pure or fairly pure chemical elements, which forms an impure substance (admixture) that retains the characteristics of a metal.",1.0,0.6580711603164673,1.0,1.0,1.0
47,Where was the Galilean village?,Nazareth,None,0.0,0.08477921038866043,0.0,0.0,0.0
48,A fifth terminal was opened in 2008 for which UK airline?,British Airways,None,0.0,0.1135367676615715,0.0,0.0,0.0
49,Does Florida benefit from taxes,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,Yes.,1.0,0.014952744357287884,1.0,1.0,1.0
50,What two members of city council were convicted of extortion in 2005?,Ralph Inzunza and Deputy Mayor Michael Zucchet,Ralph Inzunza and Deputy Mayor Michael Zucchet,1.0,1.0,1.0,1.0,1.0
51,What can affect how a person is treated?,Perceived sexual orientation,"The microbial organisms targeted, individual patient, and the pharmacological or toxicological properties of the antibiotic can affect how a person is treated.",0.0,0.018223101273179054,0.0,0.0,0.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,The euro replaced the Portuguese Escudo in Portugal.,1.0,0.7033722996711731,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468",None,0.0,0.32233935594558716,0.0,0.0,0.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,None,0.0,0.09812261909246445,0.0,0.0,0.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,Using the Saxon army and treasury to aid the Prussian war effort.,1.0,0.3947829604148865,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,None,0.0,0.17265743017196655,0.0,0.0,0.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,None,1.0,0.009671015664935112,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots",None,0.0,0.10331637412309647,0.0,0.0,0.0
59,Where did Charleston's original settlers come from?,Bermuda,"The original settlers of Charleston primarily came from England, its Caribbean colony of Barbados, and its Atlantic colony of Bermuda.",1.0,0.1888093799352646,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,The death of Alexander the Great in 323 BC marks the beginning of the Hellenistic period.,1.0,0.4813435971736908,1.0,1.0,1.0
61,True crows belong to what group?,Corvida,True crows belong to the family Corvidae.,1.0,0.17159458994865417,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,From Samoa.,1.0,0.6557669639587402,1.0,1.0,1.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,"Repeated Meithei raids, nagging rebellion in Lan Na, and the sack of Ava by Hanthawaddy forces led to the downfall of the original kingdom in Myanmar.",1.0,0.4568521976470947,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),The Greater Hyderabad Municipal Corporation (GHMC) controls the infrastructure of Hyderabad.,1.0,0.9123772382736206,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,"The source of the misinformation concerning damage to the city's boardwalk was a widely circulated photograph of a damaged section of the Boardwalk that was slated for repairs prior to the storm, and incorrect news reports at the time of the disaster.",1.0,0.10310040414333344,1.0,1.0,1.0
66,On which corner is the shopping center located?,Fresno and B streets,"The shopping center is located at the corner where East 149th Street, Willis, Melrose, and Third Avenues converge in The Hub, South Bronx.",0.0,0.3821246325969696,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,None.,0.0,0.027185171842575073,0.0,0.0,0.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,None.,1.0,0.006314495578408241,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,New York State banned unmarked cars for traffic cops in 1996 on the grounds that it endangered motorists who might be pulled over by people impersonating police officers.,0.3333333333333333,0.5422585606575012,0.3333333333333333,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,None,0.5,0.16926589608192444,0.5,1.0,1.0
71,When did English Freemasonry spread to France?,the 1720s,None.,0.0,0.05385049432516098,0.0,0.0,0.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname","In accordance with tradition, cardinals sign by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname.",1.0,0.8140285015106201,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,Over 50 legal attachés at United States embassies and consulates.,1.0,0.1283445954322815,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin led the group which created the Soviet state.,1.0,0.6099432706832886,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,The presence of elements that are not desired or introduced during the alloying process makes pure metals impure metals.,1.0,0.34611397981643677,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,None.,0.0,-0.001422087661921978,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery","The West Park gives priority to three major industries: electronic information, biomedicine, and precision machinery.",1.0,0.46282798051834106,1.0,1.0,1.0
78,The church of Santa Costanza is in what country?,Rome,None,0.0,0.16487239301204681,0.0,0.0,0.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,None,1.0,0.17901656031608582,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),None,0.0,0.030263226479291916,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,The Carnival groups are full of luxuriously costumed celebrants of all ages.,1.0,0.07260733097791672,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,None.,1.0,0.06114421784877777,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,None,0.0,0.09064817428588867,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short led the Panthers in sacks with 11.,1.0,0.6104736924171448,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500",None.,1.0,0.2545292377471924,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,None,1.0,-0.03425481915473938,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,Enthusiasm,1.0,0.8388067483901978,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,None,0.0,0.04687787592411041,0.0,0.0,0.0
89,What is the native language of St. Barts?,French,French,1.0,1.0,1.0,1.0,1.0
90,Only who can handle the ball with his hands?,goalkeeper,The goalkeepers are the only players allowed to handle the ball with their hands.,1.0,0.6219063997268677,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga",Port Said and Ismailia on the west bank of the Suez Canal are major tourist destinations for recreational tourism on Egypt's northern coast.,1.0,0.2512197494506836,1.0,1.0,1.0
92,What year was NHK Color created?,1972,NHK Color was created in 1972.,1.0,0.24209602177143097,1.0,1.0,1.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,The Art of Noise hoped to bring sampled and electronic sounds to the pop mainstream.,1.0,0.656333863735199,1.0,1.0,1.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,"The university agreed to confer a degree on any graduating senior from an affiliated school who made a grade of A for all four years, and on any other graduate who took twelve weeks additional study at the University of Chicago.",1.0,0.30615681409835815,1.0,1.0,1.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,The main problem with the eMac's CRT was that it made the computer relatively bulky and somewhat outdated.,1.0,0.2606881558895111,1.0,1.0,1.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,None.,1.0,0.0014296676963567734,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,None,1.0,-0.041663963347673416,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,Plato's Republic,1.0,0.06685395538806915,1.0,1.0,1.0
99,What was the name of the fired Atari CEO?,Ray Kassar,None,0.0,0.027049243450164795,0.0,0.0,0.0
