,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
52,What currency did the euro replace in Portugal?,Portuguese Escudo,The euro replaced the Portuguese Escudo in Portugal.,1.0,0.6934979557991028,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468","3,468 students signed up for the university's four graduate divisions in the fall quarter of 2014.",1.0,0.18579886853694916,1.0,1.0,1.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,"The Chinese suffix that means ""area, district, region, ward"" is 字 (zì)",0.0,0.19482547044754028,0.0,0.0,0.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,Another goal of the invasion of Saxony was to eliminate it as a threat to Prussia and use the Saxon army and treasury to aid the Prussian war effort.,1.0,0.22542473673820496,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,2001,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Clement Greenberg,1.0,0.982132077217102,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots","Combat helmets, rucksacks, combat boots, and flak jackets",1.0,0.918124794960022,1.0,1.0,1.0
59,Where did Charleston's original settlers come from?,Bermuda,"The first settlers primarily came from England, its Caribbean colony of Barbados, and its Atlantic colony of Bermuda.",1.0,0.46074846386909485,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,Alexander the Great,1.0,1.0,1.0,1.0,1.0
61,True crows belong to what group?,Corvida,True crows belong to the corvid group.,1.0,0.4887218177318573,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,None,0.0,0.22741520404815674,0.0,0.0,0.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,"The downfall of the original kingdom in Myanmar was caused by repeated Meithei raids into Upper Myanmar, a nagging rebellion in Lan Na, and the founding of the Restored Hanthawaddy Kingdom by the Mon of Lower Myanmar, which eventually led to the sack of Ava in 1752.",1.0,0.5127737522125244,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),The Greater Hyderabad Municipal Corporation (GHMC) controls the infrastructure of Hyderabad.,1.0,0.8892562389373779,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,None,1.0,0.26121652126312256,1.0,1.0,1.0
66,On which corner is the shopping center located?,Fresno and B streets,None,0.0,0.1961919367313385,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,Peter J. Wallison believed that regulations did not keep up with financial innovation.,1.0,0.047802746295928955,1.0,1.0,1.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,U2,1.0,0.14446915686130524,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,New York State banned unmarked cars for traffic cops because they believed that it endangered motorists who might be pulled over by people impersonating police officers.,1.0,0.6094930171966553,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,None.,1.0,0.21015357971191406,1.0,1.0,1.0
71,When did English Freemasonry spread to France?,the 1720s,English Freemasonry spread to France in the 1720s.,1.0,0.5811523795127869,1.0,1.0,1.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname","In the case of cardinals, the form used for signatures traditionally includes ""Cardinal [First name] [Surname]"".",1.0,0.7505010962486267,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,60,1.0,1.0,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin led the group which created the Soviet state.,1.0,0.6427873373031616,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,Unwanted impurities contained in otherwise pure metals make them impure metals.,1.0,0.6362771987915039,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,English common law generally said that the common law of England (particularly judge-made law) is the law of the state to the extent that it is not repugnant to domestic law or indigenous conditions.,0.0,0.07933361083269119,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery","The West Park gives priority to three major industries: electronic information, biomedicine, and precision machinery.",1.0,0.4968610107898712,1.0,1.0,1.0
78,The church of Santa Costanza is in what country?,Rome,None,1.0,0.23760773241519928,1.0,1.0,1.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,At about 19.8% of the modern Iberian population are Sephardic Bnei Anusim.,1.0,0.3041318655014038,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),None,0.0,0.07254228740930557,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,"Witty, satiric, outlandish, and thematic costumes.",1.0,0.43153953552246094,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,None.,1.0,0.13089275360107422,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,None,0.0,0.21867331862449646,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short led the Panthers in sacks with 11.,1.0,0.588971734046936,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","4,500",1.0,1.0,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,Betty Meggers,1.0,0.9999999403953552,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,"A teacher must show enthusiasm, engagement, and thorough understanding towards the course materials for increased learning.",1.0,0.3918861150741577,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,The National Congress (Congresso Nacional),1.0,0.9005175232887268,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,French,1.0,1.0,1.0,1.0,1.0
90,Only who can handle the ball with his hands?,goalkeeper,Goalkeepers,1.0,0.8418211340904236,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga","Sharm el-Sheikh, Hurghada, Luxor, Dahab, Ras Sidr, Marsa Alam, Safaga",1.0,0.7529534101486206,1.0,1.0,1.0
92,What year was NHK Color created?,1972,None,0.0,0.2427857369184494,0.0,0.0,0.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,The Art of Noise hoped to bring sampled and electronic sounds to the pop mainstream.,1.0,0.8727847337722778,1.0,1.0,1.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,The university agreed to grant a degree to any graduate of affiliate schools who met certain qualifications or requirements.,0.0,0.2907140552997589,0.0,0.0,0.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,The main problem with the eMac's CRT was that it made the computer relatively bulky and somewhat outdated.,1.0,0.3237331807613373,1.0,1.0,1.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,"Guinea-Bissau has several secondary schools, including general as well as technical secondary schools.",1.0,0.3848467171192169,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,Compagnie des Transports Strasbourgeois (CTS) operates the Strasbourg tramway.,1.0,0.7246745824813843,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,The Arthashastra by Chanakya provides an account of the science of politics for a wise ruler.,1.0,0.5680123567581177,1.0,1.0,1.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Ray Kassar,1.0,1.0000001192092896,1.0,1.0,1.0
