,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
21,Where do samurais' teachings live on?,everyday life and in modern Japanese martial arts,"The teachings of samurais live on in various texts and writings from the 13th and 14th centuries, such as the gunki, as well as in the principles of loyalty, courage, and devotion that they upheld in their roles as warriors.",1.0,0.5182379484176636,1.0,1.0,1.0
22,How many years does the term of a Richmond city council representative last?,four,Four years.,1.0,0.5111954808235168,1.0,1.0,1.0
23,When did an investigation occur under school casualties?,December 2008,The investigation under school casualties occurred since December 2008.,1.0,0.320870578289032,1.0,1.0,1.0
24,How did Liang Ji die?,forced to commit suicide,Liang Ji was forced to commit suicide.,1.0,0.5424989461898804,1.0,1.0,1.0
25,Who supported the reaction against the government?,Durango,"The pro-democracy movement, the United States, France, and GIBAFOR (France, the USA, Germany, Japan, the EU, the World Bank, and the UN) supported the reaction against the government.",0.0,-0.05383174866437912,0.0,0.0,0.0
26,Jochi's death occurred in what year?,1226,Jochi's death occurred in 1226.,1.0,0.4918327331542969,1.0,1.0,1.0
27,What influences role of minority leader?,personality and contextual factors,"The role of the minority leader is influenced by a variety of elements, including personality and contextual factors such as the size and cohesion of the minority party, control of the White House by his or her party, the political climate in the House, and controversies associated with legislative agendas.",1.0,0.25176864862442017,1.0,1.0,1.0
28,Did the rainforest managed to thrive during the glacial periods? ,"However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.","Yes, the rainforest managed to thrive during the glacial periods.",1.0,0.7951449155807495,1.0,1.0,1.0
29,What genre was 'LA 2017'?,futuristic science fiction,None,0.0,0.1251610815525055,0.0,0.0,0.0
30,Who had issues with JFK's proposal?,NAACP,NAACP,1.0,1.0,1.0,1.0,1.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,"CATOBAR allows the deployment of heavy jets with full loadouts, especially on ground-attack missions.",1.0,0.5779011845588684,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,The forts were commonly built by the Swedes in St. Barthélemy.,0.0,0.05368191748857498,0.0,0.0,0.0
33,What bacteria is an exception to single circular chromosome rule?,Spirochaetes of the genus Borrelia,Borrelia burgdorferi,1.0,0.5309512615203857,1.0,1.0,1.0
34,Who made up most unions between Europeans and natives?,European men and Indigenous American women,None,0.0,0.07899802923202515,0.0,0.0,0.0
35,What did the Guardian name her?,Artist of the Decade,None,1.0,0.14542534947395325,1.0,1.0,1.0
36,The lower regions and larger towns of the Alps are well-served by what?,motorways,None,1.0,0.2135046422481537,1.0,1.0,1.0
37,Where was the CM intended to land upon re entering the Earth's atmosphere?,ocean,The Command Module (CM) was intended to land upon re-entering the Earth's atmosphere in the sea.,0.0,0.2325785905122757,0.0,0.0,0.0
38,What does the French constitution state for the language in Aslace?,French alone is the official language,None.,1.0,0.12630759179592133,1.0,1.0,1.0
39,Which BYU building features films in several languages?,International Cinema,None,1.0,0.12272986769676208,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies","Interracial relationships between male slaveholders, overseers, or master's sons and women slaves have helped geneologists researching slaves.",1.0,0.4689129590988159,1.0,1.0,1.0
41,When did the first free election take place?,1492,The first free election took place in 1992.,0.0,0.32029739022254944,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,None,0.0,0.13535644114017487,0.0,0.0,0.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,New Haven Black Panther trials,1.0,1.0,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,None,1.0,0.13080766797065735,1.0,1.0,1.0
45,The first ship to carry a human through space was called what?,Vostok 1,Freedom 7,1.0,0.3289056420326233,1.0,1.0,1.0
46,What is an alloy?,a mixture of metals or a mixture of a metal and another element,"An alloy is a mixture of metals or a mixture of a metal and another element, defined by metallic bonding character.",1.0,0.7202520966529846,1.0,1.0,1.0
47,Where was the Galilean village?,Nazareth,None,0.0,0.18965567648410797,0.0,0.0,0.0
48,A fifth terminal was opened in 2008 for which UK airline?,British Airways,British Airways,1.0,1.0000001192092896,1.0,1.0,1.0
49,Does Florida benefit from taxes,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,"Yes, Florida benefits from taxes as indicated by their state budget numbers and GDP figures.",1.0,0.6741775870323181,1.0,1.0,1.0
50,What two members of city council were convicted of extortion in 2005?,Ralph Inzunza and Deputy Mayor Michael Zucchet,Ralph Inzunza and Deputy Mayor Michael Zucchet,1.0,1.0,1.0,1.0,1.0
51,What can affect how a person is treated?,Perceived sexual orientation,"Socioeconomic factors, early views of race, racial discrimination, racist mindsets, social stratification, subjective attributions, self-identities, and social institutions.",0.0,0.2603306472301483,0.0,0.0,0.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,The euro replaced the Portuguese Escudo in Portugal.,1.0,0.5659800171852112,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468",None,0.0,-0.01257484033703804,0.0,0.0,0.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,区 (qū),1.0,0.487140029668808,1.0,1.0,1.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,Using the Saxon army and treasury to aid the Prussian war effort.,1.0,0.3194770812988281,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,None,0.0,0.21657738089561462,0.0,0.0,0.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Clement Greenberg,1.0,0.9689548015594482,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots","Some of the equipment used by both men and women include shorts, T-shirts, tennis shirts, tracksuits, trainers, wet suits, and spandex materials.",0.0,0.5369606614112854,0.0,0.0,0.0
59,Where did Charleston's original settlers come from?,Bermuda,"The original settlers of Charleston came primarily from England, its Caribbean colony of Barbados, and its Atlantic colony of Bermuda. Among them were also free people of color born in the West Indies.",1.0,0.19205187261104584,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,The death of Alexander the Great in 323 BC marks the beginning of the Hellenistic period.,1.0,0.5219495296478271,1.0,1.0,1.0
61,True crows belong to what group?,Corvida,None,1.0,0.16804206371307373,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,None,0.0,0.23847578465938568,0.0,0.0,0.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,"The downfall of the original kingdom in Myanmar was caused by the unraveling of the largest empire in Southeast Asia soon after the death of Bayinnaung in 1581, leading to complete collapse by 1599.",1.0,0.5398344993591309,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),The entity that controls the infrastructure of Hyderabad is the Hyderabad Metropolitan Development Authority (HMDA).,1.0,0.7182135581970215,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,"The source of the misinformation concerning damage to the city's boardwalk was a widely circulated photograph of a damaged section of the Boardwalk that was slated for repairs prior to the storm, as well as incorrect news reports at the time of the disaster.",1.0,0.2013452649116516,1.0,1.0,1.0
66,On which corner is the shopping center located?,Fresno and B streets,The shopping center is located on the corner of Wilshire Blvd. and Broadway.,0.0,0.4699590802192688,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,None.,1.0,0.1713402271270752,1.0,1.0,1.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,Portishead,1.0,0.9999999403953552,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,New York State banned unmarked cars for traffic cops in 1996 because it was believed that this practice endangered motorists who might be pulled over by people impersonating police officers.,1.0,0.559625506401062,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,None.,1.0,0.1790085732936859,1.0,1.0,1.0
71,When did English Freemasonry spread to France?,the 1720s,None,1.0,0.07839326560497284,1.0,1.0,1.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname","In accordance with tradition, cardinals sign by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname.",1.0,0.7900118231773376,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,Over 50 legal attachés at United States embassies and consulates.,1.0,0.09183602035045624,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin led the group which created the Soviet state.,1.0,0.722906231880188,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,"Impure metals are considered impure due to the presence of unwanted impurities within the metal, such as sulfur in steel or lithium, sodium, and calcium in aluminum alloys. These impurities can have adverse effects on the structural integrity or properties of the metal.",1.0,0.5548810958862305,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,English common law generally said that the common law of England (particularly judge-made law) is the law of the state to the extent that it is not repugnant to domestic law or indigenous conditions.,0.0,0.09007015079259872,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery",None,1.0,-0.028853770345449448,1.0,1.0,1.0
78,The church of Santa Costanza is in what country?,Rome,None,0.0,0.19725142419338226,0.0,0.0,0.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,None,1.0,0.3005492687225342,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),None,0.0,0.14602786302566528,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,The clothing of the Carnival groups is full of elegant and bright dresses.,1.0,0.33249348402023315,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,Madonna played Mae Mordabito in A League of Their Own.,1.0,0.5935558080673218,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,None,0.0,0.08427678793668747,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short led the Panthers in sacks with 11.,1.0,0.3731738030910492,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","About 4,500 employees.",1.0,0.5282236337661743,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,Betty Meggers,1.0,1.0,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,Enthusiasm about the subject matter they are teaching.,1.0,0.4405120611190796,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,The National Congress of Brazil.,1.0,0.7392835021018982,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,French.,1.0,0.964201033115387,1.0,1.0,1.0
90,Only who can handle the ball with his hands?,goalkeeper,Goalkeepers,1.0,0.8311953544616699,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga","Sharm el-Sheikh, Hurghada, Luxor, Dahab, Ras Sidr, Marsa Alam, Safaga, and the northern coast of the Mediterranean.",1.0,0.6515246033668518,1.0,1.0,1.0
92,What year was NHK Color created?,1972,NHK Color was created in 1972.,1.0,0.41232866048812866,1.0,1.0,1.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,None,0.0,-0.014237405732274055,0.0,0.0,0.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,None.,1.0,0.18110433220863342,1.0,1.0,1.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,None.,0.0,0.03618350997567177,0.0,0.0,0.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,Guinea-Bissau has general as well as technical secondary schools.,1.0,0.3979390859603882,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,Compagnie des Transports Strasbourgeois (CTS),1.0,0.8048175573348999,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,The Arthaśāstra provides an account of the science of politics for a wise ruler.,0.0,0.5539418458938599,0.0,0.0,0.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Ray Kassar,1.0,1.0,1.0,1.0,1.0
