,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
30,Who had issues with JFK's proposal?,NAACP,Many conservatives accused JFK's proposal of advocating a de facto quota system and claimed unconstitutionality as it attempts to regulate the workplace.,1.0,0.13971877098083496,1.0,1.0,1.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,CATOBAR allows for aircraft to recover by using a tailhook that catches on arrestor wires stretched across the deck to bring themselves to a stop in a short distance.,1.0,0.23530827462673187,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,None,0.0,0.13182464241981506,0.0,0.0,0.0
33,What bacteria is an exception to single circular chromosome rule?,Spirochaetes of the genus Borrelia,None,1.0,0.004566853865981102,1.0,1.0,1.0
34,Who made up most unions between Europeans and natives?,European men and Indigenous American women,Traders and trappers made up most unions between Europeans and natives.,1.0,0.22316402196884155,1.0,1.0,1.0
35,What did the Guardian name her?,Artist of the Decade,None,0.0,0.1028503030538559,0.0,0.0,0.0
36,The lower regions and larger towns of the Alps are well-served by what?,motorways,motorways and main roads,1.0,0.81688392162323,1.0,1.0,1.0
37,Where was the CM intended to land upon re entering the Earth's atmosphere?,ocean,The Command Module (CM) was intended to land in the Pacific Ocean upon reentering Earth's atmosphere.,1.0,0.16069769859313965,1.0,1.0,1.0
38,What does the French constitution state for the language in Aslace?,French alone is the official language,French alone is the official language of the Republic.,1.0,0.8467199206352234,1.0,1.0,1.0
39,Which BYU building features films in several languages?,International Cinema,International Cinema,1.0,1.0,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies",The ancestry of slaves has been helped by focusing on the non-recombining Y-chromosome and distinguishing between the Y chromosomes of Jewish priests and non-Jews.,0.0,0.4531513750553131,0.0,0.0,0.0
41,When did the first free election take place?,1492,None,0.0,0.1341489553451538,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,None.,0.0,0.13202708959579468,0.0,0.0,0.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,"The New Haven Black Panther trials, which took place in 1970, are known to be the longest trials in Connecticut history.",1.0,0.6965955495834351,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,Rossiyskaya Gazeta.,1.0,0.9974947571754456,1.0,1.0,1.0
45,The first ship to carry a human through space was called what?,Vostok 1,Vostok 1,1.0,1.0,1.0,1.0,1.0
46,What is an alloy?,a mixture of metals or a mixture of a metal and another element,"An alloy is a mixture of either pure or fairly pure chemical elements, which forms an impure substance that retains the characteristics of a metal.",1.0,0.6538166999816895,1.0,1.0,1.0
47,Where was the Galilean village?,Nazareth,Tiberias,0.0,0.09048386663198471,0.0,0.0,0.0
48,A fifth terminal was opened in 2008 for which UK airline?,British Airways,None,0.0,0.1135367676615715,0.0,0.0,0.0
49,Does Florida benefit from taxes,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,Yes,1.0,-0.005470446310937405,1.0,1.0,1.0
50,What two members of city council were convicted of extortion in 2005?,Ralph Inzunza and Deputy Mayor Michael Zucchet,None.,0.0,-0.015004516579210758,0.0,0.0,0.0
51,What can affect how a person is treated?,Perceived sexual orientation,"The antibiotics used, the microbial organisms targeted, the individual patient, interaction with other drugs, hormone levels with age, vitamin D levels, and the immune response to tumors can all affect how a person is treated.",0.0,0.0394757017493248,0.0,0.0,0.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,"Portugal's currency, the euro, replaced the Portuguese escudo.",1.0,0.6022469997406006,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468",None,1.0,0.32233935594558716,1.0,1.0,1.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,None.,0.0,0.10182207822799683,0.0,0.0,0.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,To advance into Bohemia to set up winter quarters at Austria's expense.,1.0,0.9360870122909546,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,None,0.0,0.17265766859054565,0.0,0.0,0.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Clement Greenberg,1.0,0.9964361190795898,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots","Some of the equipment used by both men and women include the 9 mm M9 pistol, M11 pistol, M67 fragmentation grenade, M18 smoke grenade, High Mobility Multipurpose Wheeled Vehicle (HMMWV) or Humvee, HEMTT vehicles, M1A2 Abrams tank, M2A3 Bradley infantry fighting vehicle, Stryker, M113 armored personnel carrier, and Mine Resistant Ambush Protected (MRAP) vehicles.",0.0,0.49187153577804565,0.0,0.0,0.0
59,Where did Charleston's original settlers come from?,Bermuda,"England, its Caribbean colony of Barbados, and its Atlantic colony of Bermuda",1.0,0.5808448195457458,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,The death of Alexander the Great in 323 BC marks the beginning of the Hellenistic period.,1.0,0.4813435971736908,1.0,1.0,1.0
61,True crows belong to what group?,Corvida,Paraves,1.0,0.029891498386859894,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,None,0.0,0.1422910839319229,0.0,0.0,0.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,"The downfall of the original kingdom in Myanmar was caused by repeated Meithei raids into Upper Myanmar, a rebellion in Lan Na, the founding of the Restored Hanthawaddy Kingdom by the Mon of Lower Myanmar, and the sack of Ava by Hanthawaddy forces in 1752.",1.0,0.5511895418167114,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),Greater Hyderabad Municipal Corporation (GHMC),1.0,0.9761900305747986,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,None,0.0,0.08511187136173248,0.0,0.0,0.0
66,On which corner is the shopping center located?,Fresno and B streets,None,0.0,0.0907202810049057,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,None,0.0,0.042199015617370605,0.0,0.0,0.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,Portishead,1.0,1.0,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,New York State banned unmarked cars for traffic cops in 1996 on the grounds that it endangered motorists who might be pulled over by people impersonating police officers.,1.0,0.5422585606575012,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,None,0.5,0.16926589608192444,0.5,1.0,1.0
71,When did English Freemasonry spread to France?,the 1720s,In the eighteenth century.,0.0,0.6884735226631165,0.0,0.0,0.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname",Cardinals traditionally sign using their personal name followed by (ardinal) before their surname.,1.0,0.6986212134361267,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,60,1.0,1.0,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin led the group which created the Soviet state.,1.0,0.6099432706832886,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,Unwanted impurities make pure metals impure metals.,1.0,0.727238655090332,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,None.,0.0,-0.001422087661921978,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery",None,0.0,-0.06847225874662399,0.0,0.0,0.0
78,The church of Santa Costanza is in what country?,Rome,None,0.0,0.16487239301204681,0.0,0.0,0.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,At about 19.8% of modern Iberia.,1.0,0.49830135703086853,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),None.,0.0,0.022704098373651505,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,Outlandish costumes,1.0,0.21888022124767303,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,None,1.0,0.056023675948381424,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,None,0.0,0.09064817428588867,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short led the Panthers in sacks with 11.,1.0,0.6104736924171448,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","Dell hired about 4,500 Irish employees in the Republic of Ireland.",1.0,0.2939959764480591,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,None,1.0,-0.03425481915473938,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,Enthusiasm,1.0,0.8388067483901978,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,None,0.5,0.04687787592411041,0.5,1.0,1.0
89,What is the native language of St. Barts?,French,None,0.0,0.049543675035238266,0.0,0.0,0.0
90,Only who can handle the ball with his hands?,goalkeeper,The goalkeeper is the only player who can handle the ball with his hands.,1.0,0.5639270544052124,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga","Sharm el-Sheikh, Hurghada, Luxor, Dahab, Ras Sidr, Marsa Alam, and Safaga are the major tourist destinations for recreational tourism on Egypt's northern coast.",1.0,0.429862380027771,1.0,1.0,1.0
92,What year was NHK Color created?,1972,1972,1.0,0.9999999403953552,1.0,1.0,1.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,The Art of Noise hoped to bring sampled and electronic sounds to the pop mainstream.,1.0,0.656333863735199,1.0,1.0,1.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,The university agreed to grant a degree to any graduate of affiliate schools who took twelve weeks additional study at the University of Chicago.,1.0,0.1973276287317276,1.0,1.0,1.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,"The main problem with the eMac's CRT was that it made the computer relatively bulky, somewhat outdated, and its all-in-one construction meant it could not be expanded to meet consumer demand for larger monitors.",1.0,0.15014168620109558,1.0,1.0,1.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,None,1.0,-0.004792889580130577,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,Compagnie des Transports Strasbourgeois (CTS),1.0,0.7191903591156006,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,The Arthashastra by Chanakya provides an account of the science of politics for a wise ruler.,1.0,0.6675349473953247,1.0,1.0,1.0
99,What was the name of the fired Atari CEO?,Ray Kassar,None,0.0,0.027049433439970016,0.0,0.0,0.0
