,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
56,In what year was War on the Floor released?,2001,None,0.0,0.21657738089561462,0.0,0.0,0.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Clement Greenberg.,1.0,1.0,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots",None.,0.0,0.09227033704519272,0.0,0.0,0.0
59,Where did Charleston's original settlers come from?,Bermuda,"The first settlers of Charleston primarily came from England, Barbados, and Bermuda.",1.0,0.2675436735153198,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,Alexander the Great's death in 323 BC marks the beginning of the Hellenistic period.,1.0,0.5185408592224121,1.0,1.0,1.0
61,True crows belong to what group?,Corvida,None,1.0,0.16804206371307373,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,None.,0.0,0.21449439227581024,0.0,0.0,0.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,The downfall of the original kingdom in Myanmar was caused by the Mongol invasions.,1.0,0.6708122491836548,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),The Greater Hyderabad Municipal Corporation (GHMC) controls the infrastructure of Hyderabad.,1.0,0.8458091020584106,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,"The source of the misinformation concerning damage to the city's boardwalk was a widely circulated photograph of a damaged section of the Boardwalk that was slated for repairs prior to the storm, and incorrect news reports at the time of the disaster.",1.0,0.20646479725837708,1.0,1.0,1.0
66,On which corner is the shopping center located?,Fresno and B streets,None,0.0,0.09387323260307312,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,Paul Krugman,1.0,1.0000001192092896,1.0,1.0,1.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,Portishead,1.0,0.9999999403953552,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,New York State banned unmarked cars for traffic cops in 1996 on the grounds that it endangered motorists who might be pulled over by people impersonating police officers.,1.0,0.569441020488739,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,None,1.0,0.16904574632644653,1.0,1.0,1.0
71,When did English Freemasonry spread to France?,the 1720s,In the 1720s.,1.0,0.9071955680847168,1.0,1.0,1.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname","Cardinals traditionally sign using the form ""Cardinal [First name] [Surname]"" as per official sources and stylebooks not associated with the Catholic Church.",1.0,0.6456229090690613,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,None,1.0,0.3444485068321228,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin led the group that created the Soviet state.,1.0,0.7312639951705933,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,Unwanted impurities makes pure metals impure metals.,1.0,0.6387454271316528,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,None,0.0,0.02077951282262802,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery","The West Park gives priority to three major industries: electronic information, biomedicine, and precision machinery.",1.0,0.353135883808136,1.0,1.0,1.0
78,The church of Santa Costanza is in what country?,Rome,None,1.0,0.19725142419338226,1.0,1.0,1.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,19.8%,1.0,1.0,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),None,0.0,0.14602786302566528,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,"The clothing of the Carnival groups is full of bright, elegant dresses, traditional costumes such as Haguète, Longuès-Brèsses, Long-Né, and White outfits with long red noses for the Blancs-Moussis.",1.0,0.29619085788726807,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,"Madonna played Mae Mordabito, a baseball player on an all-women's team, in the role A League of Their Own.",1.0,0.5218079686164856,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,None,0.0,0.08427678793668747,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short led the Panthers in sacks with 11.,1.0,0.3731738030910492,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","4,500",1.0,0.9999999403953552,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,None,1.0,0.1497703641653061,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,Enthusiasm about the subject matter.,1.0,0.5623331665992737,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,The Brazilian Congress is called the Brazilian Federal Senate.,1.0,0.5456920266151428,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,French,1.0,1.0,1.0,1.0,1.0
90,Only who can handle the ball with his hands?,goalkeeper,The goalkeepers.,1.0,0.6785681843757629,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga","Sharm el-Sheikh, Hurghada, Luxor, Dahab, Ras Sidr, Marsa Alam, Safaga",1.0,0.7807877063751221,1.0,1.0,1.0
92,What year was NHK Color created?,1972,None,0.0,0.20094233751296997,0.0,0.0,0.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,The Art of Noise hoped to bring sampled and electronic sounds to the pop mainstream.,1.0,0.7109817266464233,1.0,1.0,1.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,"The university agreed to grant a degree to any graduate of affiliate schools who made a grade of A for all four years, and on any other graduate who took twelve weeks additional study at the University of Chicago.",1.0,0.4741586148738861,1.0,1.0,1.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,None,0.0,0.018736550584435463,0.0,0.0,0.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,"Guinea-Bissau has several secondary schools, including general as well as technical secondary schools.",1.0,0.29345035552978516,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,Compagnie des Transports Strasbourgeois (CTS),1.0,0.8048175573348999,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,"The Arthaśāstra, an ancient Indian treatise on statecraft, economic policy, and military strategy by Kautilya and Viṣhṇugupta provides an account of the science of politics for a wise ruler.",0.0,0.5754982829093933,0.0,0.0,0.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Ray Kassar,1.0,1.0,1.0,1.0,1.0
