,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
21,Where do samurais' teachings live on?,everyday life and in modern Japanese martial arts,"The teachings of samurais live on in various aspects of Japanese culture, including the philosophies of Buddhism, Zen, Confucianism, and Shinto, as well as in the importance placed on loyalty and the lord-retainer relationship.",1.0,0.5441173315048218,1.0,1.0,1.0
22,How many years does the term of a Richmond city council representative last?,four,Four years,1.0,0.53436279296875,1.0,1.0,1.0
23,When did an investigation occur under school casualties?,December 2008,None,0.0,0.17402997612953186,0.0,0.0,0.0
24,How did Liang Ji die?,forced to commit suicide,Liang Ji was forced to commit suicide.,1.0,0.5424989461898804,1.0,1.0,1.0
25,Who supported the reaction against the government?,Durango,"Pressure from the United States, France, and from a group of locally represented countries and agencies called GIBAFOR (France, the USA, Germany, Japan, the EU, the World Bank, and the UN) supported the reaction against the government.",0.0,-0.019583361223340034,0.0,0.0,0.0
26,Jochi's death occurred in what year?,1226,None,1.0,0.17372530698776245,1.0,1.0,1.0
27,What influences role of minority leader?,personality and contextual factors,"Personality and contextual factors, such as the size and cohesion of the minority party, whether his or her party controls the White House, the general political climate in the House, and controversy associated with the legislative agenda.",1.0,0.411925733089447,1.0,1.0,1.0
28,Did the rainforest managed to thrive during the glacial periods? ,"However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.",None.,0.0,-0.04976019263267517,0.0,0.0,0.0
29,What genre was 'LA 2017'?,futuristic science fiction,None,0.0,0.1251610815525055,0.0,0.0,0.0
30,Who had issues with JFK's proposal?,NAACP,"Many conservatives had issues with JFK's proposal, particularly Title VII of the Civil Rights Act which they accused of advocating a de facto quota system and claiming unconstitutionality.",1.0,0.2700784206390381,1.0,1.0,1.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,"CATOBAR allows for aircraft to land and be recovered using a tailhook that catches on arrestor wires stretched across the deck, bringing the aircraft to a stop in a short distance. It also allows for aircraft to safely return to flight for another landing attempt if they miss the arresting wires.",1.0,0.08293528109788895,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,"These forts were commonly built on hills, in seashore cliffs, and on peninsulas.",1.0,0.34100329875946045,1.0,1.0,1.0
33,What bacteria is an exception to single circular chromosome rule?,Spirochaetes of the genus Borrelia,Borrelia burgdorferi,1.0,0.5309512615203857,1.0,1.0,1.0
34,Who made up most unions between Europeans and natives?,European men and Indigenous American women,Africans and Indigenous Americans made up most unions between Europeans and natives.,1.0,0.5995653867721558,1.0,1.0,1.0
35,What did the Guardian name her?,Artist of the Decade,None,0.0,0.14542528986930847,0.0,0.0,0.0
36,The lower regions and larger towns of the Alps are well-served by what?,motorways,None.,1.0,0.21681860089302063,1.0,1.0,1.0
37,Where was the CM intended to land upon re entering the Earth's atmosphere?,ocean,Pacific Ocean,0.0,0.7971265316009521,0.0,0.0,0.0
38,What does the French constitution state for the language in Aslace?,French alone is the official language,The French constitution states that French alone is the official language of the Republic in Alsace.,1.0,0.7429074048995972,1.0,1.0,1.0
39,Which BYU building features films in several languages?,International Cinema,International Cinema at BYU,1.0,0.7175536155700684,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies","The relationships between male slaveholders, overseers, or master's sons and women slaves have helped geneologists researching slaves.",1.0,0.48238325119018555,1.0,1.0,1.0
41,When did the first free election take place?,1492,The first free election took place in October 1992.,0.0,0.31109321117401123,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,None,0.0,0.13535644114017487,0.0,0.0,0.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,The New Haven Black Panther trials,1.0,0.9265626668930054,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,Rossiyskaya Gazeta,1.0,1.0,1.0,1.0,1.0
45,The first ship to carry a human through space was called what?,Vostok 1,Vostok 1,1.0,1.0000001192092896,1.0,1.0,1.0
46,What is an alloy?,a mixture of metals or a mixture of a metal and another element,An alloy is a mixture of metals or a mixture of a metal and another element.,1.0,0.816179096698761,1.0,1.0,1.0
47,Where was the Galilean village?,Nazareth,None,0.0,0.18965567648410797,0.0,0.0,0.0
48,A fifth terminal was opened in 2008 for which UK airline?,British Airways,British Airways,1.0,1.0000001192092896,1.0,1.0,1.0
49,Does Florida benefit from taxes,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,"Yes, Florida benefits from taxes as it has a state budget that indicates revenue collection through taxation.",1.0,0.6449301242828369,1.0,1.0,1.0
50,What two members of city council were convicted of extortion in 2005?,Ralph Inzunza and Deputy Mayor Michael Zucchet,Ralph Inzunza and Deputy Mayor Michael Zucchet were convicted of extortion in 2005.,1.0,0.624759316444397,1.0,1.0,1.0
51,What can affect how a person is treated?,Perceived sexual orientation,"Relationships with peers, family, and members of their social sphere can affect how a person is treated.",0.0,0.29371222853660583,0.0,0.0,0.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,The euro replaced the Portuguese Escudo.,1.0,0.5898447036743164,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468",None,0.0,-0.012574898079037666,0.0,0.0,0.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,"The Chinese suffix that means ""area, district, region, ward"" is 区 (qū).",1.0,0.18949434161186218,1.0,1.0,1.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,The another goal of the invasion of Saxony was to seize the Saxon army and treasury to aid the Prussian war effort.,1.0,0.347186803817749,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,None,0.0,0.21657732129096985,0.0,0.0,0.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Clement Greenberg,1.0,0.9689548015594482,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots",Trousers,0.0,0.3659527003765106,0.0,0.0,0.0
59,Where did Charleston's original settlers come from?,Bermuda,"The original settlers of Charleston primarily came from England, its Caribbean colony of Barbados, and its Atlantic colony of Bermuda.",1.0,0.28875136375427246,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,The death of Alexander the Great in 323 BC marks the beginning of the Hellenistic period.,1.0,0.5219495296478271,1.0,1.0,1.0
61,True crows belong to what group?,Corvida,None,1.0,0.16804206371307373,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,None,0.0,0.23847578465938568,0.0,0.0,0.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,"The downfall of the original kingdom in Myanmar was caused by the unraveling of the largest empire in Southeast Asia after the death of Bayinnaung in 1581, leading to complete collapse by 1599.",1.0,0.5389829874038696,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),The Greater Hyderabad Municipal Corporation (GHMC) controls the infrastructure of Hyderabad.,1.0,0.8458091020584106,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,"The source of the misinformation concerning damage to the city's boardwalk was a widely circulated photograph of a damaged section of the Boardwalk that was slated for repairs prior to the storm, along with incorrect news reports at the time of the disaster.",1.0,0.20498746633529663,1.0,1.0,1.0
66,On which corner is the shopping center located?,Fresno and B streets,None,0.0,0.09387321770191193,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,Raghuram Rajan believed that regulations did not keep up with financial innovation.,1.0,0.24662227928638458,1.0,1.0,1.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,Portishead,1.0,0.9999999403953552,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,New York State banned unmarked cars for traffic cops because they believed that it endangered motorists who might be pulled over by people impersonating police officers.,1.0,0.6180410385131836,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,None,1.0,0.16904574632644653,1.0,1.0,1.0
71,When did English Freemasonry spread to France?,the 1720s,English Freemasonry spread to France in the 1720s.,1.0,0.5309911966323853,1.0,1.0,1.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname","The traditional way for cardinals to sign is with the form ""Cardinal [First name] [Surname]"".",1.0,0.6877586245536804,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,Over 50 legal attachés at United States embassies and consulates.,1.0,0.09183602035045624,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin led the group which created the Soviet state.,1.0,0.722906231880188,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,Unwanted impurities make pure metals impure metals.,1.0,0.6398583650588989,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,English common law generally said that the King should not be under any man but under God and the law.,0.0,0.2290305197238922,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery","The West Park gives priority to three major industries: electronic information, biomedicine, and precision machinery.",1.0,0.353135883808136,1.0,1.0,1.0
78,The church of Santa Costanza is in what country?,Rome,None,0.0,0.19725142419338226,0.0,0.0,0.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,19.8%,1.0,1.0,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),None,0.0,0.14602786302566528,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,Festival clothing.,1.0,0.26187053322792053,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,Madonna played Mae Mordabito in the role A League Of Their Own.,1.0,0.5495583415031433,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,None,0.0,0.08427678048610687,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short led the Panthers in sacks with 11.,1.0,0.3731738030910492,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","About 4,500 employees.",1.0,0.5282236337661743,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,None,1.0,0.1497703641653061,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,Enthusiasm about the subject matter.,1.0,0.5623331665992737,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,None,1.0,0.16560161113739014,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,French,1.0,1.0,1.0,1.0,1.0
90,Only who can handle the ball with his hands?,goalkeeper,The goalkeeper is the only player who can handle the ball with his hands.,1.0,0.6093901991844177,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga","Sharm el-Sheikh, Hurghada, Luxor, Dahab, Ras Sidr, Marsa Alam, Safaga.",1.0,0.7794171571731567,1.0,1.0,1.0
92,What year was NHK Color created?,1972,None,0.0,0.20094233751296997,0.0,0.0,0.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,The Art of Noise hoped to bring sampled and electronic sounds to the pop mainstream.,1.0,0.7109817266464233,1.0,1.0,1.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,"The university agreed to grant a degree to any graduate of affiliate schools who made a grade of A for all four years, and on any other graduate who took twelve weeks additional study at the University of Chicago.",1.0,0.4741586148738861,1.0,1.0,1.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,None.,0.0,0.03618350997567177,0.0,0.0,0.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,"Guinea-Bissau has several secondary schools, including general as well as technical secondary schools.",1.0,0.29345035552978516,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,Compagnie des Transports Strasbourgeois (CTS),1.0,0.8048175573348999,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,The Arthaśāstra by Kautilya provides an account of the science of politics for a wise ruler.,0.0,0.5200507044792175,0.0,0.0,0.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Ray Kassar,1.0,1.0,1.0,1.0,1.0
