,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
26,Jochi's death occurred in what year?,1226,Jochi's death occurred in 1226.,1.0,0.4918327331542969,1.0,1.0,1.0
27,What influences role of minority leader?,personality and contextual factors,"Personality, size and cohesion of the minority party, whether his or her party controls the White House, general political climate in the House, controversy associated with legislative agenda.",1.0,0.2201082408428192,1.0,1.0,1.0
28,Did the rainforest managed to thrive during the glacial periods? ,"However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.",None,1.0,-0.044799476861953735,1.0,1.0,1.0
29,What genre was 'LA 2017'?,futuristic science fiction,Science fiction,1.0,0.7908021211624146,1.0,1.0,1.0
30,Who had issues with JFK's proposal?,NAACP,NAACP,1.0,1.0,1.0,1.0,1.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,"CATOBAR allows for the deployment of heavy jets with full loadouts, especially on ground-attack missions.",1.0,0.5708506107330322,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,"The forts were commonly built near Sutton Pool, St Nicholas Island, Fishers Nose, and the Hoe in Plymouth.",0.0,0.1331353783607483,0.0,0.0,0.0
33,What bacteria is an exception to single circular chromosome rule?,Spirochaetes of the genus Borrelia,Borrelia burgdorferi,1.0,0.5309512615203857,1.0,1.0,1.0
34,Who made up most unions between Europeans and natives?,European men and Indigenous American women,None.,0.0,0.10207020491361618,0.0,0.0,0.0
35,What did the Guardian name her?,Artist of the Decade,None,0.0,0.14542528986930847,0.0,0.0,0.0
36,The lower regions and larger towns of the Alps are well-served by what?,motorways,motorways and main roads,1.0,0.8430033326148987,1.0,1.0,1.0
37,Where was the CM intended to land upon re entering the Earth's atmosphere?,ocean,In the Atlantic ocean.,1.0,0.6445565223693848,1.0,1.0,1.0
38,What does the French constitution state for the language in Aslace?,French alone is the official language,The French constitution states that French alone is the official language of the Republic.,1.0,0.8118135929107666,1.0,1.0,1.0
39,Which BYU building features films in several languages?,International Cinema,BYU's International Cinema,1.0,0.6834436058998108,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies","Tracing the genealogy of African Americans can be a very difficult process, as censuses did not identify slaves by name before the American Civil War, meaning that most African Americans did not appear by name in those records.",1.0,0.4437374770641327,1.0,1.0,1.0
41,When did the first free election take place?,1492,None,0.0,0.16720746457576752,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,Zoology,1.0,1.0000001192092896,1.0,1.0,1.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,The trial of mutineering Mende tribesmen being transported as slaves on the Spanish slaveship Amistad is known to be the longest trial in the history of Connecticut.,1.0,0.2790820002555847,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,Rossiyskaya Gazeta,1.0,1.0,1.0,1.0,1.0
45,The first ship to carry a human through space was called what?,Vostok 1,Freedom 7,1.0,0.3289055824279785,1.0,1.0,1.0
46,What is an alloy?,a mixture of metals or a mixture of a metal and another element,"An alloy is a mixture of either pure or fairly pure chemical elements, which forms an impure substance (admixture) that retains the characteristics of a metal.",1.0,0.6449682712554932,1.0,1.0,1.0
47,Where was the Galilean village?,Nazareth,None,0.0,0.18965567648410797,0.0,0.0,0.0
48,A fifth terminal was opened in 2008 for which UK airline?,British Airways,None,1.0,0.19935575127601624,1.0,1.0,1.0
49,Does Florida benefit from taxes,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,Yes,1.0,0.07059840857982635,1.0,1.0,1.0
50,What two members of city council were convicted of extortion in 2005?,Ralph Inzunza and Deputy Mayor Michael Zucchet,Ralph Inzunza and Deputy Mayor Michael Zucchet were the two members of city council convicted of extortion in 2005.,1.0,0.6699402928352356,1.0,1.0,1.0
51,What can affect how a person is treated?,Perceived sexual orientation,"Race, socioeconomic factors, and racist mindsets can affect how a person is treated.",0.0,0.23575139045715332,0.0,0.0,0.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,Portuguese Escudo,1.0,1.0000001192092896,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468","2,138 graduate and professional students signed up for the university's four graduate divisions in the fall quarter of 2014.",0.0,0.16039851307868958,0.0,0.0,0.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,区 (qū),1.0,0.487140029668808,1.0,1.0,1.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,Advance into Bohemia where Frederick might set up winter quarters at Austria's expense.,1.0,0.8480010628700256,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,2001,1.0,1.0,1.0,1.0,1.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Clement Greenberg.,1.0,1.0,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots",None,0.0,0.0951576977968216,0.0,0.0,0.0
59,Where did Charleston's original settlers come from?,Bermuda,"England, Barbados, Bermuda",1.0,0.6983963251113892,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,The death of Alexander the Great in 323 BC marks the beginning of the Hellenistic period.,1.0,0.5219495296478271,1.0,1.0,1.0
61,True crows belong to what group?,Corvida,None,1.0,0.16804206371307373,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,None.,0.0,0.21449439227581024,0.0,0.0,0.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,The downfall of the original kingdom in Myanmar was caused by the Mongol invasions.,1.0,0.6708122491836548,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),Hyderabad Metropolitan Development Authority (HMDA),1.0,0.8288991451263428,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,"The source of the misinformation concerning damage to the city's boardwalk was a widely circulated photograph of a damaged section of the Boardwalk that was slated for repairs prior to the storm, and incorrect news reports at the time of the disaster.",1.0,0.206464946269989,1.0,1.0,1.0
66,On which corner is the shopping center located?,Fresno and B streets,Broadway Boulevard and Country Club Road,0.0,0.6518303751945496,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,Treasury Secretary Timothy Geithner,1.0,0.46916741132736206,1.0,1.0,1.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,The Rolling Stones and Led Zeppelin,1.0,0.187416672706604,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,New York State banned unmarked cars for traffic cops in 1996 on the grounds that it endangered motorists who might be pulled over by people impersonating police officers.,1.0,0.5694410800933838,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,None,1.0,0.16904576122760773,1.0,1.0,1.0
71,When did English Freemasonry spread to France?,the 1720s,In the eighteenth century.,0.0,0.8141769170761108,0.0,0.0,0.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname","The traditional way for cardinals to sign is with the title ""Cardinal"" after their personal name and before their surname, such as ""John Card(inal) Doe"".",1.0,0.7498422265052795,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,Over 50 legal attachés at United States embassies and consulates.,1.0,0.09183601289987564,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin led the group which created the Soviet state.,1.0,0.722906231880188,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,The unwanted impurities present in otherwise pure metals make them impure metals.,1.0,0.6122740507125854,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,"English common law generally said that American courts rarely follow post-Revolution Commonwealth rulings unless there is no American ruling on point, the facts and law at issue are nearly identical, and the reasoning is strongly persuasive.",0.0,-0.011118564754724503,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery",None,1.0,-0.02885373681783676,1.0,1.0,1.0
78,The church of Santa Costanza is in what country?,Rome,None,0.0,0.19725142419338226,0.0,0.0,0.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,Approximately 19.8% of modern Iberians are Sephardic Bnei Anusim.,1.0,0.3162404000759125,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),None,0.0,0.14602795243263245,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,Festival clothing,1.0,0.23165111243724823,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,Madonna played Mae Mordabito in the role A League of Their Own.,1.0,0.5495583415031433,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,None,0.0,0.0842767059803009,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short led the Panthers in sacks with 11.,1.0,0.3731738030910492,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","About 4,500 Irish employees.",1.0,0.3652591109275818,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,None,1.0,0.1497703641653061,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,Enthusiasm.,1.0,0.9284549355506897,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,The National Congress of Brazil.,1.0,0.7392835021018982,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,French,1.0,1.0,1.0,1.0,1.0
90,Only who can handle the ball with his hands?,goalkeeper,Goalkeepers are the only players allowed to handle the ball with their hands.,1.0,0.532709002494812,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga","Sharm el-Sheikh, Hurghada, Dahab, Ras Sidr, Marsa Alam, and Safaga.",1.0,0.7955738306045532,1.0,1.0,1.0
92,What year was NHK Color created?,1972,None,1.0,0.20094233751296997,1.0,1.0,1.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,The Art of Noise hoped to bring sampled and electronic sounds to the pop mainstream.,1.0,0.7109817266464233,1.0,1.0,1.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,The university agreed to grant a degree to any graduate of affiliate schools who took twelve weeks additional study at the University of Chicago.,1.0,0.24954630434513092,1.0,1.0,1.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,None.,0.0,0.03618350997567177,0.0,0.0,0.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,None,1.0,0.08796356618404388,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,Compagnie des Transports Strasbourgeois (CTS),1.0,0.8048175573348999,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,The ancient Indian treatise on statecraft by Kautilya provides an account of the science of politics for a wise ruler.,0.0,0.3499225974082947,0.0,0.0,0.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Ray Kassar,1.0,1.0,1.0,1.0,1.0
