,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
18,"What is the owner, tenant or manager of a pub known as?",pub landlord,pub landlord,1.0,0.9999998807907104,1.0,1.0,1.0
19,How many people signed a petition in protest of Everton FC's crest redesign in 2013?,"over 22,000","22,000",1.0,0.843475341796875,1.0,1.0,1.0
20,What did Griffith's tool help increase?,transparency,sensitivity,0.0,0.15895509719848633,0.0,0.0,0.0
21,Where do samurais' teachings live on?,everyday life and in modern Japanese martial arts,northeastern part of the Indian subcontinent,0.0,0.03525647521018982,0.0,0.0,0.0
22,How many years does the term of a Richmond city council representative last?,four,four,1.0,1.0,1.0,1.0,1.0
23,When did an investigation occur under school casualties?,December 2008,December 2008,1.0,1.0,1.0,1.0,1.0
24,How did Liang Ji die?,forced to commit suicide,suicide,1.0,0.37526360154151917,1.0,1.0,1.0
25,Who supported the reaction against the government?,Durango,Libya,0.0,0.15028603374958038,0.0,0.0,0.0
26,Jochi's death occurred in what year?,1226,1226,1.0,1.0,1.0,1.0,1.0
27,What influences role of minority leader?,personality and contextual factors,whether the President is of the same party or the other party,1.0,0.029459288343787193,1.0,1.0,1.0
28,Did the rainforest managed to thrive during the glacial periods? ,"However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.",the rainforest still managed to thrive,1.0,0.5978351831436157,1.0,1.0,1.0
29,What genre was 'LA 2017'?,futuristic science fiction,Adult Contemporary,0.0,0.16104073822498322,0.0,0.0,0.0
30,Who had issues with JFK's proposal?,NAACP,Native American tribes,0.0,0.2744377851486206,0.0,0.0,0.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,deployment of heavy jets with full loadouts,1.0,0.9999998211860657,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,after the Roman emperor Claudius decided the empire should not expand north,0.0,-0.008556850254535675,0.0,0.0,0.0
33,What bacteria is an exception to single circular chromosome rule?,Spirochaetes of the genus Borrelia,Poribacteria,1.0,0.43761909008026123,1.0,1.0,1.0
34,Who made up most unions between Europeans and natives?,European men and Indigenous American women,African men,1.0,0.5739259719848633,1.0,1.0,1.0
35,What did the Guardian name her?,Artist of the Decade,Lucretia,0.0,0.19064991176128387,0.0,0.0,0.0
36,The lower regions and larger towns of the Alps are well-served by what?,motorways,motorways and main roads,1.0,0.81688392162323,1.0,1.0,1.0
37,Where was the CM intended to land upon re entering the Earth's atmosphere?,ocean,Fra Mauro formation,1.0,0.062174201011657715,1.0,1.0,1.0
38,What does the French constitution state for the language in Aslace?,French alone is the official language,French alone is the official language of the Republic,1.0,0.8465481996536255,1.0,1.0,1.0
39,Which BYU building features films in several languages?,International Cinema,Kimball Tower,1.0,0.056388210505247116,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies",honey bees,0.0,0.10407743602991104,0.0,0.0,0.0
41,When did the first free election take place?,1492,1978,0.0,0.26052308082580566,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,anthropology,0.0,0.45828914642333984,0.0,0.0,0.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,Yale Bowl,1.0,0.0670931488275528,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,"Soviet Constitution of 1936. By that time, Soviet Russia had gained roughly the same borders of the old Tsardom of Russia before the Great Northern War of 1700.
On December 25, 1991, following the collapse of the Soviet Union, the republic was renamed the Russian Federation, which it remains to this day. This name and ""Russia"" were specified as the official state names in the April 21, 1992 amendment to the existing constitution and were retained as such in the 1993 Constitution of Russia.
The international borders of the RSFSR touched Poland on the west; Norway and Finland on the northwest; and to its southeast were the Democratic People's Republic of Korea, Mongolian People's Republic, and the People's Republic of China. Within the Soviet Union, the RSFSR bordered the Ukrainian, Belarusian, Estonian, Latvian and Lithuanian SSRs to its west and Azerbaijan, Georgian and Kazakh SSRs to the south.
The Soviet regime first came to power on November 7, 1917",1.0,0.4317229390144348,1.0,1.0,1.0
45,The first ship to carry a human through space was called what?,Vostok 1,Friendship 7,1.0,0.06740157306194305,1.0,1.0,1.0
46,What is an alloy?,a mixture of metals or a mixture of a metal and another element,a mixture of metals or a mixture of a metal and another element,1.0,1.0,1.0,1.0,1.0
47,Where was the Galilean village?,Nazareth,Judea,0.0,0.09861161559820175,0.0,0.0,0.0
48,A fifth terminal was opened in 2008 for which UK airline?,British Airways,Comair,0.0,0.14495578408241272,0.0,0.0,0.0
49,Does Florida benefit from taxes,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,Floridians spent an average 49.1% of personal income on housing-related costs,1.0,0.34875231981277466,1.0,1.0,1.0
50,What two members of city council were convicted of extortion in 2005?,Ralph Inzunza and Deputy Mayor Michael Zucchet,Ralph Inzunza and Deputy Mayor Michael Zucchet,1.0,1.0,1.0,1.0,1.0
51,What can affect how a person is treated?,Perceived sexual orientation,Side-effects,0.0,-0.014287246391177177,0.0,0.0,0.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,Portuguese First Republic,1.0,0.3994629681110382,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468","2,138",0.0,0.6751948595046997,0.0,0.0,0.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,"liangmin, a legal term meaning good people, as opposed to jianmin",0.0,0.16860997676849365,0.0,0.0,0.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,to advance into Bohemia,1.0,0.6454458236694336,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,1987,0.0,0.5079703330993652,0.0,0.0,0.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Les Nabis and the Symbolists,1.0,0.09291987121105194,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots",hand grenades,0.0,0.39552682638168335,0.0,0.0,0.0
59,Where did Charleston's original settlers come from?,Bermuda,England,1.0,0.09859498590230942,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,Alexander the Great,1.0,0.9999999403953552,1.0,1.0,1.0
61,True crows belong to what group?,Corvida,Archosauria,1.0,0.1465233564376831,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,Samoa,1.0,0.9999998807907104,1.0,1.0,1.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,repeated Meithei raids into Upper Myanmar and a nagging rebellion in Lan Na,1.0,0.28838181495666504,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),Greater Hyderabad Municipal Corporation,1.0,0.8623248338699341,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,a widely circulated photograph,1.0,0.4859699606895447,1.0,1.0,1.0
66,On which corner is the shopping center located?,Fresno and B streets,Grainger Street,0.0,0.3444289565086365,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,Milton Friedman,0.0,0.3082197904586792,0.0,0.0,0.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,DSquared2,1.0,0.03306666016578674,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,it endangered motorists who might be pulled over by people impersonating police officers,1.0,1.0000001192092896,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,2013,0.0,0.3651063144207001,0.0,0.0,0.0
71,When did English Freemasonry spread to France?,the 1720s,eighteenth century,0.0,0.5113912224769592,0.0,0.0,0.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname","by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname",1.0,1.0,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,400,1.0,0.3314783275127411,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin,1.0,1.0,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,unwanted impurities,1.0,1.0,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,a rule of conduct enacted by competent authority for the sake of the common good,0.0,0.21600854396820068,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery","electronic information, biomedicine and precision machinery",1.0,1.0,1.0,1.0,1.0
78,The church of Santa Costanza is in what country?,Rome,United States,0.0,0.062107816338539124,0.0,0.0,0.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,19.8%,1.0,1.0,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),German Christian Democratic Union,0.0,0.26854443550109863,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,make-up and body paint/adornment,1.0,0.07217444479465485,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,Eva Perón,1.0,0.11087152361869812,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,"George, Duke of Brunswick-Lüneburg",0.0,0.21480180323123932,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short,1.0,0.9999998807907104,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500",1200,1.0,0.20471711456775665,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,Michael Heckenberger,1.0,0.18507720530033112,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,enthusiastic,1.0,0.4729499816894531,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,Congresso Nacional,1.0,1.0,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,French,1.0,1.0000001192092896,1.0,1.0,1.0
90,Only who can handle the ball with his hands?,goalkeeper,goalkeepers,1.0,0.9409583210945129,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga",Gaza Strip and Israel,1.0,0.41402944922447205,1.0,1.0,1.0
92,What year was NHK Color created?,1972,1972,1.0,1.0,1.0,1.0,1.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,bring sampled and electronic sounds to the pop mainstream,1.0,0.8806843757629395,1.0,1.0,1.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,made a grade of A for all four years,1.0,1.0,1.0,1.0,1.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,bulky and somewhat outdated,1.0,0.7662864923477173,1.0,1.0,1.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,37 Sectors,1.0,0.09379011392593384,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,"2,000th birthday in 1988. ""Argentorate",1.0,0.08544673770666122,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,"ibadah (worship), din (religion), rab (master) and ilah (deity)—is taken as the basis of an analysis",1.0,0.2038659155368805,1.0,1.0,1.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Milton Friedman,0.0,0.13059087097644806,0.0,0.0,0.0
