,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
39,Which BYU building features films in several languages?,International Cinema,"Cluff Hall, which was located in the northeast corner of 200 East and 200 North. On October 16, 1875, Brigham Young, then president of the LDS Church, personally purchased the Lewis Building",1.0,0.10915225744247437,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies",natural selection,0.0,0.05435815453529358,0.0,0.0,0.0
41,When did the first free election take place?,1492,1954,0.0,0.4168330430984497,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,anthropology,0.0,0.45828914642333984,0.0,0.0,0.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,wintered over,1.0,0.15973035991191864,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,October Revolution,1.0,0.06746673583984375,1.0,1.0,1.0
45,The first ship to carry a human through space was called what?,Vostok 1,Soyuz 19,1.0,0.26088809967041016,1.0,1.0,1.0
46,What is an alloy?,a mixture of metals or a mixture of a metal and another element,a mixture of metals or a mixture of a metal and another element,1.0,1.0,1.0,1.0,1.0
47,Where was the Galilean village?,Nazareth,Caesarea,0.0,0.14967909455299377,0.0,0.0,0.0
48,A fifth terminal was opened in 2008 for which UK airline?,British Airways,"9,800 ft). The fields were constructed out of reinforced concrete using a slip-form machine that produces a continual slab with no disruptions along the length. The early 1960s also saw the introduction of jet bridge systems to modern airport terminals, an innovation which eliminated outdoor passenger boarding. These systems became commonplace in the United States by the 1970s.
The majority of the world's airports are non-towered, with no air traffic control presence",0.0,0.1685992181301117,0.0,0.0,0.0
49,Does Florida benefit from taxes,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,the state budget was $70.5 billion,1.0,0.3442342281341553,1.0,1.0,1.0
50,What two members of city council were convicted of extortion in 2005?,Ralph Inzunza and Deputy Mayor Michael Zucchet,"7,531 people lived in the city. The population increased gradually to 13,913",0.0,0.028871238231658936,0.0,0.0,0.0
51,What can affect how a person is treated?,Perceived sexual orientation,subtherapeutic antibiotic treatment,0.0,-0.08669593185186386,0.0,0.0,0.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,Estado Novo,1.0,0.3877195119857788,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468",four,1.0,0.3628085255622864,1.0,1.0,1.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,jianmin,0.0,0.15373364090919495,0.0,0.0,0.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,to advance into Bohemia,1.0,0.6454460620880127,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,2007,0.0,0.6332045197486877,0.0,0.0,0.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Les Nabis and the Symbolists,1.0,0.09291987121105194,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots",hand grenades,0.0,0.39552679657936096,0.0,0.0,0.0
59,Where did Charleston's original settlers come from?,Bermuda,England,1.0,0.09859498590230942,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,Alexander the Great,1.0,1.0,1.0,1.0,1.0
61,True crows belong to what group?,Corvida,Archosauria,1.0,0.14652350544929504,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,East Indies,0.0,0.06098686158657074,0.0,0.0,0.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,British colonialism,1.0,0.28067994117736816,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),Greater Hyderabad Municipal Corporation,1.0,0.8623248338699341,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,the FBI's decentralized structure,0.0,0.042215678840875626,0.0,0.0,0.0
66,On which corner is the shopping center located?,Fresno and B streets,Cornmarket Street,0.0,0.349519819021225,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,von Neumann,0.0,0.199834942817688,0.0,0.0,0.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,Foxy Brown,1.0,-0.014678878709673882,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,it endangered motorists who might be pulled over by people impersonating police officers,1.0,1.0000001192092896,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,2016,0.0,0.45433279871940613,0.0,0.0,0.0
71,When did English Freemasonry spread to France?,the 1720s,eighteenth century,0.0,0.5113911032676697,0.0,0.0,0.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname",crown-cardinal,1.0,0.3954237997531891,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,56,1.0,0.5950897932052612,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin,1.0,1.0,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,unwanted impurities,1.0,1.0000001192092896,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,a constraint upon behaviour,0.0,0.1743239462375641,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery","information technology, energy saving and environmental protection, new energy, smart power grid and intelligent equipment manufacturing",0.0,0.3999326229095459,0.0,0.0,0.0
78,The church of Santa Costanza is in what country?,Rome,Water Tribunal of Valencia,0.0,0.1311815083026886,0.0,0.0,0.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,19.8%,1.0,1.0,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),Liberal International,0.0,0.14494571089744568,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,mask,0.0,0.1137927770614624,0.0,0.0,0.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,Ciccone,1.0,0.17474573850631714,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,Duke of Normandy,0.0,0.155308336019516,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short,1.0,0.9999998807907104,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","4,500",1.0,1.0000001192092896,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,Michael Heckenberger,1.0,0.18507713079452515,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,enthusiastic,1.0,0.4729498624801636,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,Congresso Nacional,1.0,1.0,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,English,0.0,0.3989463150501251,0.0,0.0,0.0
90,Only who can handle the ball with his hands?,goalkeeper,goalkeepers,1.0,0.9409583806991577,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga",Gaza Strip and Israel,1.0,0.41402947902679443,1.0,1.0,1.0
92,What year was NHK Color created?,1972,1972,1.0,1.0,1.0,1.0,1.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,rendered inaudible by another tone of lower frequency,0.0,0.16016310453414917,0.0,0.0,0.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,made a grade of A for all four years,1.0,1.0,1.0,1.0,1.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,bulky and somewhat outdated,1.0,0.7662864923477173,1.0,1.0,1.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,Guinea-Bissau,1.0,-0.04556340351700783,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,"Compagnie des Transports Strasbourgeois (CTS),",1.0,0.7224265933036804,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,The Arthashastra,1.0,1.0000001192092896,1.0,1.0,1.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Zubizareta,0.0,0.21417886018753052,0.0,0.0,0.0
