,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
27,What influences role of minority leader?,personality and contextual factors,whether the President is of the same party or the other party,1.0,0.029459288343787193,1.0,1.0,1.0
28,Did the rainforest managed to thrive during the glacial periods? ,"However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.",Europe was fully forested,0.0,0.27178892493247986,0.0,0.0,0.0
29,What genre was 'LA 2017'?,futuristic science fiction,horror,0.0,0.37734895944595337,0.0,0.0,0.0
30,Who had issues with JFK's proposal?,NAACP,Vice President Lyndon B. Johnson,0.0,0.07979896664619446,0.0,0.0,0.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,to recover their aircraft,1.0,0.4410005211830139,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,Toronto,0.0,-0.07972632348537445,0.0,0.0,0.0
33,What bacteria is an exception to single circular chromosome rule?,Spirochaetes of the genus Borrelia,Neisseria,1.0,0.20109377801418304,1.0,1.0,1.0
34,Who made up most unions between Europeans and natives?,European men and Indigenous American women,African men,1.0,0.5739260315895081,1.0,1.0,1.0
35,What did the Guardian name her?,Artist of the Decade,Mirella Bianco,0.0,0.1160510703921318,0.0,0.0,0.0
36,The lower regions and larger towns of the Alps are well-served by what?,motorways,motorways and main roads,1.0,0.81688392162323,1.0,1.0,1.0
37,Where was the CM intended to land upon re entering the Earth's atmosphere?,ocean,Sea of Tranquility,0.0,0.4079139232635498,0.0,0.0,0.0
38,What does the French constitution state for the language in Aslace?,French alone is the official language,French alone is the official language of the Republic,1.0,0.8465481996536255,1.0,1.0,1.0
39,Which BYU building features films in several languages?,International Cinema,"Cluff Hall, which was located in the northeast corner of 200 East and 200 North. On October 16, 1875, Brigham Young, then president of the LDS Church, personally purchased the Lewis Building",1.0,0.1091521829366684,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies",mapping of lineages and clusters,0.0,0.03492909297347069,0.0,0.0,0.0
41,When did the first free election take place?,1492,1924,0.0,0.45791515707969666,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,Anthropology is a global discipline,0.0,0.4237917959690094,0.0,0.0,0.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,wintered over,1.0,0.15973038971424103,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,Rossiyskaya Gazeta,1.0,0.9999999403953552,1.0,1.0,1.0
45,The first ship to carry a human through space was called what?,Vostok 1,Yuri Gagarin,1.0,0.07320167124271393,1.0,1.0,1.0
46,What is an alloy?,a mixture of metals or a mixture of a metal and another element,a mixture of metals or a mixture of a metal and another element,1.0,1.0,1.0,1.0,1.0
47,Where was the Galilean village?,Nazareth,Caesarea,0.0,0.14967909455299377,0.0,0.0,0.0
48,A fifth terminal was opened in 2008 for which UK airline?,British Airways,Comair,0.0,0.14495578408241272,0.0,0.0,0.0
49,Does Florida benefit from taxes,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,the state budget was $70.5 billion,1.0,0.3442342281341553,1.0,1.0,1.0
50,What two members of city council were convicted of extortion in 2005?,Ralph Inzunza and Deputy Mayor Michael Zucchet,"7,531 people lived in the city. The population increased gradually to 13,913",0.0,0.028871238231658936,0.0,0.0,0.0
51,What can affect how a person is treated?,Perceived sexual orientation,Peer groups,0.0,0.03582041710615158,0.0,0.0,0.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,Estado Novo,1.0,0.38771963119506836,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468",four,1.0,0.3628085255622864,1.0,1.0,1.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,jianmin,0.0,0.15373364090919495,0.0,0.0,0.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,to advance into Bohemia,1.0,0.6454460620880127,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,2015,0.0,0.5039010643959045,0.0,0.0,0.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Clement Greenberg,1.0,0.9964361190795898,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots",hand grenades,0.0,0.39552682638168335,0.0,0.0,0.0
59,Where did Charleston's original settlers come from?,Bermuda,England,1.0,0.09859498590230942,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,Alexander the Great,1.0,0.9999999403953552,1.0,1.0,1.0
61,True crows belong to what group?,Corvida,the Curia,0.0,0.37101665139198303,0.0,0.0,0.0
62,From what land did the people of Niutao believe they came?,Samoa,Cook Islands,1.0,0.09281812608242035,1.0,1.0,1.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,British colonialism,1.0,0.2806799113750458,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),Greater Hyderabad Municipal Corporation,1.0,0.8623248338699341,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,the FBI's decentralized structure,0.0,0.042215678840875626,0.0,0.0,0.0
66,On which corner is the shopping center located?,Fresno and B streets,Southern Boulevard,0.0,0.3094082474708557,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,Hayek,0.0,0.20259873569011688,0.0,0.0,0.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,Foxy Brown,1.0,-0.014678915962576866,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,it endangered motorists who might be pulled over by people impersonating police officers,1.0,1.0000001192092896,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,2016,0.0,0.45433279871940613,0.0,0.0,0.0
71,When did English Freemasonry spread to France?,the 1720s,1720s,1.0,0.9388299584388733,1.0,1.0,1.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname",crown-cardinal,1.0,0.3954237997531891,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,56,1.0,0.5950897932052612,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin,1.0,1.0,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,unwanted impurities,1.0,1.0,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,a constraint upon behaviour,0.0,0.1743239462375641,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery","information technology, energy saving and environmental protection, new energy, smart power grid and intelligent equipment manufacturing",0.0,0.3999326229095459,0.0,0.0,0.0
78,The church of Santa Costanza is in what country?,Rome,Water Tribunal of Valencia,0.0,0.1311815083026886,0.0,0.0,0.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,19.8%,1.0,1.0,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),German Christian Democratic Union,0.0,0.26854443550109863,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,mask,0.0,0.11379270255565643,0.0,0.0,0.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,Warren Beatty,1.0,-0.014333228580653667,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,Duke of Normandy,0.0,0.15530839562416077,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short,1.0,0.9999998807907104,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","4,500",1.0,1.0000001192092896,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,Michael Heckenberger,1.0,0.18507720530033112,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,enthusiasm,1.0,1.0000001192092896,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,Congresso Nacional,1.0,1.0,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,English,0.0,0.3989463150501251,0.0,0.0,0.0
90,Only who can handle the ball with his hands?,goalkeeper,goalkeepers,1.0,0.9409583210945129,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga","Sharm el-Sheikh (or City of Peace), Hurghada, Luxor (known as world's greatest open-air museum/ or City of the ⅓ of world monuments), Dahab, Ras Sidr, Marsa Alam, Safaga",1.0,0.43278539180755615,1.0,1.0,1.0
92,What year was NHK Color created?,1972,1972,1.0,1.0,1.0,1.0,1.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,rendered inaudible by another tone of lower frequency,0.0,0.16016310453414917,0.0,0.0,0.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,made a grade of A for all four years,1.0,1.0,1.0,1.0,1.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,bulky and somewhat outdated,1.0,0.7662864923477173,1.0,1.0,1.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,general as well as technical,1.0,1.0,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,"Compagnie des Transports Strasbourgeois (CTS),",1.0,0.7224265933036804,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,The Arthashastra,1.0,1.0000001192092896,1.0,1.0,1.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Zubizareta,0.0,0.21417886018753052,0.0,0.0,0.0
