,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
15,Who had FA cup coverage from 1988-1997?,"From 1988 to 1997, the BBC and Sky Sports had coverage of the FA Cup",the BBC and Sky Sports,1.0,0.6875511407852173,1.0,1.0,1.0
16,What percentage of the population was Caucasian in 1940?,92%,78.9%,0.0,0.7939138412475586,0.0,0.0,0.0
17,In what year was Columbia University chartered?,1754,1890,0.0,0.269641250371933,0.0,0.0,0.0
18,"What is the owner, tenant or manager of a pub known as?",pub landlord,pub landlord,1.0,1.0,1.0,1.0,1.0
19,How many people signed a petition in protest of Everton FC's crest redesign in 2013?,"over 22,000","22,000",1.0,0.8700043559074402,1.0,1.0,1.0
20,What did Griffith's tool help increase?,transparency,conflict of interest edits,1.0,0.0551096610724926,1.0,1.0,1.0
21,Where do samurais' teachings live on?,everyday life and in modern Japanese martial arts,the west,1.0,0.15177424252033234,1.0,1.0,1.0
22,How many years does the term of a Richmond city council representative last?,four,four,1.0,0.9999999403953552,1.0,1.0,1.0
23,When did an investigation occur under school casualties?,December 2008,"July 17, 2008",1.0,0.7532908916473389,1.0,1.0,1.0
24,How did Liang Ji die?,forced to commit suicide,159,1.0,0.06467936933040619,1.0,1.0,1.0
25,Who supported the reaction against the government?,Durango,U.S. President George W. Bush,0.0,0.20640264451503754,0.0,0.0,0.0
26,Jochi's death occurred in what year?,1226,1226,1.0,1.0,1.0,1.0,1.0
27,What influences role of minority leader?,personality and contextual factors,personality and contextual factors,1.0,1.0,1.0,1.0,1.0
28,Did the rainforest managed to thrive during the glacial periods? ,"However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.","There is evidence that there have been significant changes in Amazon rainforest vegetation over the last 21,000 years through the Last Glacial Maximum (LGM) and subsequent deglaciation. Analyses of sediment deposits from Amazon basin paleolakes and from the Amazon Fan indicate that rainfall in the basin during the LGM was lower than for the present, and this was almost certainly associated with reduced moist tropical vegetation cover in the basin. There is debate, however, over how extensive this reduction was. Some scientists argue that the rainforest was reduced to small, isolated refugia separated by open forest and grassland; other scientists argue that the rainforest remained largely intact",1.0,0.6198176741600037,1.0,1.0,1.0
29,What genre was 'LA 2017'?,futuristic science fiction,"post-punk groups, the club-oriented scene drew some suspicion from denizens of the movement.
Artists such as Gary Numan, the Human League, Soft Cell, John Foxx and Visage helped pioneer a new synthpop",0.0,0.21977922320365906,0.0,0.0,0.0
30,Who had issues with JFK's proposal?,NAACP,Nikita Khrushchev,0.0,0.21644942462444305,0.0,0.0,0.0
31,What does CATOBAR allow for?,deployment of heavy jets with full loadouts,deployment of heavy jets with full loadouts,1.0,1.0000001192092896,1.0,1.0,1.0
32,Where were these forts commonly built?,hills,Fishers Nose,0.0,0.18397676944732666,0.0,0.0,0.0
33,What bacteria is an exception to single circular chromosome rule?,Spirochaetes of the genus Borrelia,Spirochaetes,1.0,0.6997858285903931,1.0,1.0,1.0
34,Who made up most unions between Europeans and natives?,European men and Indigenous American women,Colonists,0.0,0.438678115606308,0.0,0.0,0.0
35,What did the Guardian name her?,Artist of the Decade,Elizabeth,0.0,0.21992415189743042,0.0,0.0,0.0
36,The lower regions and larger towns of the Alps are well-served by what?,motorways,motorways and main roads,1.0,0.8184265494346619,1.0,1.0,1.0
37,Where was the CM intended to land upon re entering the Earth's atmosphere?,ocean,Antarctica,0.0,0.5501841902732849,0.0,0.0,0.0
38,What does the French constitution state for the language in Aslace?,French alone is the official language,Francization,1.0,0.3815411329269409,1.0,1.0,1.0
39,Which BYU building features films in several languages?,International Cinema,International Cinema,1.0,1.0000001192092896,1.0,1.0,1.0
40,What has helped geneologists researching slaves?,"Colonial records of French and Spanish slave ships and sales, and plantation records in all the former colonies","After European settlement increased, traders and fur trappers often married or had unions with women of native tribes",1.0,0.33668962121009827,1.0,1.0,1.0
41,When did the first free election take place?,1492,November 1989,0.0,0.2960478365421295,0.0,0.0,0.0
42,Of what discipline is ethology a branch?,zoology,field science,1.0,0.33477795124053955,1.0,1.0,1.0
43,What New Haven trial is known to be the longest in the history of Connecticut?,New Haven Black Panther trials,Black Panther trials,1.0,0.8450924754142761,1.0,1.0,1.0
44,In what periodical was the new sovereign status of the Russian Federation first published?,Rossiyskaya Gazeta,Rossiyskaya Gazeta,1.0,1.0000001192092896,1.0,1.0,1.0
45,The first ship to carry a human through space was called what?,Vostok 1,Vostok 1,1.0,1.0,1.0,1.0,1.0
46,What is an alloy?,a mixture of metals or a mixture of a metal and another element,a mixture of metals or a mixture of a metal and another element,1.0,1.0,1.0,1.0,1.0
47,Where was the Galilean village?,Nazareth,Corunna,0.0,0.2002333700656891,0.0,0.0,0.0
48,A fifth terminal was opened in 2008 for which UK airline?,British Airways,In March 2008,1.0,0.19969236850738525,1.0,1.0,1.0
49,Does Florida benefit from taxes,Florida residents have received more federal monies than they pay in taxes: the state is a net beneficiary,Floridians spent an average 49.1% of personal income on housing-related costs,1.0,0.5573256015777588,1.0,1.0,1.0
50,What two members of city council were convicted of extortion in 2005?,Ralph Inzunza and Deputy Mayor Michael Zucchet,Ralph Inzunza and Deputy Mayor Michael Zucchet,1.0,1.0,1.0,1.0,1.0
51,What can affect how a person is treated?,Perceived sexual orientation,Cultural barriers,0.0,0.15365548431873322,0.0,0.0,0.0
52,What currency did the euro replace in Portugal?,Portuguese Escudo,Portuguese Escudo,1.0,1.0,1.0,1.0,1.0
53,"In the fall quarter of 2014, how many students signed up for the university's four graduate divisions?","3,468","2,138",0.0,0.37831515073776245,0.0,0.0,0.0
54,"Which Chinese suffix means ""area, district, region, ward""?",qū,"héwén (合文), héshū (合書) or hétǐzì",0.0,0.15321354568004608,0.0,0.0,0.0
55,What was another goal of the invasion of Saxony?,to advance into Bohemia where he might set up winter quarters at Austria's expense,to advance into Bohemia,1.0,0.6146158576011658,1.0,1.0,1.0
56,In what year was War on the Floor released?,2001,2001,1.0,1.0,1.0,1.0,1.0
57,Who was the main opponent that began to argue that the flat canvas did not support Cubism? ,Clement Greenberg.,Clement Greenberg,1.0,0.9821321368217468,1.0,1.0,1.0
58,What are some of the equipment used by both men and women?,"Combat helmets, rucksacks, combat boots","Combat helmets, rucksacks, combat boots, and flak jackets",1.0,0.918124794960022,1.0,1.0,1.0
59,Where did Charleston's original settlers come from?,Bermuda,England,1.0,0.3443654775619507,1.0,1.0,1.0
60,What ruler's death in 323 BC marks the beginning of the Hellenistic period?,Alexander the Great,Alexander,0.0,0.842235267162323,0.0,0.0,0.0
61,True crows belong to what group?,Corvida,Neognathes,1.0,0.2886742055416107,1.0,1.0,1.0
62,From what land did the people of Niutao believe they came?,Samoa,Southeast Asia,0.0,0.394473135471344,0.0,0.0,0.0
63,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,Mongol invasions,1.0,0.6383898258209229,1.0,1.0,1.0
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),Greater Hyderabad Municipal Corporation,1.0,0.7953817248344421,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,a widely circulated photograph,1.0,0.654630184173584,1.0,1.0,1.0
66,On which corner is the shopping center located?,Fresno and B streets,Gateshead,0.0,0.3032071888446808,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,Timothy Geithner,1.0,0.4892759919166565,1.0,1.0,1.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,808s & Heartbreak,1.0,0.17533758282661438,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,it endangered motorists who might be pulled over by people impersonating police officers,1.0,1.0000001192092896,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,1984,1.0,0.6359361410140991,1.0,1.0,1.0
71,When did English Freemasonry spread to France?,the 1720s,eighteenth century,0.0,0.6370773315429688,0.0,0.0,0.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname","""Cardinal [First name] [Surname]"".",1.0,0.7567721605300903,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,400,1.0,0.5254797339439392,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin,1.0,1.0,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,unwanted impurities,1.0,1.0,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,heightened duty of care traditionally imposed upon common carriers,0.0,0.14330288767814636,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery","electronic information, biomedicine and precision machinery",1.0,1.0,1.0,1.0,1.0
78,The church of Santa Costanza is in what country?,Rome,Bethlehem,1.0,0.4614669680595398,1.0,1.0,1.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,19.8%,1.0,1.0000001192092896,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),"African National Congress in South Africa, the Cambodian People's Party in Cambodia, the Liberal Democratic Party",0.0,0.22910398244857788,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,elegance,1.0,1.0,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,Mae Mordabito,1.0,1.0,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,Albert Frederick,0.0,0.34997156262397766,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short,1.0,1.0000001192092896,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","4,500",1.0,1.0,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,Michael Heckenberger,1.0,0.286886990070343,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,practical skill,1.0,0.26939040422439575,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,synecdoche,1.0,0.3547336161136627,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,French,1.0,1.0,1.0,1.0,1.0
90,Only who can handle the ball with his hands?,goalkeeper,goalkeepers,1.0,0.8418211936950684,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga","Sharm el-Sheikh (or City of Peace), Hurghada, Luxor (known as world's greatest open-air museum/ or City of the ⅓ of world monuments), Dahab, Ras Sidr, Marsa Alam, Safaga",1.0,0.4999712109565735,1.0,1.0,1.0
92,What year was NHK Color created?,1972,1953,1.0,0.36938267946243286,1.0,1.0,1.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,bring sampled and electronic sounds to the pop mainstream,1.0,0.986197829246521,1.0,1.0,1.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,made a grade of A for all four years,1.0,1.0000001192092896,1.0,1.0,1.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,higher cost of the LCD technology,1.0,0.3025009036064148,1.0,1.0,1.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,French,1.0,0.18246877193450928,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,"Compagnie des Transports Strasbourgeois (CTS),",1.0,0.8199418187141418,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,"Plato's analysis to include historical empirical evidence in his analysis.
An ancient Indian treatise",0.0,0.2544924020767212,0.0,0.0,0.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Ray Kassar,1.0,1.0000001192092896,1.0,1.0,1.0
