questions,true_answers,predicted_answers,retrieved_docs,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
What seeks to limit the use of polysyllabic characters?,CPC,Unicode,"[Document(id=a2704816695442784b882622291610903319372e642887790e8945f14945ffa6, content: ' Some programming languages, such as Seed7, use UTF-32 as internal representation for strings and ch...', meta: {'name': 'Unicode', 'source_id': '5466bae2d66ecdb546af3cc34795de9f594465bd49e997a8c32cca0dc3b5d1e2', 'page_number': 1}, score: 0.577312415921709)]",0.0,0.14035390317440033,0.0,0.0,0.0
In what courts can federal habeas corpus suits be brought?,federal,"appellate court finds that significant legal errors did occur, then it will reverse the judgment, or nullify the sentence and order a new capital sentencing hearing. Lastly, if the appellate court finds that no reasonable juror could find the defendant eligible for the death penalty, a rarity, then it will order the defendant acquitted, or not guilty, of the crime for which he/she was given the death penalty, and order him sentenced to the next most severe punishment for which the offense is eligible. About 60 percent survive the process of direct review intact.
Under the Antiterrorism and Effective Death Penalty Act of 1996, a state prisoner is ordinarily only allowed one suit for habeas corpus in federal court","[Document(id=7e0d5332e60a37e652cd2a51cc22044fd5e6ae3218102012d3b17416fb99fc7e, content: ' If the appellate court finds that significant legal errors did occur, then it will reverse the judg...', meta: {'name': 'Capital_punishment_in_the_United_States', 'source_id': '0a4e4dda32f7be6a4f78da5ed9ee21d2cc7659112c0d087b2923a482bdc77b5b', 'page_number': 1}, score: 0.5589142109780263)]",1.0,0.17290771007537842,1.0,1.0,1.0
What did Whitehead consider himself as a philosopher? ,rank amateur,rank amateur,"[Document(id=b0360cb0e79aa53fce9b6b987065d38127ef8c7392ded59d294e940b3fc8c15b, content: ' For Whitehead, education should be the exact opposite of the multidisciplinary, value-free school m...', meta: {'name': 'Alfred_North_Whitehead', 'source_id': '8117b81ebe7588c941510f73f8227e3b220b56755171cb0418fdd752bb385bda', 'page_number': 1}, score: 0.6532748672096498)]",1.0,1.0,1.0,1.0,1.0
What condition does a person have to meet to  be allowed by law on a coin?,deceased,payment of debts,"[Document(id=4f60e5dd26c7b2626d120c6cbdaee951099743a32fe85550cdf8b453dffe6e1c, content: ' make any thing but gold and silver coin a tender in payment of debts"" clause in article 1, section ...', meta: {'name': 'United_States_dollar', 'source_id': '9ef37368424d1caed6a07c85856757a87fc5eb888868448328b70e21e5c46a4a', 'page_number': 1}, score: 0.5093472945454142)]",1.0,0.1231364756822586,1.0,1.0,1.0
Which region of the US experiences rain year round?,Pacific Northwest,Great Plains,"[Document(id=0c9477ecd40a6b89942238d08ca8bdbf7ec3347c54580c53f9612bc7f972ea70, content: ' The uplands towards the Appalachians were included in the great eastern forested area, while the we...', meta: {'name': 'Geography_of_the_United_States', 'source_id': '6eef5e1e8e3a1d489b23e0304d3cc9472b84a44871b2fd5ecfc8ab3f12e8ccf0', 'page_number': 1}, score: 0.6291648476958775)]",1.0,0.513728141784668,1.0,1.0,1.0
What is the ability to recognize and adapt to new specific pathogens called?,Adaptive (or acquired) immunity,Adaptive (or acquired) immunity,"[Document(id=af9fa957dfd959c9905dc3b94a52b8ecc9ecb9c39df2fdb2c000fd9ec4597970, content: ' Even simple unicellular organisms such as bacteria possess a rudimentary immune system, in the form...', meta: {'name': 'Immune_system', 'source_id': 'fcb8c5092b2596a66d4f96587d653cbabda606874d86632c35ec40ef8f023051', 'page_number': 1}, score: 0.654858513560027)]",1.0,1.0000001192092896,1.0,1.0,1.0
Who allegedly hit a home run to the Center?,Babe Ruth,Sam Snead,"[Document(id=6929c42ad466bed7c14eac422c4d021a4f3e192fc8b2852b17a71ac3d6c8106e, content: '
On May 11, 2000, Glenallen Hill, facing Brewers starter Steve Woodard, became the first, and thus f...', meta: {'name': 'Chicago_Cubs', 'source_id': '10bd5330115a2fe2b9ef60d21abe3942769709161783409af0c4444ccac129c3', 'page_number': 1}, score: 0.5406649611698102)]",1.0,0.40077218413352966,1.0,1.0,1.0
Which type of graduate from Imperial earned the second highest average starting salary after graduation?,Computing graduates,Ph.D.,"[Document(id=8d74cf3e7a3897f2c2f0163d507374839ffb8775af40004e60fc174f1aea1f7b, content: '), Ph.D. and D.Sc.(Tech.', meta: {'name': 'Institute_of_technology', 'source_id': 'bd3c1ce78fe4328bf8eb2cbd8027759a2a927528ce7e496ce3ebcf9675bc060e', 'page_number': 1}, score: 0.517905680620544)]",0.0,0.45661261677742004,0.0,0.0,0.0
In what year did Eisenhower propose his second civil rights act?,1960,1957,"[Document(id=e20106e1401ce2522cd3d14d13fae9ea782170d84e4c3db914247513b098ce09, content: '.. a discrimination in the expenditure of those funds"".
Eisenhower told District of Columbia officia...', meta: {'name': 'Dwight_D._Eisenhower', 'source_id': '859016dbddc09f1f2a8921e109d7fed820d1b8f064a73fa80275cba10849cb55', 'page_number': 1}, score: 0.7159989523516124)]",1.0,0.7518350481987,1.0,1.0,1.0
What is the current height limitation in Paris in central areas?,50 m,50 m (160 ft),"[Document(id=d89cdeedbc8441f4e2c52a3575e8c530fcce225561404b37c7cdd108d1cc549f, content: ' Modern Paris owes much to its late 19th century Second Empire remodelling by the Baron Haussmann: m...', meta: {'name': 'Paris', 'source_id': '52b8f3ebbfb9baf9226768b89151b597c215bb08f28021147d2d798f707976c9', 'page_number': 1}, score: 0.7434933599873272)]",1.0,0.804789662361145,1.0,1.0,1.0
Income level was found to have a signification correlation to which outcome in the study?,nutrition literacy,Crime rate,"[Document(id=dcd8da4b243b1a8d91858407ae3ae6dac8e86b8331f09a52ba058f6361484420, content: ' Other studies have confirmed this relationship. The UNICEF index of ""child well-being in rich count...', meta: {'name': 'Economic_inequality', 'source_id': '648ff32b8c146c974b23e115e3a61420b1cdbea9de1f5bf38442ce4c1d9caa42', 'page_number': 1}, score: 0.5496006903263113)]",0.0,0.0639934316277504,0.0,0.0,0.0
How much did Viacom want in damages in their lawsuit against youtube?,$1 billion,$1 billion,"[Document(id=720eb3795a623e31335108bcc29a4b774e33272bb625d5968983846dd3b35f68, content: ' Three successful complaints for copyright infringement against a user account will result in the ac...', meta: {'name': 'YouTube', 'source_id': '4d18798daeceb997a6dcb04b575dbbdad768671ca9202116370611d944d510be', 'page_number': 1}, score: 0.710128454829141)]",1.0,1.0000001192092896,1.0,1.0,1.0
Who should be able to challenge administrative orders in court?,individuals,individuals,"[Document(id=cf59c0f0619e715b979051e0a84530bf73463713fa11f2961866d233ac2537f5, content: ' Dicey's: “no man is punishable or can be lawfully made to suffer in body or goods except for a dist...', meta: {'name': 'Rule_of_law', 'source_id': '58b9477525cf8e214cd9a236fe22cc9bfe5e78fda6e2b41433bdb3e30f99d3d2', 'page_number': 1}, score: 0.6138198489552974)]",1.0,1.000000238418579,1.0,1.0,1.0
The Slavs were under what name in the early 6th century?,the Antes and the Sclaveni,East Slavs,"[Document(id=701344efe2101165a535fe45e922b01123011116f4f123fcd5b1668edbb29898, content: 'Slavs are the largest Indo-European ethno-linguistic group in Europe. They inhabit Central Europe, E...', meta: {'name': 'Slavs', 'source_id': 'a55731ff3cd03d8fe34d4e646dbfcdc2088f01190e5110c9ff0baf4e4b486847', 'page_number': 1}, score: 0.70879690862351)]",1.0,0.44139364361763,1.0,1.0,1.0
How are the results simplified when using the SASO?,"into four summaries that look specifically at responses that correspond to either homosexuality, heterosexuality, bisexuality or asexuality.",four summaries,"[Document(id=f86f4f0c6b96ee3b686893cc41683ca450066b225884d3390504ef3124153018, content: '
The SASO consists of 12 questions. Six of these questions assess sexual attraction, four assess sex...', meta: {'name': 'Sexual_orientation', 'source_id': 'f94279650936a403aa3d2b43ab1ad42b1fd14d05455aa86fbcda6cda978ffe5c', 'page_number': 1}, score: 0.45192740188947417)]",1.0,0.47273075580596924,1.0,1.0,1.0
What socioeconomic class used the Florentine Tuscan language in Dante's time?,upper class,literate and upper class,"[Document(id=d25b410d7ee734d39ca37d5429e9393300e12f25ab3ed13f9a91eb5740bf305f, content: ' Due to Eastern Lombard's status as a Gallo-Italic language, an Eastern Lombard speaker may, in fact...', meta: {'name': 'Dialect', 'source_id': '2e05b686e48c9512ae5466f1d15202b44fdc903ea32d0a42c5dbc9ef173d051d', 'page_number': 1}, score: 0.6914606586923586)]",1.0,0.7628111839294434,1.0,1.0,1.0
"In addition to ammo proposals, what other need was articulated?",The need for some form of tracer or smoke trail,time types,"[Document(id=9d1747bc11e311df0105a0308df3eb29ec64ee3c1e3b7335356131a26f7421d1, content: ' Fuzing options were also examined, both impact and time types. Mountings were generally pedestal ty...', meta: {'name': 'Anti-aircraft_warfare', 'source_id': 'c54639424f62ce369356ed8c4e1e9fab8769359dd28029aa89832f5aa994f45d', 'page_number': 1}, score: 0.43523273125444223)]",1.0,0.007751554250717163,1.0,1.0,1.0
What is that power that enables us to love?,Prevenient grace,true understanding and judgement,"[Document(id=dd10a5e31ac16d363b33b098b3febd4a104f6e071593bea34da863f68a17ee8f, content: ' It is not contradictory to say that someone is white-toothed and not white"".
Albert the Great wrote...', meta: {'name': 'Dominican_Order', 'source_id': 'f55ba4e5b37c737e23256c74229a0bf3a5c697b70e171c6ce20c437d900b023e', 'page_number': 1}, score: 0.48367023733439174)]",0.0,0.39556270837783813,0.0,0.0,0.0
"Who was assassinated on September 22, 189 AD?",He Jin,Caesar,"[Document(id=9251dafda92232db54143d3e1f9a589eeb4b79fd5873fc0b101379c7cfe3f5ba, content: ' Thus, the assemblies became powerless and were unable to oppose him.
Caesar was assassinated on Mar...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.5181739480686895)]",0.0,0.1853158324956894,0.0,0.0,0.0
How did Gaddafi change the legal system?,he introduced sharia as the basis for the legal system,sharia law,"[Document(id=1b2e436fd42f2c0f0d0cc510814e434b693f9c004a137710dd97898a0cc1af7f, content: ' Gaddafi proclaimed that the People's Congresses provided for Libya's every political need, renderin...', meta: {'name': 'Muammar_Gaddafi', 'source_id': '8152b4f6f236e7f6841b777d688aa105c66dbcee3fe926720311ce23eed0a380', 'page_number': 1}, score: 0.6066777348111518)]",1.0,0.6366350650787354,1.0,1.0,1.0
What name was it assumed Elizabeth would take upon her marriage to Philip?,"Mountbatten,",Elizabeth,"[Document(id=e654e9ff005029974fb352ae5cb703e1734edb2deffb25e38aadc6d3624aea0c, content: ' On 6 February 1952, they had just returned to their Kenyan home, Sagana Lodge, after a night spent ...', meta: {'name': 'Elizabeth_II', 'source_id': '701ad172dfcc8791d990bf596fe61055a5548b2e1847cd32a5d9c011ed8a1ed8', 'page_number': 1}, score: 0.6176147417529756)]",1.0,0.27963173389434814,1.0,1.0,1.0
What was the attack on the British weakness?,Battle of Fort Bull,Minorca in the Mediterranean,"[Document(id=ec4515c9557988b0fec18967610f700f87d76c31c093e709fb322770706f03b8, content: ' It proved completely successful. Pitt had a clear appreciation of the enormous value of imperial po...', meta: {'name': 'Seven_Years%27_War', 'source_id': '3ce1ed9d37c2147a385da7d5e5b943fd3d7b17c5d89dca3dd9b367b2b1f095e3', 'page_number': 1}, score: 0.5872765017217323)]",0.0,0.0038108360022306442,0.0,0.0,0.0
How much of South Tucson is Native American?,10%,10%,"[Document(id=19e07536fc4d6a422f717376ebb5c165dc66d2b84c2b4069db4dbb4757a892d6, content: ' It was first incorporated in 1936, and later reincorporated in 1940. The population consists of abo...', meta: {'name': 'Tucson,_Arizona', 'source_id': '1cd8368afbbb7156e4d37c16c9795a1cf7209fbd0036331b6759337ae62d7224', 'page_number': 1}, score: 0.6000612210112335)]",1.0,1.0000001192092896,1.0,1.0,1.0
Whose theory claimed that species were unchanging and designed by God?,John Ray,Jean-Baptiste Lamarck,"[Document(id=1e7ee2b8973cbe904852b74345906a810d752f622915c33c467ffca1e65e0dc0, content: ' The Ussher chronology of the 1650s had calculated creation at 4004 BC, but by the 1780s geologists ...', meta: {'name': 'On_the_Origin_of_Species', 'source_id': 'adac4711b7d224abae00474e53083755e6a0b31beb5aef768574d738fabcf0e6', 'page_number': 1}, score: 0.6845480977766352)]",1.0,0.36553826928138733,1.0,1.0,1.0
Who can restore a database that has been corrupted?,database administrator,dedicated backup files,"[Document(id=d62f58c8737fe86268de0ebf0cb0ef4eae1f9ba5f33735f7cadb2e83beb9e377, content: 'g., cases when the database is found corrupted due to a software error, or if it has been updated wi...', meta: {'name': 'Database', 'source_id': '98b09743ece9be42ad021f0dc6ffab08c322e7eeace6aae0b98b4bbf67224bd3', 'page_number': 1}, score: 0.4885855296732807)]",1.0,0.11919853091239929,1.0,1.0,1.0
What unpopular philosopher's text did Avicenna learn from?,Abu Abdullah Nateli,Quran,"[Document(id=4929afcbf8a25329cc28344a59a6da0673a0b29592a46e295b09e09e3666b249, content: ' Avicenna's views on Islamic theology (and philosophy) were enormously influential, forming part of ...', meta: {'name': 'Avicenna', 'source_id': '25cbb1011a29473e1dfa8d96ebe95bc8ead7393548de57e871f959624f7238f1', 'page_number': 1}, score: 0.7274513909923354)]",1.0,0.34279826283454895,1.0,1.0,1.0
What was the event called that caused  Ayutthaya  to reclaim lost territories ?,the Chinese threat,Ayutthaya seized Tenasserim and Lan Na,"[Document(id=ca6db29fb81cf6a69632107c67ace9bdd1fdd8f61142978a0684c6cd6f540122, content: ' Ayutthaya seized Tenasserim and Lan Na, and Portuguese mercenaries established Portuguese rule at T...', meta: {'name': 'Myanmar', 'source_id': '3d5d8c2f0b407573851f7793034e3f28664c9739d422faaf23da089d3bb275b3', 'page_number': 1}, score: 0.613164344421885)]",1.0,0.22248710691928864,1.0,1.0,1.0
"Before the introduction of the Latin alphabet, how was Old English written?",runic system,runic system,"[Document(id=8825405ebdc1bb4daf623185ae693fe4f2cab9da4dcca330ccb2ab3f6b05d6e5, content: ' The modern cognates of original words have been used whenever practical to give a close approximati...', meta: {'name': 'Old_English', 'source_id': '499102fb98655495aa1290f40a7501a80d34498ace9fe691454bd3cbff83f7cd', 'page_number': 1}, score: 0.6676853832427841)]",1.0,1.000000238418579,1.0,1.0,1.0
"When groups that are antagonistic to each other form a coalition for hidden gain, it is called what?",unholy alliance,unholy alliance,"[Document(id=f1fa43fc9c1c5bd46b9f5455701bf99b0e98d4579816d755389bcc2dbba1bcda, content: ' This sum itself may be all or a portion of the difference between the actual (inflated) payment to ...', meta: {'name': 'Political_corruption', 'source_id': 'e7c84fb03cb06b72c4ab51eb24218e9f2a10b95493e43d575342db0ffa3e9e1d', 'page_number': 1}, score: 0.5395585598917987)]",1.0,1.0,1.0,1.0,1.0
What made a strong economic case for investing in low carbon technologies?,Stern Review,the Stern Review,"[Document(id=333c4da3ee155b7d7b4ddf91857cd1ec4e1c3cafb4159ebedda18347755b3f1f, content: ' In the US the main tool to track and stimulate voluntary actions is Green-e program managed by Cent...', meta: {'name': 'Renewable_energy_commercialization', 'source_id': 'fa5f7904b8df5272f4f870ed401f610435c916171c87b47deed9a45e6bd594ea', 'page_number': 1}, score: 0.5373316142063316)]",1.0,0.8556329011917114,1.0,1.0,1.0
"Who introduced the Latin version of the word ""insect""?",Pliny the Elder,Pliny the Elder,"[Document(id=e8da082f5022b804801ddb2778f16c32226f0ecb59f3ed7f8fcdae17653f162c, content: '
The word ""insect"" comes from the Latin word insectum, meaning ""with a notched or divided body"", or ...', meta: {'name': 'Insect', 'source_id': 'e14215fdfb7e1394430dedb24549d773464f110b7f19b86558bc101f84126630', 'page_number': 1}, score: 0.8359677035541203)]",1.0,1.0,1.0,1.0,1.0
What was started by the Roman Catholic Church to dispense of the Cathars in Languedoc?,The Cathar Crusade,The Cathar Crusade,"[Document(id=08215551b881c7cefad5bb5baaaddc4d6f9a5802a709d61e32985651e2115c85, content: ' By the 11th century, more organised groups such as the Patarini, the Dulcinians, the Waldensians an...', meta: {'name': 'Heresy', 'source_id': '8ba473262f8508a9c99699bb09cd022993896ece1fed1463a9cf4bd7eb0c3e68', 'page_number': 1}, score: 0.5551851931173127)]",1.0,1.0,1.0,1.0,1.0
What music service is a huge competitor for Tidal?,Spotify,Aspiro,"[Document(id=ef9c78ac21a913a9aad74111f50f9247dd1e578b598b35e509b5dfb85cdd75a6, content: ' Contemporary critics have noted the consistent minimalistic aesthetic exhibited throughout DONDA cr...', meta: {'name': 'Kanye_West', 'source_id': '4693bb2ae0f5b7c5ed3788607bba35813f42eada13da446f4c397c0715d2dc91', 'page_number': 1}, score: 0.5907996679081687)]",1.0,0.2630590498447418,1.0,1.0,1.0
How much was each copper token worth?,a halfpenny,$20.67,"[Document(id=6152e2b000a84ff02363a09c1ff7cf6d282c98d7934d1b527c81592756150e30, content: '22 grains (1.505 g) of gold, equivalent to setting the price of 1 troy ounce of gold at $20.67. Silv...', meta: {'name': 'United_States_dollar', 'source_id': '9ef37368424d1caed6a07c85856757a87fc5eb888868448328b70e21e5c46a4a', 'page_number': 1}, score: 0.5022121865285567)]",0.0,0.47537320852279663,0.0,0.0,0.0
What ships were attacked in 1852?,Glencoe and Sea Nymph,A number of vessels visiting the islands,"[Document(id=06462bba1bbaf61b1e06ec260c9ebb15ac9f6984188e161293ac729b7950da5d, content: ' One year later, the American schooner Dolphin arrived and picked up two boys, the last survivors of...', meta: {'name': 'Marshall_Islands', 'source_id': '762a4f6095de127ded5441c7a17d1c9c38f731ac9cb1ffe8de30af6573be7edf', 'page_number': 1}, score: 0.5445998527389424)]",1.0,0.2269967794418335,1.0,1.0,1.0
What was the first fossil to display both clearly traditional reptilian characteristics?,Archaeopteryx,Archaeopteryx,"[Document(id=22e5680a1c41aa000971ff89fccd80f808c8f88ae7d0f5c0d81eb763ce026955, content: ' Unlike Archaeopteryx and the non-avialan feathered dinosaurs, who primarily ate meat, recent studie...', meta: {'name': 'Bird', 'source_id': '76114e3e9c92caec1de2bcfd38b6f22e1b48487f665fa6392f914934a6748ae1', 'page_number': 1}, score: 0.6138421968979502)]",1.0,1.0,1.0,1.0,1.0
What are the theories that integrate molecular genetics with Darwinian evolution called?,the modern evolutionary synthesis,the modern evolutionary synthesis,"[Document(id=54fb8e44f718e454d5f4aef7097036553aa91b829fc2ea08644a1f9fc17e50f5, content: '
The theories developed in the 1930s and 1940s to integrate molecular genetics with Darwinian evolut...', meta: {'name': 'Gene', 'source_id': 'aedb09488dc3b766bb8c9b41d942aeb0d62f6f6c6c92506004b72557882725cc', 'page_number': 1}, score: 0.6807694823421528)]",1.0,0.9999998807907104,1.0,1.0,1.0
At what time did Tesla get dinner?,8:10 p.m,eight o'clock,"[Document(id=5dfd5078daafbc2ef3695636e6d70b42db2abc79ac389c20eac0417969714c11, content: ' Tesla would telephone his dinner order to the headwaiter, who also could be the only one to serve h...', meta: {'name': 'Nikola_Tesla', 'source_id': 'ceea6a1645d15ba7fe20b687be69cd66b3781b3889ef8a0693edc64967068a28', 'page_number': 1}, score: 0.7466485072261548)]",1.0,0.7012972831726074,1.0,1.0,1.0
In what year did the French reach Alsace?,1444,1444,"[Document(id=18dbb6f8a4452ee88a36944ed7b5a77c2233677f5c2c84c6d98113a4c1519651, content: ' After the conclusion of the war, France was again free to pursue its desire to reach the Rhine and ...', meta: {'name': 'Alsace', 'source_id': '1105499d303196fb0b7ae4d26209720b0040e63376f114d458fd77f05836cbd4', 'page_number': 1}, score: 0.639941686896402)]",1.0,1.0,1.0,1.0,1.0
Who was responsible for the handling of the Roman census?,two censors,censors,"[Document(id=3749ef6e14ea9af3893cfd84917e3a39acc2212480fc846e5a9231414a5599e6, content: ' Praetors administered civil law and commanded provincial armies. Every five years, two censors were...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.5740412708539135)]",1.0,0.806065022945404,1.0,1.0,1.0
When was a resolution agreed to about Chinese human rights issues in San Francisco?,"April 1, 2008","April 1, 2008","[Document(id=80f5e2e80143434aa6d2d78a16f411f7f6ab4f8ffffbd29914ad0c75e8bf31da, content: ' The cost to the city for hosting the event was reported to be USD $726,400, nearly half of which ha...', meta: {'name': '2008_Summer_Olympics_torch_relay', 'source_id': 'a45e6ea09a1ff12d8a239a682c8ef3735ae894d5ab6427b50909053bb046e8b5', 'page_number': 1}, score: 0.594644661480704)]",1.0,1.0,1.0,1.0,1.0
Who was the last pope to be crowned?,Paul VI,Angelo Giuseppe Roncalli,"[Document(id=d025eebf35da454623a00c5d71d009d27de02dc1bdc601d3e2b18ee0f2c3a436, content: 'Pope Saint John XXIII (Latin: Ioannes XXIII; Italian: Giovanni XXIII) born Angelo Giuseppe Roncalli,...', meta: {'name': 'Pope_John_XXIII', 'source_id': '21b200b333306d54410b53cfd12e123951dabfc1f534196e5309132d00e8184d', 'page_number': 1}, score: 0.5774459991618778)]",0.0,0.38023999333381653,0.0,0.0,0.0
Who handles serious medical emergencies on Norfolk Island?,the Royal Australian Air Force,Royal Australian Air Force,"[Document(id=c983e8f9fccac478cd7d895c53ca7636f4291c3a87693dd68246b03e75a4be42, content: ' All visitors to Norfolk Island, including Australians, are recommended to purchase travel insurance...', meta: {'name': 'Norfolk_Island', 'source_id': '8be872c9c3302a16163599d52ec60841ddff13042f8e8e2e0aa14de2c192e2ee', 'page_number': 1}, score: 0.7097080153729567)]",1.0,0.9528100490570068,1.0,1.0,1.0
Were Roman soldiers expected to purchase their own equipment?,"wealthiest citizens, who were able to purchase the best equipment","They were armed with a sword and a small shield, as well as several light javelins","[Document(id=33fcf4581f5ab78359aa184280cfd3d832482718892d7c7caea5758b15dcd90b, content: ' Their role in accompanying the army was primarily to supply any vacancies that might occur in the m...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.5265809360022261)]",1.0,0.21872466802597046,1.0,1.0,1.0
Who did Nasser's group try to assassinate?,Hussein Sirri Amer,King Saud,"[Document(id=5d0ec0248e1b31849b4fcf2b6de857e2ffd286b834f600afc95bf4d1111c7ae6, content: '"" Nasser ordered a crackdown against Syrian communists, dismissing many of them from their governmen...', meta: {'name': 'Gamal_Abdel_Nasser', 'source_id': 'b85466a1645c50ee3517e05cdea8d4daa48f1870f244255ab389ead0fa0e44ed', 'page_number': 1}, score: 0.6708211510684319)]",1.0,0.5504575967788696,1.0,1.0,1.0
What was AJ Ayer an important member of?,Logical empiricism,educators,"[Document(id=f0501a0350c5212f0b765e4f2908281937b33d70767d79809051b0aab43bc078, content: '
Other: Civil rights leader W. E. B. Du Bois; philosopher Henry David Thoreau; authors Ralph Waldo E...', meta: {'name': 'Harvard_University', 'source_id': '7f91a9284c2db4a8d1147861fa2c02c6a25281db1cbc78097950be011c0e6269', 'page_number': 1}, score: 0.377496105816545)]",0.0,0.2606774866580963,0.0,0.0,0.0
