questions,true_answers,predicted_answers,retrieved_docs,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
What did Whitehead consider himself as a philosopher? ,rank amateur,rank amateur,"[Document(id=a022efa8ed739794e05008dbe44d9b83a87fc4f4b7a609ec096b9d437bc5089e, content: ' For Whitehead, education should be the exact opposite of the multidisciplinary, value-free school m...', meta: {'name': 'Alfred_North_Whitehead', 'source_id': '8117b81ebe7588c941510f73f8227e3b220b56755171cb0418fdd752bb385bda', 'page_number': 1}, score: 0.5968778075657488)]",1.0,1.0,1.0,1.0,1.0
What condition does a person have to meet to  be allowed by law on a coin?,deceased,payment of debts,"[Document(id=fecf8dec4eebf70e22436a1b01f96b62f6beb9466dedd822db56f659f010d7bd, content: ' The use of paper money not backed by precious metals had also occurred under the Articles of Confed...', meta: {'name': 'United_States_dollar', 'source_id': '9ef37368424d1caed6a07c85856757a87fc5eb888868448328b70e21e5c46a4a', 'page_number': 1}, score: 0.48692030873140724)]",1.0,0.1231364756822586,1.0,1.0,1.0
Which region of the US experiences rain year round?,Pacific Northwest,Hawaii,"[Document(id=f1b319ccf6f84a8b9a658c8ac91d2b985ece87397b88fdbc6596e119ab5fed80, content: 'S., with Quinault Rainforest in Washington having an average of 137 inches (348 cm). Hawaii receives...', meta: {'name': 'Geography_of_the_United_States', 'source_id': '6eef5e1e8e3a1d489b23e0304d3cc9472b84a44871b2fd5ecfc8ab3f12e8ccf0', 'page_number': 1}, score: 0.5979786106604166)]",1.0,0.5233805179595947,1.0,1.0,1.0
What is the ability to recognize and adapt to new specific pathogens called?,Adaptive (or acquired) immunity,Antigen specificity,"[Document(id=a4a5008fab761323a2771c50538a7e75c9cf4ed6426bbef3a6ae08b7edd123e4, content: ' The adaptive immune response is antigen-specific and requires the recognition of specific ""non-self...', meta: {'name': 'Immune_system', 'source_id': 'fcb8c5092b2596a66d4f96587d653cbabda606874d86632c35ec40ef8f023051', 'page_number': 1}, score: 0.5868653565168047)]",1.0,0.448192298412323,1.0,1.0,1.0
Who allegedly hit a home run to the Center?,Babe Ruth,Luis Castillo,"[Document(id=20206deac29e5b4bc6d2d7bfd70810f6e421fd0dfa03d5a7cf710b840fbba782, content: '
The Cubs had high expectations in 2002, but the squad played poorly. On July 5, 2002 the Cubs promo...', meta: {'name': 'Chicago_Cubs', 'source_id': '10bd5330115a2fe2b9ef60d21abe3942769709161783409af0c4444ccac129c3', 'page_number': 1}, score: 0.47699996405548506)]",1.0,0.4449738562107086,1.0,1.0,1.0
Which type of graduate from Imperial earned the second highest average starting salary after graduation?,Computing graduates,Computing,"[Document(id=9be1bf507c2859b61088d1f83c172682620003fe33104d080a9b6b3a2256570a, content: ' Students are encouraged to take these classes either for credit or in their own time, and in some d...', meta: {'name': 'Imperial_College_London', 'source_id': '8ff02d910ce681fdd72074b13ed322271625386966ee827dabf1c93ca556fd6e', 'page_number': 1}, score: 0.4899747753246123)]",1.0,0.5292261838912964,1.0,1.0,1.0
In what year did Eisenhower propose his second civil rights act?,1960,1960,"[Document(id=78d1760ca2fa0904e5480a91d388ba9d6c37d737a65426e5cbb2488333bc1e1a, content: ' Eisenhower made clear his stance in his first State of the Union address in February 1953, saying ""...', meta: {'name': 'Dwight_D._Eisenhower', 'source_id': '859016dbddc09f1f2a8921e109d7fed820d1b8f064a73fa80275cba10849cb55', 'page_number': 1}, score: 0.6915934272370499)]",1.0,1.0000001192092896,1.0,1.0,1.0
What is the current height limitation in Paris in central areas?,50 m,50 m (160 ft),"[Document(id=891cab83df456a1bb11d8e7c301e45b02e564d224d3be1f7bdb82d02edc8f221, content: ' Modern Paris owes much to its late 19th century Second Empire remodelling by the Baron Haussmann: m...', meta: {'name': 'Paris', 'source_id': '52b8f3ebbfb9baf9226768b89151b597c215bb08f28021147d2d798f707976c9', 'page_number': 1}, score: 0.66910672984007)]",1.0,0.804789662361145,1.0,1.0,1.0
Income level was found to have a signification correlation to which outcome in the study?,nutrition literacy,health,"[Document(id=873a8ae60b922fbd4c5960cb05388ab4415c59c994a541870c1a7488d1acef1c, content: ' Policies aiming at controlling unemployment and in particular at reducing its inequality-associated...', meta: {'name': 'Economic_inequality', 'source_id': '648ff32b8c146c974b23e115e3a61420b1cdbea9de1f5bf38442ce4c1d9caa42', 'page_number': 1}, score: 0.5147040807911953)]",0.0,0.38994866609573364,0.0,0.0,0.0
How much did Viacom want in damages in their lawsuit against youtube?,$1 billion,$1 billion,"[Document(id=56ff4bdb4f543c61c1f516ba1e544e83e117ab5512bae58b2264fa6b6d86f26b, content: ' Three successful complaints for copyright infringement against a user account will result in the ac...', meta: {'name': 'YouTube', 'source_id': '4d18798daeceb997a6dcb04b575dbbdad768671ca9202116370611d944d510be', 'page_number': 1}, score: 0.740709470725756)]",1.0,1.0000001192092896,1.0,1.0,1.0
Who should be able to challenge administrative orders in court?,individuals,individuals,"[Document(id=5c5f6a0591170904a56f4c0417e667089761d8d8f013f55283aff164fdadd75b, content: ' Dicey's: “no man is punishable or can be lawfully made to suffer in body or goods except for a dist...', meta: {'name': 'Rule_of_law', 'source_id': '58b9477525cf8e214cd9a236fe22cc9bfe5e78fda6e2b41433bdb3e30f99d3d2', 'page_number': 1}, score: 0.5566146748558449)]",1.0,1.000000238418579,1.0,1.0,1.0
The Slavs were under what name in the early 6th century?,the Antes and the Sclaveni,the Antes and the Sclaveni,"[Document(id=482a70caa7e3a14a061a5b91daa2e56647767ae57909e94ef7246b9a66675bd9, content: ' The Old East Slavic Slavuta for the Dnieper River was argued by Henrich Bartek (1907–1986) to be de...', meta: {'name': 'Slavs', 'source_id': 'a55731ff3cd03d8fe34d4e646dbfcdc2088f01190e5110c9ff0baf4e4b486847', 'page_number': 1}, score: 0.6245358035969113)]",1.0,1.0,1.0,1.0,1.0
How are the results simplified when using the SASO?,"into four summaries that look specifically at responses that correspond to either homosexuality, heterosexuality, bisexuality or asexuality.",four summaries,"[Document(id=c5da820627d1881a16bd936f9f4ee4b1126ca0003f08cdb0cd5303554431224f, content: ' Despite seven categories being able to provide a more accurate description of sexual orientation th...', meta: {'name': 'Sexual_orientation', 'source_id': 'f94279650936a403aa3d2b43ab1ad42b1fd14d05455aa86fbcda6cda978ffe5c', 'page_number': 1}, score: 0.26704233607027905)]",1.0,0.47273075580596924,1.0,1.0,1.0
What socioeconomic class used the Florentine Tuscan language in Dante's time?,upper class,literate and upper class,"[Document(id=149c6390292392d4438c9191dca43bbe827c20a86bb7bfc502679813d7fcc108, content: ' Due to Eastern Lombard's status as a Gallo-Italic language, an Eastern Lombard speaker may, in fact...', meta: {'name': 'Dialect', 'source_id': '2e05b686e48c9512ae5466f1d15202b44fdc903ea32d0a42c5dbc9ef173d051d', 'page_number': 1}, score: 0.666760845084105)]",1.0,0.7628111839294434,1.0,1.0,1.0
"In addition to ammo proposals, what other need was articulated?",The need for some form of tracer or smoke trail,desegregation of the Armed Forces,"[Document(id=94d45523552487be55666f4943bee9647a9f972593aae08c707a9b3bd1ba479e, content: '"" The report discussed and demonstrated racial discrimination in basic freedoms, education, public f...', meta: {'name': 'Affirmative_action_in_the_United_States', 'source_id': 'b7156a1660bb591e3abb4460028a7922c063ba8962ad6dce11678f8b08c5cdcb', 'page_number': 1}, score: 0.38881723110881794)]",0.0,-0.04560529813170433,0.0,0.0,0.0
What is that power that enables us to love?,Prevenient grace,kindness meditation,"[Document(id=8aa1cc5c18eec7cb85e8dd3bc0786a603a405db09821c3852c577c0c1ee5d912, content: '[note 7]
The Noble Eightfold Path—the fourth of the Buddha's Noble Truths—consists of a set of eight...', meta: {'name': 'Buddhism', 'source_id': '7d629dc535ee0ab8e7a8ec238f72eca067cf563981907b159dd5db0c2c4a2fad', 'page_number': 1}, score: 0.3807221391984495)]",0.0,0.34043627977371216,0.0,0.0,0.0
"Who was assassinated on September 22, 189 AD?",He Jin,Caesar,"[Document(id=da1f39f5c95c3d864aca4159d3d002043099e54c47348f0625401f54756ee30d, content: '
Caesar was now the primary figure of the Roman state, enforcing and entrenching his powers. His ene...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.4098185524055718)]",0.0,0.18531587719917297,0.0,0.0,0.0
How did Gaddafi change the legal system?,he introduced sharia as the basis for the legal system,abolished the monarchy and proclaimed the Republic. Ruling by decree,"[Document(id=242bcfd7cc78f498ff4abf96b525186f8ddb9d88565ef2d1ad2a1be9f3522584, content: 'Muammar Muhammad Abu Minyar al-Gaddafi (Arabic: معمر محمد أبو منيار القذافي‎ Arabic pronunciation: [...', meta: {'name': 'Muammar_Gaddafi', 'source_id': '8152b4f6f236e7f6841b777d688aa105c66dbcee3fe926720311ce23eed0a380', 'page_number': 1}, score: 0.578814645482204)]",1.0,0.4175863265991211,1.0,1.0,1.0
What name was it assumed Elizabeth would take upon her marriage to Philip?,"Mountbatten,",Elizabeth,"[Document(id=31de347482f6e76ab8d778bc1648539499d1dcc796460f1482425b5ee879fe5c, content: ' When she toured Canada and visited President Harry S. Truman in Washington, D.C., in October 1951, ...', meta: {'name': 'Elizabeth_II', 'source_id': '701ad172dfcc8791d990bf596fe61055a5548b2e1847cd32a5d9c011ed8a1ed8', 'page_number': 1}, score: 0.5909742966356426)]",1.0,0.27963173389434814,1.0,1.0,1.0
What was the attack on the British weakness?,Battle of Fort Bull,sea communications,"[Document(id=2982b60b277d226d31c0a9fe90582fab11b0c6ff0f2e5a54d4e342474fbc3795, content: '
In 1941, the Luftwaffe shifted strategy again. Erich Raeder—commander-in-chief of the Kriegsmarine—...', meta: {'name': 'The_Blitz', 'source_id': 'fea4ab1f340714cf83574f4d286ac91905b5e48ca1b66018f16a22a73ba1bcbf', 'page_number': 1}, score: 0.5488736596606179)]",0.0,0.10573846101760864,0.0,0.0,0.0
How much of South Tucson is Native American?,10%,10%,"[Document(id=e834bcf1ef63c7b72f9bf36d447e483da5003c1c77f033ef064e514b7082f587, content: ' To the south, N. Highland Avenue leads to the Barraza-Aviation Parkway bicycle path.
South Tucson i...', meta: {'name': 'Tucson,_Arizona', 'source_id': '1cd8368afbbb7156e4d37c16c9795a1cf7209fbd0036331b6759337ae62d7224', 'page_number': 1}, score: 0.5734801185966978)]",1.0,1.0000001192092896,1.0,1.0,1.0
Whose theory claimed that species were unchanging and designed by God?,John Ray,John Ray,"[Document(id=67c87173e747d72d79bc92866e553902d56583aae14965ecaa3b2da507256976, content: ' After the turmoil of the English Civil War, the Royal Society wanted to show that science did not t...', meta: {'name': 'On_the_Origin_of_Species', 'source_id': 'adac4711b7d224abae00474e53083755e6a0b31beb5aef768574d738fabcf0e6', 'page_number': 1}, score: 0.6990559439833335)]",1.0,1.0000001192092896,1.0,1.0,1.0
Who can restore a database that has been corrupted?,database administrator,Database transactions,"[Document(id=5baf5b500fc870a57b1f1a3f45f13e9b554e1d91359189ce3677cff042e60b2d, content: ' Data security prevents unauthorized users from viewing or updating the database. Using passwords, u...', meta: {'name': 'Database', 'source_id': '98b09743ece9be42ad021f0dc6ffab08c322e7eeace6aae0b98b4bbf67224bd3', 'page_number': 1}, score: 0.4012562109697081)]",1.0,0.4623287320137024,1.0,1.0,1.0
What unpopular philosopher's text did Avicenna learn from?,Abu Abdullah Nateli,Abu Abdullah Nateli,"[Document(id=cbebf9a70685ea0e72bcf8c9f1dbbe9b7163ee26279b633446edf34314600fb3, content: ' Janssens demonstrated that Avicenna was a Sunni Hanafi. However, the 14th cenutry Shia faqih Nurull...', meta: {'name': 'Avicenna', 'source_id': '25cbb1011a29473e1dfa8d96ebe95bc8ead7393548de57e871f959624f7238f1', 'page_number': 1}, score: 0.7413625193934965)]",1.0,1.0,1.0,1.0,1.0
What was the event called that caused  Ayutthaya  to reclaim lost territories ?,the Chinese threat,Ayutthaya recovered its territories by 1770,"[Document(id=f08f17188f751088b2b76f2c1a69ffc86f340979f05ea84b4b201def163ec6f3, content: ' Its trade and secular administrative reforms built a prosperous economy for more than 80 years. Fro...', meta: {'name': 'Myanmar', 'source_id': '3d5d8c2f0b407573851f7793034e3f28664c9739d422faaf23da089d3bb275b3', 'page_number': 1}, score: 0.5241313195161235)]",1.0,0.10474255681037903,1.0,1.0,1.0
"Before the introduction of the Latin alphabet, how was Old English written?",runic system,runic system,"[Document(id=568b9944b8e99493b93780736bc40a387965c8d30cebea94a19881b28bc86012, content: ' More entered the language when the Anglo-Saxons were converted to Christianity and Latin-speaking p...', meta: {'name': 'Old_English', 'source_id': '499102fb98655495aa1290f40a7501a80d34498ace9fe691454bd3cbff83f7cd', 'page_number': 1}, score: 0.6607325652412197)]",1.0,1.000000238418579,1.0,1.0,1.0
"When groups that are antagonistic to each other form a coalition for hidden gain, it is called what?",unholy alliance,unholy alliance,"[Document(id=c54ac19342651f97c105c4825d0b82cbf05684cf1d7c4921e0d078a7212b4a21, content: ' A common type of embezzlement is that of personal use of entrusted government resources; for exampl...', meta: {'name': 'Political_corruption', 'source_id': 'e7c84fb03cb06b72c4ab51eb24218e9f2a10b95493e43d575342db0ffa3e9e1d', 'page_number': 1}, score: 0.49411751006790716)]",1.0,1.0,1.0,1.0,1.0
What made a strong economic case for investing in low carbon technologies?,Stern Review,the Stern Review,"[Document(id=83d98fb8af02ba2d35942c098935050048e1daa28d2d603b2592cee6dafe38b2, content: ' The energy sector regulator is the natural advocate for efficiency and cost-containment throughout ...', meta: {'name': 'Renewable_energy_commercialization', 'source_id': 'fa5f7904b8df5272f4f870ed401f610435c916171c87b47deed9a45e6bd594ea', 'page_number': 1}, score: 0.5205592477973444)]",1.0,0.8556329011917114,1.0,1.0,1.0
"Who introduced the Latin version of the word ""insect""?",Pliny the Elder,Pliny the Elder,"[Document(id=de63707a025645c7fcc7a26e6dd37ddd29a27cd60ff187ce487e0d07217708ee, content: '
The word ""insect"" comes from the Latin word insectum, meaning ""with a notched or divided body"", or ...', meta: {'name': 'Insect', 'source_id': 'e14215fdfb7e1394430dedb24549d773464f110b7f19b86558bc101f84126630', 'page_number': 1}, score: 0.8069591810257106)]",1.0,1.0,1.0,1.0,1.0
What was started by the Roman Catholic Church to dispense of the Cathars in Languedoc?,The Cathar Crusade,The Cathar Crusade,"[Document(id=3f50079b5ebfa4f0c771fad96712717b3bd3050f02fa3abfb19f87bc049689e1, content: ' By the 11th century, more organised groups such as the Patarini, the Dulcinians, the Waldensians an...', meta: {'name': 'Heresy', 'source_id': '8ba473262f8508a9c99699bb09cd022993896ece1fed1463a9cf4bd7eb0c3e68', 'page_number': 1}, score: 0.4953807364007933)]",1.0,1.0000001192092896,1.0,1.0,1.0
What music service is a huge competitor for Tidal?,Spotify,Spotify,"[Document(id=f0c6a5cd5408a0fc01c220e5910c03a2241fbe85099410f518592c1fb7098441, content: ' ""Creating a partnership with Beyoncé, one of the most hard-working and talented people in the world...', meta: {'name': 'Beyoncé', 'source_id': 'df5e2ca169dc6cf68bbfa81e78478ec035f276c65d7f24df15ba60a18401232b', 'page_number': 1}, score: 0.5224108713853148)]",0.0,0.9999999403953552,0.0,0.0,0.0
How much was each copper token worth?,a halfpenny,legal tender at face value,"[Document(id=c5c8d55b2c3952d9e29c10530dc199fccdd3bfb5dc897ac40dd8ff1d01e6a97f, content: ' This has to do with Alexander Hamilton's suggestion to Congress of a fixed 15:1 ratio of silver to ...', meta: {'name': 'United_States_dollar', 'source_id': '9ef37368424d1caed6a07c85856757a87fc5eb888868448328b70e21e5c46a4a', 'page_number': 1}, score: 0.44825442543903155)]",0.0,0.4468753933906555,0.0,0.0,0.0
What ships were attacked in 1852?,Glencoe and Sea Nymph,HMS Jasper,"[Document(id=399d610d5ad2cf45b4f82b2b6b4a1f496d7c04c7b5c676a8d108be1bd305ca1c, content: ' On 5 September, another French bombardment (the sixth) was followed by an assault by the French Arm...', meta: {'name': 'Crimean_War', 'source_id': '66f44772af3b4c2aebf16f2866ee8ea9e71fc3471480ed94ea0b2638c0f5b570', 'page_number': 1}, score: 0.5000244950709762)]",0.0,0.3474302887916565,0.0,0.0,0.0
What was the first fossil to display both clearly traditional reptilian characteristics?,Archaeopteryx,Archaeopteryx,"[Document(id=0815d5b0f30156ea39d24a8a15062d5e21822317a105f659f2000892f8d657c8, content: '
The consensus view in contemporary paleontology is that the flying theropods, or avialans, are the ...', meta: {'name': 'Bird', 'source_id': '76114e3e9c92caec1de2bcfd38b6f22e1b48487f665fa6392f914934a6748ae1', 'page_number': 1}, score: 0.5702787263670992)]",1.0,1.0,1.0,1.0,1.0
What are the theories that integrate molecular genetics with Darwinian evolution called?,the modern evolutionary synthesis,modern evolutionary synthesis,"[Document(id=e1b3872c9a56b024a609ebeaf211b3ea1b4799599e6935c3dd62e613f036575b, content: ' This dogma has since been shown to have exceptions, such as reverse transcription in retroviruses. ...', meta: {'name': 'Gene', 'source_id': 'aedb09488dc3b766bb8c9b41d942aeb0d62f6f6c6c92506004b72557882725cc', 'page_number': 1}, score: 0.5969093624625235)]",1.0,0.9375607371330261,1.0,1.0,1.0
At what time did Tesla get dinner?,8:10 p.m,8:10 p.m,"[Document(id=2ed21a855190ee9369cd4351878edc528d570a2136e3a2612158d6108a59491e, content: ' until 6:00 p.m. or later, with dinner from exactly 8:10 p.m., at Delmonico's restaurant and later t...', meta: {'name': 'Nikola_Tesla', 'source_id': 'ceea6a1645d15ba7fe20b687be69cd66b3781b3889ef8a0693edc64967068a28', 'page_number': 1}, score: 0.8054284554320554)]",1.0,0.9999999403953552,1.0,1.0,1.0
In what year did the French reach Alsace?,1444,1639,"[Document(id=013200ecd488f27b33849214ab1b40ff36933ae1c7d8a744711dad96ab0da2d0, content: ' The latter was able to use this tax and a dynastic marriage to his advantage to gain back full cont...', meta: {'name': 'Alsace', 'source_id': '1105499d303196fb0b7ae4d26209720b0040e63376f114d458fd77f05836cbd4', 'page_number': 1}, score: 0.6070325432940982)]",1.0,0.6075954437255859,1.0,1.0,1.0
Who was responsible for the handling of the Roman census?,two censors,censors,"[Document(id=c149e308ac4553abf8316efb49a5900ee5ff1e1eda0f20dd8b01137b5904cd33, content: ' Praetors administered civil law and commanded provincial armies. Every five years, two censors were...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.48978974934463204)]",1.0,0.8060649633407593,1.0,1.0,1.0
When was a resolution agreed to about Chinese human rights issues in San Francisco?,"April 1, 2008","April 1, 2008","[Document(id=d16248de2a5e0d9e6bbb7e85b411bf0a4143206e20471ecab73dc7158ce992b1, content: ' The cost to the city for hosting the event was reported to be USD $726,400, nearly half of which ha...', meta: {'name': '2008_Summer_Olympics_torch_relay', 'source_id': 'a45e6ea09a1ff12d8a239a682c8ef3735ae894d5ab6427b50909053bb046e8b5', 'page_number': 1}, score: 0.5365703485459956)]",1.0,1.0,1.0,1.0,1.0
Who was the last pope to be crowned?,Paul VI,Pope John Paul I,"[Document(id=18ed06b8889609136231a06d99465ac7da3164b444e51e58cace4a1e98ddebcb, content: ' He was the last pope to date to be crowned; his successor Pope John Paul I replaced the Papal Coron...', meta: {'name': 'Pope_Paul_VI', 'source_id': 'fc82a40c990c0b3840b06b32643858d39984b66d78ae950561d809dc84d6edf8', 'page_number': 1}, score: 0.5372751222409363)]",1.0,0.7952640056610107,1.0,1.0,1.0
Who handles serious medical emergencies on Norfolk Island?,the Royal Australian Air Force,Royal Australian Air Force,"[Document(id=c3327e32d8658307f8dca684bbdeb22895ca7a8d7ee8ad6ff0eba6200c5e6da2, content: ' All visitors to Norfolk Island, including Australians, are recommended to purchase travel insurance...', meta: {'name': 'Norfolk_Island', 'source_id': '8be872c9c3302a16163599d52ec60841ddff13042f8e8e2e0aa14de2c192e2ee', 'page_number': 1}, score: 0.6820248727155205)]",1.0,0.9528100490570068,1.0,1.0,1.0
Were Roman soldiers expected to purchase their own equipment?,"wealthiest citizens, who were able to purchase the best equipment",the Roman state was forced to arm its soldiers at the expense of the state,"[Document(id=3f0396346c47d3ea53931dd05016eb360d6261c1b5ab0c7a977a5bbf0df1be01, content: ' As a result, the Roman state was forced to arm its soldiers at the expense of the state, which it h...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.5248291958675437)]",1.0,0.255912184715271,1.0,1.0,1.0
Who did Nasser's group try to assassinate?,Hussein Sirri Amer,Hussein Sirri Amer,"[Document(id=9a67277c77a4ce4cd3c2095f48d3612e079b639eb7e063071b54fd0bb0e70e3f, content: ' The interrogation pushed Nasser to speed up his group's activities.
In the 1950 parliamentary elect...', meta: {'name': 'Gamal_Abdel_Nasser', 'source_id': 'b85466a1645c50ee3517e05cdea8d4daa48f1870f244255ab389ead0fa0e44ed', 'page_number': 1}, score: 0.6046152857550448)]",1.0,1.0000001192092896,1.0,1.0,1.0
What was AJ Ayer an important member of?,Logical empiricism,Basketball,"[Document(id=d7f6f0383459fe08c23a94fb73e1f2386715e112d5e554aee39542da48c23478, content: ' With the university having high profile sports teams itself, a number of alumni went on to become i...', meta: {'name': 'University_of_Notre_Dame', 'source_id': '4d72b1adc03b693b389a144097b6ebc1668cfbaef6fa42bbc023428ed14a60d9', 'page_number': 1}, score: 0.3389550585749015)]",0.0,0.12688907980918884,0.0,0.0,0.0
In which year was a settlement reached regarding GE's pollution of the Housatonic River?,1999,1999,"[Document(id=6c8a4bf97575a50cf435a385d35038780603d1e0468298d1d46906e5d6f5565e, content: ' Its main offices are located at 30 Rockefeller Plaza at Rockefeller Center in New York City, known ...', meta: {'name': 'General_Electric', 'source_id': '26d4044eb2d79191635af69e57c262af8041a70871e60e989128c458529f04cc', 'page_number': 1}, score: 0.4865949646927139)]",1.0,1.0000001192092896,1.0,1.0,1.0
