questions,true_answers,predicted_answers,retrieved_docs,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
Who should be able to challenge administrative orders in court?,individuals,individuals,"[Document(id=8a0f220e6df4e50504002c6ad6312d289ff774c9c753db65e80fb1022f521be2, content: ' Dicey's: “no man is punishable or can be lawfully made to suffer in body or goods except for a dist...', meta: {'name': 'Rule_of_law', 'source_id': '58b9477525cf8e214cd9a236fe22cc9bfe5e78fda6e2b41433bdb3e30f99d3d2', 'page_number': 1}, score: 0.5930262907390398)]",1.0,1.0,1.0,1.0,1.0
The Slavs were under what name in the early 6th century?,the Antes and the Sclaveni,the Antes and the Sclaveni,"[Document(id=198e2ff2b18d1e11637616cacf59f7db2e62fac307b8d4669b7694d128532573, content: ' The Old East Slavic Slavuta for the Dnieper River was argued by Henrich Bartek (1907–1986) to be de...', meta: {'name': 'Slavs', 'source_id': 'a55731ff3cd03d8fe34d4e646dbfcdc2088f01190e5110c9ff0baf4e4b486847', 'page_number': 1}, score: 0.5947934206180892)]",1.0,1.0000001192092896,1.0,1.0,1.0
How are the results simplified when using the SASO?,"into four summaries that look specifically at responses that correspond to either homosexuality, heterosexuality, bisexuality or asexuality.",four summaries,"[Document(id=6d55c2f18c45503d524329d23b6d3edb48694f77be7d85064dd10de2b4e6fd9a, content: ' Despite seven categories being able to provide a more accurate description of sexual orientation th...', meta: {'name': 'Sexual_orientation', 'source_id': 'f94279650936a403aa3d2b43ab1ad42b1fd14d05455aa86fbcda6cda978ffe5c', 'page_number': 1}, score: 0.38699930943871186)]",1.0,0.5629022717475891,1.0,1.0,1.0
What socioeconomic class used the Florentine Tuscan language in Dante's time?,upper class,the family or a village priest,"[Document(id=1ac361381724706acf7a12f934a8f6a399e50f7b7857405e6b825fba7c4f2236, content: ' Other countries codified their laws; legal codes were promulgated in Castile, Poland, and Lithuania...', meta: {'name': 'Middle_Ages', 'source_id': 'f13b345e20c54b6cc55363080d7492474df62715717172aa9f1029f286010ad9', 'page_number': 1}, score: 0.527310784861083)]",0.0,0.20006507635116577,0.0,0.0,0.0
"In addition to ammo proposals, what other need was articulated?",The need for some form of tracer or smoke trail,smaller-calibre ordnance,"[Document(id=a376f05e7a6d61c6348c9a2d82a6646f62cd3d7afbcdeec823b97dcb5aa92bf2, content: ' Their needs could cogently be met with smaller-calibre ordnance beyond using the usual singly-mount...', meta: {'name': 'Anti-aircraft_warfare', 'source_id': 'c54639424f62ce369356ed8c4e1e9fab8769359dd28029aa89832f5aa994f45d', 'page_number': 1}, score: 0.40298211471750184)]",1.0,0.10714080184698105,1.0,1.0,1.0
What is that power that enables us to love?,Prevenient grace,mercy of God and His care for His creation,"[Document(id=ab06859e83076577bc2a04088a7525ddee1f44dedfa9ffcf46872843c8c86632, content: ' They neither expected nor sought the appearance of the stigmata or any other physical manifestation...', meta: {'name': 'Dominican_Order', 'source_id': 'f55ba4e5b37c737e23256c74229a0bf3a5c697b70e171c6ce20c437d900b023e', 'page_number': 1}, score: 0.354906414247829)]",0.0,0.4893345832824707,0.0,0.0,0.0
"Who was assassinated on September 22, 189 AD?",He Jin,Caesar,"[Document(id=dd09780a89c3259aae7f10ab2070b88e3687ba1267d0d7b037e76509ccd66648, content: ' Thus, the assemblies became powerless and were unable to oppose him.
Caesar was assassinated on Mar...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.4209174078831871)]",0.0,0.2528122663497925,0.0,0.0,0.0
How did Gaddafi change the legal system?,he introduced sharia as the basis for the legal system,sharia,"[Document(id=4d48682f805f7a385767a5c2825f3fc2119d2b698a7fc9592571f5590731bae6, content: 'Muammar Muhammad Abu Minyar al-Gaddafi (Arabic: معمر محمد أبو منيار القذافي‎ Arabic pronunciation: [...', meta: {'name': 'Muammar_Gaddafi', 'source_id': '8152b4f6f236e7f6841b777d688aa105c66dbcee3fe926720311ce23eed0a380', 'page_number': 1}, score: 0.5289569940133785)]",1.0,0.6216318011283875,1.0,1.0,1.0
What name was it assumed Elizabeth would take upon her marriage to Philip?,"Mountbatten,",House of Mountbatten,"[Document(id=e315f255311d7dc4c756937a51f6602a99f1b8e3b0a145306a3d8c41c258bc57, content: ' She was educated privately at home. Her father acceded to the throne on the abdication of his broth...', meta: {'name': 'Elizabeth_II', 'source_id': '701ad172dfcc8791d990bf596fe61055a5548b2e1847cd32a5d9c011ed8a1ed8', 'page_number': 1}, score: 0.5852761260940276)]",1.0,0.7063884735107422,1.0,1.0,1.0
What was the attack on the British weakness?,Battle of Fort Bull,UN intervention and US pressure forced Britain into a humiliating withdrawal of its forces,"[Document(id=542ad1aa0db336cf87e62cb8bfc961fa673941a90d497289bb4bdd2686c79d00, content: ' Another of Eisenhower's concerns was the possibility of a wider war with the Soviet Union after it ...', meta: {'name': 'British_Empire', 'source_id': '8f673e96ef153333a8fc1d3855be60f5be1829316ed1fcb58dd8590fdb083946', 'page_number': 1}, score: 0.5022001357807013)]",0.0,0.13994494080543518,0.0,0.0,0.0
How much of South Tucson is Native American?,10%,2.7%,"[Document(id=95e1463ec5cbd41e6746a2396eee9d7fb5ba52847c057866e7e7fd5a7f376d91, content: ' The racial makeup of the city was 69.7% White (down from 94.8% in 1970), 5.0% Black or African-Amer...', meta: {'name': 'Tucson,_Arizona', 'source_id': '1cd8368afbbb7156e4d37c16c9795a1cf7209fbd0036331b6759337ae62d7224', 'page_number': 1}, score: 0.5245243631758744)]",1.0,0.6450710296630859,1.0,1.0,1.0
Whose theory claimed that species were unchanging and designed by God?,John Ray,John Ray,"[Document(id=9a450124afc12f193f72ae1f8310b72ada7cbbf8f34bbd71f66eb32b0f47efbc, content: ' With the development of the modern evolutionary synthesis in the 1930s and 1940s, Darwin's concept ...', meta: {'name': 'On_the_Origin_of_Species', 'source_id': 'adac4711b7d224abae00474e53083755e6a0b31beb5aef768574d738fabcf0e6', 'page_number': 1}, score: 0.6164412846430873)]",1.0,1.000000238418579,1.0,1.0,1.0
Who can restore a database that has been corrupted?,database administrator,a database administrator,"[Document(id=a3a5fb3ed16579bb6ea58603baf5e6a8ca709ead98470e3f1da0f97c43462650, content: ' When this state is needed, i.e., when it is decided by a database administrator to bring the databa...', meta: {'name': 'Database', 'source_id': '98b09743ece9be42ad021f0dc6ffab08c322e7eeace6aae0b98b4bbf67224bd3', 'page_number': 1}, score: 0.34742409259180107)]",1.0,0.9447140693664551,1.0,1.0,1.0
What unpopular philosopher's text did Avicenna learn from?,Abu Abdullah Nateli,Aristotle,"[Document(id=95bf4d41e9b5638e0c3ed64ddc4819df9e92a84aa145fcb6891ada977e4a1739, content: ' Avicenna discussed the issue of a proper methodology for scientific inquiry and the question of ""Ho...', meta: {'name': 'Avicenna', 'source_id': '25cbb1011a29473e1dfa8d96ebe95bc8ead7393548de57e871f959624f7238f1', 'page_number': 1}, score: 0.5492992507068948)]",1.0,0.2543175518512726,1.0,1.0,1.0
What was the event called that caused  Ayutthaya  to reclaim lost territories ?,the Chinese threat,Ayutthaya recovered its territories by 1770,"[Document(id=391f8278a6d664b0fda2a91e05a75fcb178e560aca2778cf3383f74470691074, content: ' Its trade and secular administrative reforms built a prosperous economy for more than 80 years. Fro...', meta: {'name': 'Myanmar', 'source_id': '3d5d8c2f0b407573851f7793034e3f28664c9739d422faaf23da089d3bb275b3', 'page_number': 1}, score: 0.562789144621481)]",1.0,0.07690561562776566,1.0,1.0,1.0
"Before the introduction of the Latin alphabet, how was Old English written?",runic system,Roman cursive,"[Document(id=9b07ee8006e937b1f3fc72c78c329158c8ab48962e9e1ef4c8d375c50cf7a30b, content: ' Scripts using two separate cases are also called bicameral scripts. Many other writing systems make...', meta: {'name': 'Letter_case', 'source_id': 'f24785f407e55c52408fa13b0c7fd7fc6529cb973898992f6e98d5d28ea82d5a', 'page_number': 1}, score: 0.5399797841084327)]",0.0,0.06087443605065346,0.0,0.0,0.0
"When groups that are antagonistic to each other form a coalition for hidden gain, it is called what?",unholy alliance,unholy alliance,"[Document(id=b281d8f2fa5c72bf9176af2f66fbd72725ba99c1c3e8e2e12044e694c6ee3bbe, content: ' This sum itself may be all or a portion of the difference between the actual (inflated) payment to ...', meta: {'name': 'Political_corruption', 'source_id': 'e7c84fb03cb06b72c4ab51eb24218e9f2a10b95493e43d575342db0ffa3e9e1d', 'page_number': 1}, score: 0.5025447478163751)]",1.0,1.0,1.0,1.0,1.0
What made a strong economic case for investing in low carbon technologies?,Stern Review,International Solar Energy Society,"[Document(id=c793eed6f7e60651d2a76fcaf9711f0a39fe3f3343f81bd4df136c41ff320e80, content: '
Lester Brown has argued that ""a world facing the prospect of economically disruptive climate change...', meta: {'name': 'Renewable_energy_commercialization', 'source_id': 'fa5f7904b8df5272f4f870ed401f610435c916171c87b47deed9a45e6bd594ea', 'page_number': 1}, score: 0.4503806030703587)]",1.0,0.06405393034219742,1.0,1.0,1.0
"Who introduced the Latin version of the word ""insect""?",Pliny the Elder,Pliny the Elder,"[Document(id=d4ddb3955cf6ff9d6bed687f54220f695fef0951972c64309938d9cf7670f6ba, content: '
The word ""insect"" comes from the Latin word insectum, meaning ""with a notched or divided body"", or ...', meta: {'name': 'Insect', 'source_id': 'e14215fdfb7e1394430dedb24549d773464f110b7f19b86558bc101f84126630', 'page_number': 1}, score: 0.7250091339820998)]",1.0,0.9999998807907104,1.0,1.0,1.0
What was started by the Roman Catholic Church to dispense of the Cathars in Languedoc?,The Cathar Crusade,1893,"[Document(id=a7c55da50ca7f4964477eed8dc6fabc1c1878861bbc6edc9facb24308d77a9f2, content: ' It is at the École Biblique that the famed Jerusalem Bible (both editions) was prepared.
Doctrinal ...', meta: {'name': 'Dominican_Order', 'source_id': 'f55ba4e5b37c737e23256c74229a0bf3a5c697b70e171c6ce20c437d900b023e', 'page_number': 1}, score: 0.4189815124537153)]",0.0,0.1781020313501358,0.0,0.0,0.0
What music service is a huge competitor for Tidal?,Spotify,Spotify,"[Document(id=dccc646845ca49e7358315767a80e7f3cbcc38b5a971e1af1ab775ad80542dee, content: ' Contemporary critics have noted the consistent minimalistic aesthetic exhibited throughout DONDA cr...', meta: {'name': 'Kanye_West', 'source_id': '4693bb2ae0f5b7c5ed3788607bba35813f42eada13da446f4c397c0715d2dc91', 'page_number': 1}, score: 0.5964939320176397)]",1.0,1.0,1.0,1.0,1.0
How much was each copper token worth?,a halfpenny,"15,000 t","[Document(id=98b439fa147a97e5eae30c05b00e8ced8af2688f70d603a4a19bd0acee1fb227, content: ' Electroplating commonly uses copper as a base for other metals such as nickel.
Copper has been in u...', meta: {'name': 'Copper', 'source_id': 'de5c60a665b93f9b358be412d53a37ca43d90005e3ec9a553ac38a38f076fadc', 'page_number': 1}, score: 0.4860156794563682)]",0.0,0.08125006407499313,0.0,0.0,0.0
What ships were attacked in 1852?,Glencoe and Sea Nymph,Glencoe and Sea Nymph,"[Document(id=c450c10c9cc7ec2362a5a8c23142549f03d77146379f9bb96ab788f8c91887e3, content: ' One year later, the American schooner Dolphin arrived and picked up two boys, the last survivors of...', meta: {'name': 'Marshall_Islands', 'source_id': '762a4f6095de127ded5441c7a17d1c9c38f731ac9cb1ffe8de30af6573be7edf', 'page_number': 1}, score: 0.5428866259942204)]",1.0,1.0,1.0,1.0,1.0
What was the first fossil to display both clearly traditional reptilian characteristics?,Archaeopteryx,Tikitherium,"[Document(id=e46342d518bff02018f8d43556b540641d63dba71e0bc814f0993e18d70b0dba, content: '
The early synapsid mammalian ancestors were sphenacodont pelycosaurs, a group that produced the non...', meta: {'name': 'Mammal', 'source_id': 'ce12abe98969c8fca9c93088950b36e820ec47c4c63f339bc203185f79f0242d', 'page_number': 1}, score: 0.5665906290089553)]",0.0,0.29620876908302307,0.0,0.0,0.0
What are the theories that integrate molecular genetics with Darwinian evolution called?,the modern evolutionary synthesis,modern evolutionary synthesis,"[Document(id=7ff269861e7df34fcebf71c4907ef4694447d099e228c45550f4e2387812c2fd, content: ' This dogma has since been shown to have exceptions, such as reverse transcription in retroviruses. ...', meta: {'name': 'Gene', 'source_id': 'aedb09488dc3b766bb8c9b41d942aeb0d62f6f6c6c92506004b72557882725cc', 'page_number': 1}, score: 0.5467572858377108)]",1.0,0.9789240956306458,1.0,1.0,1.0
At what time did Tesla get dinner?,8:10 p.m,"8:10 p.m., at Delmonico's restaurant and later the Waldorf-Astoria Hotel. Tesla would telephone his dinner order to the headwaiter, who also could be the only one to serve him. ""The meal was required to be ready at eight o'clock","[Document(id=bf93e5ca5e1091757426fa6d168a7b90f8c1d9dad833880ffcb9b06d8ad2b0f7, content: ' There are a minimum of 278 patents issued to Tesla in 26 countries that have been accounted for. Ma...', meta: {'name': 'Nikola_Tesla', 'source_id': 'ceea6a1645d15ba7fe20b687be69cd66b3781b3889ef8a0693edc64967068a28', 'page_number': 1}, score: 0.6614342019294968)]",1.0,0.3650366961956024,1.0,1.0,1.0
In what year did the French reach Alsace?,1444,1444,"[Document(id=f693c6f2598c5f0324deafec242b67b3598e0051d9b177df27f75a4c46de16d7, content: '
Holy Roman Empire central power had begun to decline following years of imperial adventures in Ital...', meta: {'name': 'Alsace', 'source_id': '1105499d303196fb0b7ae4d26209720b0040e63376f114d458fd77f05836cbd4', 'page_number': 1}, score: 0.6132608572607257)]",1.0,0.9999998807907104,1.0,1.0,1.0
Who was responsible for the handling of the Roman census?,two censors,two censors,"[Document(id=ce88f4b2acc2cd7986f0b63373b8505a79a6c1ae6aa86d23bd2b76d546f82d61, content: ' Consuls had supreme power in both civil and military matters. While in the city of Rome, the consul...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.5303996384286787)]",1.0,0.9999998807907104,1.0,1.0,1.0
When was a resolution agreed to about Chinese human rights issues in San Francisco?,"April 1, 2008","April 1, 2008","[Document(id=1e41339b2f87d6ffb45a6e6882ca2d5cec93b2ada663205b1745d23021ff3c6d, content: ' The planned closing ceremony at Justin Herman Plaza was cancelled and instead, a ceremony was held ...', meta: {'name': '2008_Summer_Olympics_torch_relay', 'source_id': 'a45e6ea09a1ff12d8a239a682c8ef3735ae894d5ab6427b50909053bb046e8b5', 'page_number': 1}, score: 0.45183706257798184)]",1.0,1.0,1.0,1.0,1.0
Who was the last pope to be crowned?,Paul VI,John XXIII,"[Document(id=91c9241e5089d7599cdf7e8e77417dd04317346da71a346d843fc01cf571885f, content: ' After the long pontificate of Pope Pius XII, the cardinals chose a man who – it was presumed becaus...', meta: {'name': 'Pope_John_XXIII', 'source_id': '21b200b333306d54410b53cfd12e123951dabfc1f534196e5309132d00e8184d', 'page_number': 1}, score: 0.5341809700581116)]",0.0,0.4223441183567047,0.0,0.0,0.0
Who handles serious medical emergencies on Norfolk Island?,the Royal Australian Air Force,Royal Australian Air Force,"[Document(id=61583a75fdba243f6a812f3bf73c41e686e4f8374db81e4dd5f1a4d5a4430336, content: '
Non-Australian citizens who are Australian permanent residents should be aware that during their st...', meta: {'name': 'Norfolk_Island', 'source_id': '8be872c9c3302a16163599d52ec60841ddff13042f8e8e2e0aa14de2c192e2ee', 'page_number': 1}, score: 0.6661485563876728)]",1.0,0.9866578578948975,1.0,1.0,1.0
Were Roman soldiers expected to purchase their own equipment?,"wealthiest citizens, who were able to purchase the best equipment",Rome was forced to effectively ignore its long-standing principle that its soldiers must be both citizens and property owners,"[Document(id=e9b65cb0ed0d083f9f18e9d8a272362d48c238c27f4ed0b8150f2dec64d25a52, content: ' In the 4th century BC, the Romans abandoned the phalanx in favour of the more flexible manipular fo...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.47970363136972916)]",1.0,0.11697272956371307,1.0,1.0,1.0
Who did Nasser's group try to assassinate?,Hussein Sirri Amer,Nuri al-Said,"[Document(id=c355e0f20036a60ada1e4711a62b4d11adebf07dce76a808203fdd588cc1168e, content: '"" Nasser ordered a crackdown against Syrian communists, dismissing many of them from their governmen...', meta: {'name': 'Gamal_Abdel_Nasser', 'source_id': 'b85466a1645c50ee3517e05cdea8d4daa48f1870f244255ab389ead0fa0e44ed', 'page_number': 1}, score: 0.5839372061580861)]",1.0,0.3125278949737549,1.0,1.0,1.0
What was AJ Ayer an important member of?,Logical empiricism,his clan,"[Document(id=2d32fb9800c9d78fd442f6428cf6f5fb797d26f09a98fe2e6bd0bbee11ab4e6e, content: ' Uthman placed some of the trusted members of his clan at prominent and strong positions throughout ...', meta: {'name': 'Umayyad_Caliphate', 'source_id': '704c4038f63f9c5a686218060cb31639c0333dda34e87e804be75e5fec05ec53', 'page_number': 1}, score: 0.36949795109946626)]",0.0,0.07835237681865692,0.0,0.0,0.0
