questions,true_answers,predicted_answers,retrieved_docs,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
What seeks to limit the use of polysyllabic characters?,CPC,lack septa,"[Document(id=e17b1a29df1c9f5c2187144a80272f17ecd053e6e3aedeaf8ab5cebd902b391d, content: ' Many polychaetes have a muscular pharynx that can be everted (turned inside out to extend it). In t...', meta: {'name': 'Annelid', 'source_id': '4d1835976d6f8a3a104eed564c45fb20b1a080365dcb082f33afd480371401ed', 'page_number': 1}, score: 67.46384235035063)]",0.0,0.09892848879098892,0.0,0.0,0.0
In what courts can federal habeas corpus suits be brought?,federal,State and Federal Circuit,"[Document(id=0df047c0c9a537856c65dd1b8a83167b8bf321c913462f93d87acc192d8b2dc9, content: ' It is both the constitutional court and the court of last resort in Brazilian law. It only reviews ...', meta: {'name': 'Supreme_court', 'source_id': 'af99711cf0b2a1212f0d8426a2b67dff359c1025c5a49019ddbd0e35af38f770', 'page_number': 1}, score: 103.06015374852305)]",0.0,0.6240383386611938,0.0,0.0,0.0
What did Whitehead consider himself as a philosopher? ,rank amateur,the greatest philosopher of the 20th century,"[Document(id=1d3a969acd3216f34aa4ec29de6ec4a5e5e388d98de9d5586f2e04f27773f302, content: ' In English-speaking countries, his primary works are little-studied outside of Claremont and a sele...', meta: {'name': 'Alfred_North_Whitehead', 'source_id': '8117b81ebe7588c941510f73f8227e3b220b56755171cb0418fdd752bb385bda', 'page_number': 1}, score: 206.62669174733202)]",1.0,0.07779727876186371,1.0,1.0,1.0
What condition does a person have to meet to  be allowed by law on a coin?,deceased,worshipping God in the manner and season most agreeable to the dictates of his own conscience,"[Document(id=0e1d4f1d8d4e3533adb041cb5f1b6a2a3c5856cee62abc76e787c6878ad0d6b9, content: ' Similarly, the Constitution of Massachusetts originally provided that ""no subject shall be hurt, mo...', meta: {'name': 'Separation_of_church_and_state_in_the_United_States', 'source_id': '9e181b8958f59a2f5a36329a7f787f416428f691cac0094c165c53403bedaabf', 'page_number': 1}, score: 91.80492411481453)]",0.0,0.10118141770362854,0.0,0.0,0.0
Which region of the US experiences rain year round?,Pacific Northwest,Southwest,"[Document(id=994f169f938f2ae6c5b72207e8f053085554aee5e18da6a0e4c89bdb0a7fb708, content: ' The Southwest has the worst droughts; one is thought to have lasted over 500 years and to have hurt...', meta: {'name': 'Geography_of_the_United_States', 'source_id': '6eef5e1e8e3a1d489b23e0304d3cc9472b84a44871b2fd5ecfc8ab3f12e8ccf0', 'page_number': 1}, score: 179.13218864040363)]",1.0,0.6455833315849304,1.0,1.0,1.0
What is the ability to recognize and adapt to new specific pathogens called?,Adaptive (or acquired) immunity,Antigen specificity,"[Document(id=8e364a66a416e7184c815546c99f2af87e1565f3c1094415321a6192f360b407, content: ' The adaptive immune response is antigen-specific and requires the recognition of specific ""non-self...', meta: {'name': 'Immune_system', 'source_id': 'fcb8c5092b2596a66d4f96587d653cbabda606874d86632c35ec40ef8f023051', 'page_number': 1}, score: 157.71412992185162)]",1.0,0.2857634425163269,1.0,1.0,1.0
Who allegedly hit a home run to the Center?,Babe Ruth,Babe Ruth,"[Document(id=2abfa717cced74cfc35f5836efd511c9dcad606c2013e9cf62940c0910458753, content: ' Because of the tie the Giants and Cubs ended up tied for first place. The Giants lost the ensuing o...', meta: {'name': 'Chicago_Cubs', 'source_id': '10bd5330115a2fe2b9ef60d21abe3942769709161783409af0c4444ccac129c3', 'page_number': 1}, score: 149.42361214417218)]",1.0,1.0,1.0,1.0,1.0
Which type of graduate from Imperial earned the second highest average starting salary after graduation?,Computing graduates,undergraduate,"[Document(id=8c2436b77a6c1726e2314124b2ca86e8eecc9e0f4e28a3c3eeeb8bb9925556f1, content: ' According to payscale.com, undergraduate alumni of University of Notre Dame have a mid-career media...', meta: {'name': 'University_of_Notre_Dame', 'source_id': '4d72b1adc03b693b389a144097b6ebc1668cfbaef6fa42bbc023428ed14a60d9', 'page_number': 1}, score: 163.89933007475037)]",0.0,0.2480124831199646,0.0,0.0,0.0
In what year did Eisenhower propose his second civil rights act?,1960,1942,"[Document(id=dac723a43b39bdbec9d480c31d16576f349280e2468cd1ace681a22042059770, content: ' Marshall, who spotted talent and promoted accordingly.
At the end of May 1942, Eisenhower accompani...', meta: {'name': 'Dwight_D._Eisenhower', 'source_id': '859016dbddc09f1f2a8921e109d7fed820d1b8f064a73fa80275cba10849cb55', 'page_number': 1}, score: 170.7410237583216)]",1.0,0.5387994050979614,1.0,1.0,1.0
What is the current height limitation in Paris in central areas?,50 m,50 m (160 ft),"[Document(id=d89cdeedbc8441f4e2c52a3575e8c530fcce225561404b37c7cdd108d1cc549f, content: ' Modern Paris owes much to its late 19th century Second Empire remodelling by the Baron Haussmann: m...', meta: {'name': 'Paris', 'source_id': '52b8f3ebbfb9baf9226768b89151b597c215bb08f28021147d2d798f707976c9', 'page_number': 1}, score: 160.35950445198006)]",1.0,0.7246970534324646,1.0,1.0,1.0
Income level was found to have a signification correlation to which outcome in the study?,nutrition literacy,lower levels of growth,"[Document(id=e62fe349ee4e73a3572e9f63b19d92af4d05f2e4ba5ba37814049ed91dfeb15b, content: '""
In 1993, Galor and Zeira showed that inequality in the presence of credit market imperfections has...', meta: {'name': 'Economic_inequality', 'source_id': '648ff32b8c146c974b23e115e3a61420b1cdbea9de1f5bf38442ce4c1d9caa42', 'page_number': 1}, score: 91.58925425640356)]",0.0,0.08601036667823792,0.0,0.0,0.0
How much did Viacom want in damages in their lawsuit against youtube?,$1 billion,$1 billion,"[Document(id=720eb3795a623e31335108bcc29a4b774e33272bb625d5968983846dd3b35f68, content: ' Three successful complaints for copyright infringement against a user account will result in the ac...', meta: {'name': 'YouTube', 'source_id': '4d18798daeceb997a6dcb04b575dbbdad768671ca9202116370611d944d510be', 'page_number': 1}, score: 170.60211135792204)]",1.0,0.9999998807907104,1.0,1.0,1.0
Who should be able to challenge administrative orders in court?,individuals,individuals,"[Document(id=cf59c0f0619e715b979051e0a84530bf73463713fa11f2961866d233ac2537f5, content: ' Dicey's: “no man is punishable or can be lawfully made to suffer in body or goods except for a dist...', meta: {'name': 'Rule_of_law', 'source_id': '58b9477525cf8e214cd9a236fe22cc9bfe5e78fda6e2b41433bdb3e30f99d3d2', 'page_number': 1}, score: 146.15927986962998)]",1.0,1.0000001192092896,1.0,1.0,1.0
The Slavs were under what name in the early 6th century?,the Antes and the Sclaveni,the Antes and the Sclaveni,"[Document(id=47d265d7c6c10ca0d6f93b7f8d3f5cc58da5eeb0104c993e0a00be57db28de17, content: ' The Old East Slavic Slavuta for the Dnieper River was argued by Henrich Bartek (1907–1986) to be de...', meta: {'name': 'Slavs', 'source_id': 'a55731ff3cd03d8fe34d4e646dbfcdc2088f01190e5110c9ff0baf4e4b486847', 'page_number': 1}, score: 196.2818777933153)]",1.0,1.0000001192092896,1.0,1.0,1.0
How are the results simplified when using the SASO?,"into four summaries that look specifically at responses that correspond to either homosexuality, heterosexuality, bisexuality or asexuality.","measures sexual orientation on a continuum, considers various dimensions of sexual orientation, and considers homosexuality and heterosexuality separately","[Document(id=0c139e3611be6bea0c99d8a10050e9e4d2d795b04b887593d7d757b669491756, content: ' The classification scheme works such that individuals in the same category show the same balance be...', meta: {'name': 'Sexual_orientation', 'source_id': 'f94279650936a403aa3d2b43ab1ad42b1fd14d05455aa86fbcda6cda978ffe5c', 'page_number': 1}, score: 91.46228830594487)]",1.0,0.4782726764678955,1.0,1.0,1.0
What socioeconomic class used the Florentine Tuscan language in Dante's time?,upper class,quadrivium of the liberal arts,"[Document(id=f362bdcfde3970c1965d3564d5709917d4463c295e291066153a18e0ddc2456d, content: ' Together the three poets established the Tuscan dialect as the norm for the modern Italian language...', meta: {'name': 'Late_Middle_Ages', 'source_id': 'fb62f16f8c6599f7200add017bece6e2ea916520e544af1dd94713410c254ce9', 'page_number': 1}, score: 172.48469574466233)]",0.0,0.20520564913749695,0.0,0.0,0.0
"In addition to ammo proposals, what other need was articulated?",The need for some form of tracer or smoke trail,explode in the air,"[Document(id=13415c0e7fbf3c69960bcf9d57e74c7913c152de1b86f5d5e8fbe6b19f466b41, content: ' These batteries, particularly with guns, usually deploy in a small area, although batteries may be ...', meta: {'name': 'Anti-aircraft_warfare', 'source_id': 'c54639424f62ce369356ed8c4e1e9fab8769359dd28029aa89832f5aa994f45d', 'page_number': 1}, score: 80.56317196877986)]",1.0,-0.06186457350850105,1.0,1.0,1.0
What is that power that enables us to love?,Prevenient grace,Emotions,"[Document(id=5a260e08d6f4027a44c44e45bb3870f94a28beee3a72e7855a8dfe7efe426909, content: ' The theory proposed by Nico Frijda where appraisal leads to action tendencies is another example.
E...', meta: {'name': 'Emotion', 'source_id': 'd8cc93a545b4114ba331de59898315369d2946cc279a22b3d9fd171f89c8221b', 'page_number': 1}, score: 106.10330318103026)]",0.0,0.11000385880470276,0.0,0.0,0.0
"Who was assassinated on September 22, 189 AD?",He Jin,He Jin,"[Document(id=6b20ebc1df3c4a4239954b87829f542f45ce58307a74b92a5c1a806a2183d971, content: ' When the eunuchs discovered this, however, they had her brother He Miao (何苗) rescind the order. The...', meta: {'name': 'Han_dynasty', 'source_id': '060d95b91f9c20e5c8cd8b8a032ab44aac38ab88ce62d3c302bea0865f533568', 'page_number': 1}, score: 167.52952159485534)]",1.0,1.0000001192092896,1.0,1.0,1.0
How did Gaddafi change the legal system?,he introduced sharia as the basis for the legal system,sharia,"[Document(id=f0f866d3b3b357cebd62bef6998e3e11e90a372e00343c3d189939c7eb20be2e, content: '
In May 1970, the Revolutionary Intellectuals Seminar was held to bring intellectuals in line with t...', meta: {'name': 'Muammar_Gaddafi', 'source_id': '8152b4f6f236e7f6841b777d688aa105c66dbcee3fe926720311ce23eed0a380', 'page_number': 1}, score: 201.4704913998913)]",1.0,0.5289127230644226,1.0,1.0,1.0
What name was it assumed Elizabeth would take upon her marriage to Philip?,"Mountbatten,",heir presumptive,"[Document(id=d84cede505487aab2b7f8ca81ca6dc2ec7e647562d9fcef338a4a7bc8b2c2e2b, content: ' She was educated privately at home. Her father acceded to the throne on the abdication of his broth...', meta: {'name': 'Elizabeth_II', 'source_id': '701ad172dfcc8791d990bf596fe61055a5548b2e1847cd32a5d9c011ed8a1ed8', 'page_number': 1}, score: 217.49870495818075)]",1.0,0.22167840600013733,1.0,1.0,1.0
What was the attack on the British weakness?,Battle of Fort Bull,the Suez Crisis,"[Document(id=c73fb457c593e6b61bbba02396af010402dc804eeec63f77c635431e6550ce06, content: ' Margaret Thatcher later described the mindset she believed had befallen the British political estab...', meta: {'name': 'British_Empire', 'source_id': '8f673e96ef153333a8fc1d3855be60f5be1829316ed1fcb58dd8590fdb083946', 'page_number': 1}, score: 147.34963896569508)]",0.0,0.08610106259584427,0.0,0.0,0.0
How much of South Tucson is Native American?,10%,10%,"[Document(id=19e07536fc4d6a422f717376ebb5c165dc66d2b84c2b4069db4dbb4757a892d6, content: ' It was first incorporated in 1936, and later reincorporated in 1940. The population consists of abo...', meta: {'name': 'Tucson,_Arizona', 'source_id': '1cd8368afbbb7156e4d37c16c9795a1cf7209fbd0036331b6759337ae62d7224', 'page_number': 1}, score: 186.13951045499653)]",1.0,0.9999998807907104,1.0,1.0,1.0
Whose theory claimed that species were unchanging and designed by God?,John Ray,William Paley,"[Document(id=1de1b94fbb49d9d6bbc2cdcf71ef4f81cd3ec13b95fe79865c57979200ac9095, content: ' Lamarck thought there was an inherent progressive tendency driving organisms continuously towards g...', meta: {'name': 'On_the_Origin_of_Species', 'source_id': 'adac4711b7d224abae00474e53083755e6a0b31beb5aef768574d738fabcf0e6', 'page_number': 1}, score: 168.5436908396954)]",1.0,0.23203226923942566,1.0,1.0,1.0
Who can restore a database that has been corrupted?,database administrator,dedicated backup files,"[Document(id=d62f58c8737fe86268de0ebf0cb0ef4eae1f9ba5f33735f7cadb2e83beb9e377, content: 'g., cases when the database is found corrupted due to a software error, or if it has been updated wi...', meta: {'name': 'Database', 'source_id': '98b09743ece9be42ad021f0dc6ffab08c322e7eeace6aae0b98b4bbf67224bd3', 'page_number': 1}, score: 93.70196948277217)]",1.0,0.32296431064605713,1.0,1.0,1.0
What unpopular philosopher's text did Avicenna learn from?,Abu Abdullah Nateli,Abu Abdullah Nateli,"[Document(id=a3a017724e8f025ada3a4a92e98993ec44b17e0941134ce7e52db3191cd3ea08, content: ' He learned Indian arithmetic from an Indian greengrocer,ءMahmoud Massahi and he began to learn more...', meta: {'name': 'Avicenna', 'source_id': '25cbb1011a29473e1dfa8d96ebe95bc8ead7393548de57e871f959624f7238f1', 'page_number': 1}, score: 186.57760345482487)]",1.0,1.0000001192092896,1.0,1.0,1.0
What was the event called that caused  Ayutthaya  to reclaim lost territories ?,the Chinese threat,Ayutthaya seized Tenasserim and Lan Na,"[Document(id=ca6db29fb81cf6a69632107c67ace9bdd1fdd8f61142978a0684c6cd6f540122, content: ' Ayutthaya seized Tenasserim and Lan Na, and Portuguese mercenaries established Portuguese rule at T...', meta: {'name': 'Myanmar', 'source_id': '3d5d8c2f0b407573851f7793034e3f28664c9739d422faaf23da089d3bb275b3', 'page_number': 1}, score: 154.99059803938104)]",1.0,0.2441307157278061,1.0,1.0,1.0
"Before the introduction of the Latin alphabet, how was Old English written?",runic system,Ingvaeonic (also known as North Sea Germanic) dialects,"[Document(id=9a27238fee0d389c0990690f0201315187259a5da5733ce27ff271c3f814b67a, content: '
Old English is a West Germanic language, developing out of Ingvaeonic (also known as North Sea Germ...', meta: {'name': 'Old_English', 'source_id': '499102fb98655495aa1290f40a7501a80d34498ace9fe691454bd3cbff83f7cd', 'page_number': 1}, score: 144.57941959616778)]",1.0,0.18400278687477112,1.0,1.0,1.0
"When groups that are antagonistic to each other form a coalition for hidden gain, it is called what?",unholy alliance,nepotism,"[Document(id=0322cf28631ab8410c95bc8f80e0b42570297570bd2142703fd186cc1e1e7f6a, content: ' A similar problem can also be seen in Eastern Europe, for example in Romania, where the government ...', meta: {'name': 'Political_corruption', 'source_id': 'e7c84fb03cb06b72c4ab51eb24218e9f2a10b95493e43d575342db0ffa3e9e1d', 'page_number': 1}, score: 115.05848969499738)]",1.0,0.09873715788125992,1.0,1.0,1.0
What made a strong economic case for investing in low carbon technologies?,Stern Review,The chance to participate in the economic success of technological inventions,"[Document(id=8ca670761ac712ffb787aa7e4d7d937782d05faf36b89536ba8fc4b7b1dbea7d, content: ' In particular, Calvin rejected luxury. Therefore, craftsmen, industrialists, and other businessmen ...', meta: {'name': 'Protestantism', 'source_id': '4e459ea6668bbb8e35a3b3731021de782c29c314b694a30df606a1413f2e1325', 'page_number': 1}, score: 108.05624968004788)]",0.0,-0.07336610555648804,0.0,0.0,0.0
"Who introduced the Latin version of the word ""insect""?",Pliny the Elder,Pliny the Elder,"[Document(id=e8da082f5022b804801ddb2778f16c32226f0ecb59f3ed7f8fcdae17653f162c, content: '
The word ""insect"" comes from the Latin word insectum, meaning ""with a notched or divided body"", or ...', meta: {'name': 'Insect', 'source_id': 'e14215fdfb7e1394430dedb24549d773464f110b7f19b86558bc101f84126630', 'page_number': 1}, score: 184.832858928507)]",1.0,0.9999999403953552,1.0,1.0,1.0
What was started by the Roman Catholic Church to dispense of the Cathars in Languedoc?,The Cathar Crusade,The Cathar Crusade,"[Document(id=08215551b881c7cefad5bb5baaaddc4d6f9a5802a709d61e32985651e2115c85, content: ' By the 11th century, more organised groups such as the Patarini, the Dulcinians, the Waldensians an...', meta: {'name': 'Heresy', 'source_id': '8ba473262f8508a9c99699bb09cd022993896ece1fed1463a9cf4bd7eb0c3e68', 'page_number': 1}, score: 159.6433571883927)]",1.0,1.0,1.0,1.0,1.0
What music service is a huge competitor for Tidal?,Spotify,Spotify,"[Document(id=2fca0ca848c224a8494e3eead28c715beb0ffe86531f3f21ea833479b2f3f978, content: ' Including Beyoncé and Jay-Z, sixteen artist stakeholders (such as Kanye West, Rihanna, Madonna, Chr...', meta: {'name': 'Beyoncé', 'source_id': 'df5e2ca169dc6cf68bbfa81e78478ec035f276c65d7f24df15ba60a18401232b', 'page_number': 1}, score: 117.78614306193649)]",0.0,1.0,0.0,0.0,0.0
How much was each copper token worth?,a halfpenny,420 tonnes,"[Document(id=687916890077183f6cd89496d12592eec3d76bd82f46a80bfac0591dba1c0c1c, content: ' The largest mass of elemental copper discovered weighed 420 tonnes and was found in 1857 on the Kew...', meta: {'name': 'Copper', 'source_id': 'de5c60a665b93f9b358be412d53a37ca43d90005e3ec9a553ac38a38f076fadc', 'page_number': 1}, score: 132.34045561810535)]",0.0,-0.06792522221803665,0.0,0.0,0.0
What ships were attacked in 1852?,Glencoe and Sea Nymph,"Sewer, rail, docklands, and electric installations were damaged.","[Document(id=c2a1dab12b313626459f38712aea7c56f2c359477289ae6301106d90c43faa1b, content: '
In the north, substantial efforts were made against Newcastle-upon-Tyne and Sunderland, which were ...', meta: {'name': 'The_Blitz', 'source_id': 'fea4ab1f340714cf83574f4d286ac91905b5e48ca1b66018f16a22a73ba1bcbf', 'page_number': 1}, score: 157.01749548291156)]",0.0,0.018162749707698822,0.0,0.0,0.0
What was the first fossil to display both clearly traditional reptilian characteristics?,Archaeopteryx,Archaeopteryx,"[Document(id=22e5680a1c41aa000971ff89fccd80f808c8f88ae7d0f5c0d81eb763ce026955, content: ' Unlike Archaeopteryx and the non-avialan feathered dinosaurs, who primarily ate meat, recent studie...', meta: {'name': 'Bird', 'source_id': '76114e3e9c92caec1de2bcfd38b6f22e1b48487f665fa6392f914934a6748ae1', 'page_number': 1}, score: 200.4427546556809)]",1.0,0.9999999403953552,1.0,1.0,1.0
What are the theories that integrate molecular genetics with Darwinian evolution called?,the modern evolutionary synthesis,the modern evolutionary synthesis,"[Document(id=54fb8e44f718e454d5f4aef7097036553aa91b829fc2ea08644a1f9fc17e50f5, content: '
The theories developed in the 1930s and 1940s to integrate molecular genetics with Darwinian evolut...', meta: {'name': 'Gene', 'source_id': 'aedb09488dc3b766bb8c9b41d942aeb0d62f6f6c6c92506004b72557882725cc', 'page_number': 1}, score: 186.4803046658906)]",1.0,1.0,1.0,1.0,1.0
At what time did Tesla get dinner?,8:10 p.m,eight o'clock,"[Document(id=5dfd5078daafbc2ef3695636e6d70b42db2abc79ac389c20eac0417969714c11, content: ' Tesla would telephone his dinner order to the headwaiter, who also could be the only one to serve h...', meta: {'name': 'Nikola_Tesla', 'source_id': 'ceea6a1645d15ba7fe20b687be69cd66b3781b3889ef8a0693edc64967068a28', 'page_number': 1}, score: 200.28502177347957)]",1.0,0.6441541910171509,1.0,1.0,1.0
In what year did the French reach Alsace?,1444,1444,"[Document(id=18dbb6f8a4452ee88a36944ed7b5a77c2233677f5c2c84c6d98113a4c1519651, content: ' After the conclusion of the war, France was again free to pursue its desire to reach the Rhine and ...', meta: {'name': 'Alsace', 'source_id': '1105499d303196fb0b7ae4d26209720b0040e63376f114d458fd77f05836cbd4', 'page_number': 1}, score: 180.92305663796213)]",1.0,1.0,1.0,1.0,1.0
Who was responsible for the handling of the Roman census?,two censors,censors,"[Document(id=3749ef6e14ea9af3893cfd84917e3a39acc2212480fc846e5a9231414a5599e6, content: ' Praetors administered civil law and commanded provincial armies. Every five years, two censors were...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 160.88829017583132)]",1.0,0.5763707756996155,1.0,1.0,1.0
When was a resolution agreed to about Chinese human rights issues in San Francisco?,"April 1, 2008","April 1, 2008","[Document(id=80f5e2e80143434aa6d2d78a16f411f7f6ab4f8ffffbd29914ad0c75e8bf31da, content: ' The cost to the city for hosting the event was reported to be USD $726,400, nearly half of which ha...', meta: {'name': '2008_Summer_Olympics_torch_relay', 'source_id': 'a45e6ea09a1ff12d8a239a682c8ef3735ae894d5ab6427b50909053bb046e8b5', 'page_number': 1}, score: 120.63367823315784)]",1.0,0.9999999403953552,1.0,1.0,1.0
Who was the last pope to be crowned?,Paul VI,Pope John XXIII,"[Document(id=2210efe78b716d2e44c94aae5208e52012507f25a18877960555a3c61a18e96f, content: ' Peter's Square: ""Dear children, returning home, you will find children: give your children a hug an...', meta: {'name': 'Pope_John_XXIII', 'source_id': '21b200b333306d54410b53cfd12e123951dabfc1f534196e5309132d00e8184d', 'page_number': 1}, score: 198.73923583731397)]",0.0,0.6684889197349548,0.0,0.0,0.0
Who handles serious medical emergencies on Norfolk Island?,the Royal Australian Air Force,Royal Australian Air Force,"[Document(id=c983e8f9fccac478cd7d895c53ca7636f4291c3a87693dd68246b03e75a4be42, content: ' All visitors to Norfolk Island, including Australians, are recommended to purchase travel insurance...', meta: {'name': 'Norfolk_Island', 'source_id': '8be872c9c3302a16163599d52ec60841ddff13042f8e8e2e0aa14de2c192e2ee', 'page_number': 1}, score: 151.58417156835065)]",1.0,0.9777635335922241,1.0,1.0,1.0
Were Roman soldiers expected to purchase their own equipment?,"wealthiest citizens, who were able to purchase the best equipment",the Roman state was forced to arm its soldiers at the expense of the state,"[Document(id=f0adc94ea827dd57e6a4ed0151d80a56b2b699e6457dfd794787f7d9f9121082, content: ' As a result, the Roman state was forced to arm its soldiers at the expense of the state, which it h...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 148.5285249465643)]",1.0,0.1473473310470581,1.0,1.0,1.0
Who did Nasser's group try to assassinate?,Hussein Sirri Amer,Prime Minister Hussein Sirri Pasha,"[Document(id=25d98a87bc4019e4527fe3dbf903b4491eb5dbfb5600c6d91214b870a2dbf0f9, content: ' It was here that Nasser and his closest comrades, including Sadat and Amer, first discussed their d...', meta: {'name': 'Gamal_Abdel_Nasser', 'source_id': 'b85466a1645c50ee3517e05cdea8d4daa48f1870f244255ab389ead0fa0e44ed', 'page_number': 1}, score: 193.0604166327542)]",1.0,0.6850929260253906,1.0,1.0,1.0
What was AJ Ayer an important member of?,Logical empiricism,Officer's Club,"[Document(id=62e6ed804eee1f4f43c5f9b715fe2cd7a4d80fc795bab6b82fe1ec962f592d64, content: ' Nasser recalled that her wails ""haunted"" him and firmly dissuaded him from undertaking similar acti...', meta: {'name': 'Gamal_Abdel_Nasser', 'source_id': 'b85466a1645c50ee3517e05cdea8d4daa48f1870f244255ab389ead0fa0e44ed', 'page_number': 1}, score: 134.38736074532318)]",0.0,0.01744076795876026,0.0,0.0,0.0
In which year was a settlement reached regarding GE's pollution of the Housatonic River?,1999,1977,"[Document(id=f6a12178d43defb2a103deca0f4fb166a5e99e5a8e58be48c76be81bd5d2bd38, content: ' Around the same time, General Electric's Canadian counterpart, Canadian General Electric, was forme...', meta: {'name': 'General_Electric', 'source_id': '26d4044eb2d79191635af69e57c262af8041a70871e60e989128c458529f04cc', 'page_number': 1}, score: 122.22996323290984)]",1.0,0.4726710319519043,1.0,1.0,1.0
