questions,true_answers,predicted_answers,retrieved_docs,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
What seeks to limit the use of polysyllabic characters?,CPC,ISO 8859 standard,"[Document(id=5feafea02365ea3cabb4a0047d23f7b415679dd6971d7587bf3ebbc903629e6e, content: ' UTF-16 extends UCS-2, using one 16-bit unit for the characters that were representable in UCS-2 and...', meta: {'name': 'Unicode', 'source_id': '5466bae2d66ecdb546af3cc34795de9f594465bd49e997a8c32cca0dc3b5d1e2', 'page_number': 1}, score: 0.5413251020263476)]",0.0,0.1315920501947403,0.0,0.0,0.0
In what courts can federal habeas corpus suits be brought?,federal,federal,"[Document(id=be1e7e4a69e49687682a8ca0c606792dd44baba4b9d0f7e7871524099ae07fba, content: ' The second-largest mass execution was also a hanging: the execution of 13 African-American soldiers...', meta: {'name': 'Capital_punishment_in_the_United_States', 'source_id': '0a4e4dda32f7be6a4f78da5ed9ee21d2cc7659112c0d087b2923a482bdc77b5b', 'page_number': 1}, score: 0.5448069890747275)]",1.0,1.0000001192092896,1.0,1.0,1.0
What did Whitehead consider himself as a philosopher? ,rank amateur,rank amateur,"[Document(id=b0360cb0e79aa53fce9b6b987065d38127ef8c7392ded59d294e940b3fc8c15b, content: ' For Whitehead, education should be the exact opposite of the multidisciplinary, value-free school m...', meta: {'name': 'Alfred_North_Whitehead', 'source_id': '8117b81ebe7588c941510f73f8227e3b220b56755171cb0418fdd752bb385bda', 'page_number': 1}, score: 0.6532748672096498)]",1.0,1.0,1.0,1.0,1.0
What condition does a person have to meet to  be allowed by law on a coin?,deceased,payment of debts,"[Document(id=4f60e5dd26c7b2626d120c6cbdaee951099743a32fe85550cdf8b453dffe6e1c, content: ' make any thing but gold and silver coin a tender in payment of debts"" clause in article 1, section ...', meta: {'name': 'United_States_dollar', 'source_id': '9ef37368424d1caed6a07c85856757a87fc5eb888868448328b70e21e5c46a4a', 'page_number': 1}, score: 0.5093472945454142)]",1.0,0.12313651293516159,1.0,1.0,1.0
Which region of the US experiences rain year round?,Pacific Northwest,nearly all U.S,"[Document(id=8a2739e7083a8933e34f34b82a0419e65f25241888f20dfc9f57614f1dbbb640, content: ' This reputation stems from the frequency of light precipitation in the fall, winter, and spring. In...', meta: {'name': 'Seattle', 'source_id': '1c1a54ff037a1e964929dc466a4a876fa6bb7609d7737ba7226bcd2ab49385cf', 'page_number': 1}, score: 0.6166568410170494)]",0.0,0.3169293701648712,0.0,0.0,0.0
What is the ability to recognize and adapt to new specific pathogens called?,Adaptive (or acquired) immunity,Adaptive (or acquired) immunity,"[Document(id=af9fa957dfd959c9905dc3b94a52b8ecc9ecb9c39df2fdb2c000fd9ec4597970, content: ' Even simple unicellular organisms such as bacteria possess a rudimentary immune system, in the form...', meta: {'name': 'Immune_system', 'source_id': 'fcb8c5092b2596a66d4f96587d653cbabda606874d86632c35ec40ef8f023051', 'page_number': 1}, score: 0.6509501973179057)]",1.0,1.0000001192092896,1.0,1.0,1.0
Who allegedly hit a home run to the Center?,Babe Ruth,Moose McCormick,"[Document(id=77c29047f332b94600c60411ddf2e8c78097d4dbe8cb5f95cbf5d6e23f8473be, content: ' The two clubs were tied in the bottom of the ninth inning at the Polo Grounds, and N.Y. had runners...', meta: {'name': 'Chicago_Cubs', 'source_id': '10bd5330115a2fe2b9ef60d21abe3942769709161783409af0c4444ccac129c3', 'page_number': 1}, score: 0.5091546444664042)]",1.0,0.31572943925857544,1.0,1.0,1.0
Which type of graduate from Imperial earned the second highest average starting salary after graduation?,Computing graduates,Ph.D.,"[Document(id=8d74cf3e7a3897f2c2f0163d507374839ffb8775af40004e60fc174f1aea1f7b, content: '), Ph.D. and D.Sc.(Tech.', meta: {'name': 'Institute_of_technology', 'source_id': 'bd3c1ce78fe4328bf8eb2cbd8027759a2a927528ce7e496ce3ebcf9675bc060e', 'page_number': 1}, score: 0.517905680620544)]",0.0,0.45661261677742004,0.0,0.0,0.0
In what year did Eisenhower propose his second civil rights act?,1960,1957,"[Document(id=e20106e1401ce2522cd3d14d13fae9ea782170d84e4c3db914247513b098ce09, content: '.. a discrimination in the expenditure of those funds"".
Eisenhower told District of Columbia officia...', meta: {'name': 'Dwight_D._Eisenhower', 'source_id': '859016dbddc09f1f2a8921e109d7fed820d1b8f064a73fa80275cba10849cb55', 'page_number': 1}, score: 0.7159989523516124)]",1.0,0.7518350481987,1.0,1.0,1.0
What is the current height limitation in Paris in central areas?,50 m,50 m (160 ft),"[Document(id=d89cdeedbc8441f4e2c52a3575e8c530fcce225561404b37c7cdd108d1cc549f, content: ' Modern Paris owes much to its late 19th century Second Empire remodelling by the Baron Haussmann: m...', meta: {'name': 'Paris', 'source_id': '52b8f3ebbfb9baf9226768b89151b597c215bb08f28021147d2d798f707976c9', 'page_number': 1}, score: 0.7434933599873272)]",1.0,0.804789662361145,1.0,1.0,1.0
Income level was found to have a signification correlation to which outcome in the study?,nutrition literacy,economic growth,"[Document(id=2fe027a6a83389bb16ea06d04ab9b56d477f3f1adfcac2e27b85393a9c0eb105, content: ' Policies aiming at controlling unemployment and in particular at reducing its inequality-associated...', meta: {'name': 'Economic_inequality', 'source_id': '648ff32b8c146c974b23e115e3a61420b1cdbea9de1f5bf38442ce4c1d9caa42', 'page_number': 1}, score: 0.5218842741538204)]",0.0,0.17941543459892273,0.0,0.0,0.0
How much did Viacom want in damages in their lawsuit against youtube?,$1 billion,$1 billion,"[Document(id=720eb3795a623e31335108bcc29a4b774e33272bb625d5968983846dd3b35f68, content: ' Three successful complaints for copyright infringement against a user account will result in the ac...', meta: {'name': 'YouTube', 'source_id': '4d18798daeceb997a6dcb04b575dbbdad768671ca9202116370611d944d510be', 'page_number': 1}, score: 0.7102647470573767)]",1.0,1.0000001192092896,1.0,1.0,1.0
Who should be able to challenge administrative orders in court?,individuals,individuals,"[Document(id=cf59c0f0619e715b979051e0a84530bf73463713fa11f2961866d233ac2537f5, content: ' Dicey's: “no man is punishable or can be lawfully made to suffer in body or goods except for a dist...', meta: {'name': 'Rule_of_law', 'source_id': '58b9477525cf8e214cd9a236fe22cc9bfe5e78fda6e2b41433bdb3e30f99d3d2', 'page_number': 1}, score: 0.6138198489552974)]",1.0,1.000000238418579,1.0,1.0,1.0
The Slavs were under what name in the early 6th century?,the Antes and the Sclaveni,East Slavs,"[Document(id=701344efe2101165a535fe45e922b01123011116f4f123fcd5b1668edbb29898, content: 'Slavs are the largest Indo-European ethno-linguistic group in Europe. They inhabit Central Europe, E...', meta: {'name': 'Slavs', 'source_id': 'a55731ff3cd03d8fe34d4e646dbfcdc2088f01190e5110c9ff0baf4e4b486847', 'page_number': 1}, score: 0.70879690862351)]",1.0,0.44139364361763,1.0,1.0,1.0
How are the results simplified when using the SASO?,"into four summaries that look specifically at responses that correspond to either homosexuality, heterosexuality, bisexuality or asexuality.",four summaries,"[Document(id=f86f4f0c6b96ee3b686893cc41683ca450066b225884d3390504ef3124153018, content: '
The SASO consists of 12 questions. Six of these questions assess sexual attraction, four assess sex...', meta: {'name': 'Sexual_orientation', 'source_id': 'f94279650936a403aa3d2b43ab1ad42b1fd14d05455aa86fbcda6cda978ffe5c', 'page_number': 1}, score: 0.45192740188947417)]",1.0,0.47273075580596924,1.0,1.0,1.0
What socioeconomic class used the Florentine Tuscan language in Dante's time?,upper class,educated and powerful,"[Document(id=ad3cf9694a2a85eaf132042c8ae0262f84f59777a3c746653e4e48474c28a3a2, content: ' The economic prowess and cultural and artistic importance of Tuscany in the Late Middle Ages and th...', meta: {'name': 'Dialect', 'source_id': '2e05b686e48c9512ae5466f1d15202b44fdc903ea32d0a42c5dbc9ef173d051d', 'page_number': 1}, score: 0.5544002922926412)]",1.0,0.5528169870376587,1.0,1.0,1.0
"In addition to ammo proposals, what other need was articulated?",The need for some form of tracer or smoke trail,time types,"[Document(id=9d1747bc11e311df0105a0308df3eb29ec64ee3c1e3b7335356131a26f7421d1, content: ' Fuzing options were also examined, both impact and time types. Mountings were generally pedestal ty...', meta: {'name': 'Anti-aircraft_warfare', 'source_id': 'c54639424f62ce369356ed8c4e1e9fab8769359dd28029aa89832f5aa994f45d', 'page_number': 1}, score: 0.43523273125444223)]",1.0,0.007751505821943283,1.0,1.0,1.0
What is that power that enables us to love?,Prevenient grace,universal love,"[Document(id=a78f83359689c5324d38fe66319b2e022231f3eea49709cfa6adc4ff161463f3, content: ' Love led to spiritual growth that, in turn, reflected an increase in love for God and humanity. Thi...', meta: {'name': 'Dominican_Order', 'source_id': 'f55ba4e5b37c737e23256c74229a0bf3a5c697b70e171c6ce20c437d900b023e', 'page_number': 1}, score: 0.4610609739733563)]",0.0,0.32447677850723267,0.0,0.0,0.0
"Who was assassinated on September 22, 189 AD?",He Jin,Caesar,"[Document(id=3fbeb6b6e7e9e345e223b12ac0cf1796c2923e45de7bc622585e09312d4d60ef, content: '
Caesar was now the primary figure of the Roman state, enforcing and entrenching his powers. His ene...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.43051288719404746)]",0.0,0.1853158324956894,0.0,0.0,0.0
How did Gaddafi change the legal system?,he introduced sharia as the basis for the legal system,introduced sharia,"[Document(id=bdc01f662020adb880737d79c53bc6a192c293e64aaacad9c0bca0ebff7ff92d, content: ' Intent on pushing Libya towards ""Islamic socialism"", he introduced sharia as the basis for the lega...', meta: {'name': 'Muammar_Gaddafi', 'source_id': '8152b4f6f236e7f6841b777d688aa105c66dbcee3fe926720311ce23eed0a380', 'page_number': 1}, score: 0.5944495251309094)]",1.0,0.7905094623565674,1.0,1.0,1.0
What name was it assumed Elizabeth would take upon her marriage to Philip?,"Mountbatten,",Elizabeth,"[Document(id=e654e9ff005029974fb352ae5cb703e1734edb2deffb25e38aadc6d3624aea0c, content: ' On 6 February 1952, they had just returned to their Kenyan home, Sagana Lodge, after a night spent ...', meta: {'name': 'Elizabeth_II', 'source_id': '701ad172dfcc8791d990bf596fe61055a5548b2e1847cd32a5d9c011ed8a1ed8', 'page_number': 1}, score: 0.6176147417529756)]",1.0,0.27963170409202576,1.0,1.0,1.0
What was the attack on the British weakness?,Battle of Fort Bull,Minorca in the Mediterranean,"[Document(id=ec4515c9557988b0fec18967610f700f87d76c31c093e709fb322770706f03b8, content: ' It proved completely successful. Pitt had a clear appreciation of the enormous value of imperial po...', meta: {'name': 'Seven_Years%27_War', 'source_id': '3ce1ed9d37c2147a385da7d5e5b943fd3d7b17c5d89dca3dd9b367b2b1f095e3', 'page_number': 1}, score: 0.5872765017217323)]",0.0,0.0038108360022306442,0.0,0.0,0.0
How much of South Tucson is Native American?,10%,10%,"[Document(id=19e07536fc4d6a422f717376ebb5c165dc66d2b84c2b4069db4dbb4757a892d6, content: ' It was first incorporated in 1936, and later reincorporated in 1940. The population consists of abo...', meta: {'name': 'Tucson,_Arizona', 'source_id': '1cd8368afbbb7156e4d37c16c9795a1cf7209fbd0036331b6759337ae62d7224', 'page_number': 1}, score: 0.6162341958049967)]",1.0,1.0000001192092896,1.0,1.0,1.0
Whose theory claimed that species were unchanging and designed by God?,John Ray,Jean-Baptiste Lamarck,"[Document(id=1e7ee2b8973cbe904852b74345906a810d752f622915c33c467ffca1e65e0dc0, content: ' The Ussher chronology of the 1650s had calculated creation at 4004 BC, but by the 1780s geologists ...', meta: {'name': 'On_the_Origin_of_Species', 'source_id': 'adac4711b7d224abae00474e53083755e6a0b31beb5aef768574d738fabcf0e6', 'page_number': 1}, score: 0.6828833060111466)]",1.0,0.36553826928138733,1.0,1.0,1.0
Who can restore a database that has been corrupted?,database administrator,dedicated backup files,"[Document(id=d62f58c8737fe86268de0ebf0cb0ef4eae1f9ba5f33735f7cadb2e83beb9e377, content: 'g., cases when the database is found corrupted due to a software error, or if it has been updated wi...', meta: {'name': 'Database', 'source_id': '98b09743ece9be42ad021f0dc6ffab08c322e7eeace6aae0b98b4bbf67224bd3', 'page_number': 1}, score: 0.4885855296732807)]",1.0,0.11919853091239929,1.0,1.0,1.0
What unpopular philosopher's text did Avicenna learn from?,Abu Abdullah Nateli,Abu Abdullah Nateli,"[Document(id=a3a017724e8f025ada3a4a92e98993ec44b17e0941134ce7e52db3191cd3ea08, content: ' He learned Indian arithmetic from an Indian greengrocer,ءMahmoud Massahi and he began to learn more...', meta: {'name': 'Avicenna', 'source_id': '25cbb1011a29473e1dfa8d96ebe95bc8ead7393548de57e871f959624f7238f1', 'page_number': 1}, score: 0.7240616742271706)]",1.0,1.0,1.0,1.0,1.0
What was the event called that caused  Ayutthaya  to reclaim lost territories ?,the Chinese threat,With Burma preoccupied by the Chinese threat,"[Document(id=a8730bd7201f8a080d3cffb4ba6d02e7cc82f409fe226dfe6987d18adaeb8596, content: ' Its trade and secular administrative reforms built a prosperous economy for more than 80 years. Fro...', meta: {'name': 'Myanmar', 'source_id': '3d5d8c2f0b407573851f7793034e3f28664c9739d422faaf23da089d3bb275b3', 'page_number': 1}, score: 0.5260146870162367)]",1.0,0.6175083518028259,1.0,1.0,1.0
"Before the introduction of the Latin alphabet, how was Old English written?",runic system,runic system,"[Document(id=8825405ebdc1bb4daf623185ae693fe4f2cab9da4dcca330ccb2ab3f6b05d6e5, content: ' The modern cognates of original words have been used whenever practical to give a close approximati...', meta: {'name': 'Old_English', 'source_id': '499102fb98655495aa1290f40a7501a80d34498ace9fe691454bd3cbff83f7cd', 'page_number': 1}, score: 0.6676853832427841)]",1.0,1.000000238418579,1.0,1.0,1.0
"When groups that are antagonistic to each other form a coalition for hidden gain, it is called what?",unholy alliance,unholy alliance,"[Document(id=f1fa43fc9c1c5bd46b9f5455701bf99b0e98d4579816d755389bcc2dbba1bcda, content: ' This sum itself may be all or a portion of the difference between the actual (inflated) payment to ...', meta: {'name': 'Political_corruption', 'source_id': 'e7c84fb03cb06b72c4ab51eb24218e9f2a10b95493e43d575342db0ffa3e9e1d', 'page_number': 1}, score: 0.5395585598917987)]",1.0,1.0,1.0,1.0,1.0
What made a strong economic case for investing in low carbon technologies?,Stern Review,the Stern Review,"[Document(id=333c4da3ee155b7d7b4ddf91857cd1ec4e1c3cafb4159ebedda18347755b3f1f, content: ' In the US the main tool to track and stimulate voluntary actions is Green-e program managed by Cent...', meta: {'name': 'Renewable_energy_commercialization', 'source_id': 'fa5f7904b8df5272f4f870ed401f610435c916171c87b47deed9a45e6bd594ea', 'page_number': 1}, score: 0.5373316142063316)]",1.0,0.8556329011917114,1.0,1.0,1.0
"Who introduced the Latin version of the word ""insect""?",Pliny the Elder,Pliny the Elder,"[Document(id=e8da082f5022b804801ddb2778f16c32226f0ecb59f3ed7f8fcdae17653f162c, content: '
The word ""insect"" comes from the Latin word insectum, meaning ""with a notched or divided body"", or ...', meta: {'name': 'Insect', 'source_id': 'e14215fdfb7e1394430dedb24549d773464f110b7f19b86558bc101f84126630', 'page_number': 1}, score: 0.8359677035541203)]",1.0,1.0,1.0,1.0,1.0
What was started by the Roman Catholic Church to dispense of the Cathars in Languedoc?,The Cathar Crusade,The Cathar Crusade,"[Document(id=08215551b881c7cefad5bb5baaaddc4d6f9a5802a709d61e32985651e2115c85, content: ' By the 11th century, more organised groups such as the Patarini, the Dulcinians, the Waldensians an...', meta: {'name': 'Heresy', 'source_id': '8ba473262f8508a9c99699bb09cd022993896ece1fed1463a9cf4bd7eb0c3e68', 'page_number': 1}, score: 0.5435941585791171)]",1.0,1.0000001192092896,1.0,1.0,1.0
What music service is a huge competitor for Tidal?,Spotify,Aspiro,"[Document(id=ceb53e0be996e6acbe2836b14e1988152098397cb9e1cd2d54a2293b3ca833e7, content: ' ""Creating a partnership with Beyoncé, one of the most hard-working and talented people in the world...', meta: {'name': 'Beyoncé', 'source_id': 'df5e2ca169dc6cf68bbfa81e78478ec035f276c65d7f24df15ba60a18401232b', 'page_number': 1}, score: 0.588519582302008)]",0.0,0.2630590498447418,0.0,0.0,0.0
How much was each copper token worth?,a halfpenny,"1.505 g) in 1837 (16:1 ratio).[citation needed]
Technically, all these coins are still legal tender at face value","[Document(id=8cba8d045af2ea2d04789f21782201aca9ae1bf67c20440df2f6dabfdb2b03d1, content: '22 grains (1.505 g) in 1837 (16:1 ratio).[citation needed]
Technically, all these coins are still le...', meta: {'name': 'United_States_dollar', 'source_id': '9ef37368424d1caed6a07c85856757a87fc5eb888868448328b70e21e5c46a4a', 'page_number': 1}, score: 0.4982906925290043)]",0.0,0.43563181161880493,0.0,0.0,0.0
What ships were attacked in 1852?,Glencoe and Sea Nymph,U.S.S. Philadelphia,"[Document(id=983088339e9fd3b328c3d15a378f5b661c816794c503aabe08d492a7396e3023, content: ' paid protection money until 1801, when President Thomas Jefferson refused to pay and sent in the Na...', meta: {'name': 'Military_history_of_the_United_States', 'source_id': 'e80a3db424753f4e406b9cfac948a9c9640a8278fb51e7ba7c06781d3f1813f4', 'page_number': 1}, score: 0.5390259322671749)]",0.0,0.2765033543109894,0.0,0.0,0.0
What was the first fossil to display both clearly traditional reptilian characteristics?,Archaeopteryx,Archaeopteryx,"[Document(id=22e5680a1c41aa000971ff89fccd80f808c8f88ae7d0f5c0d81eb763ce026955, content: ' Unlike Archaeopteryx and the non-avialan feathered dinosaurs, who primarily ate meat, recent studie...', meta: {'name': 'Bird', 'source_id': '76114e3e9c92caec1de2bcfd38b6f22e1b48487f665fa6392f914934a6748ae1', 'page_number': 1}, score: 0.6138421968979502)]",1.0,1.0,1.0,1.0,1.0
What are the theories that integrate molecular genetics with Darwinian evolution called?,the modern evolutionary synthesis,the modern evolutionary synthesis,"[Document(id=54fb8e44f718e454d5f4aef7097036553aa91b829fc2ea08644a1f9fc17e50f5, content: '
The theories developed in the 1930s and 1940s to integrate molecular genetics with Darwinian evolut...', meta: {'name': 'Gene', 'source_id': 'aedb09488dc3b766bb8c9b41d942aeb0d62f6f6c6c92506004b72557882725cc', 'page_number': 1}, score: 0.6807694823421528)]",1.0,0.9999998807907104,1.0,1.0,1.0
At what time did Tesla get dinner?,8:10 p.m,eight o'clock,"[Document(id=5dfd5078daafbc2ef3695636e6d70b42db2abc79ac389c20eac0417969714c11, content: ' Tesla would telephone his dinner order to the headwaiter, who also could be the only one to serve h...', meta: {'name': 'Nikola_Tesla', 'source_id': 'ceea6a1645d15ba7fe20b687be69cd66b3781b3889ef8a0693edc64967068a28', 'page_number': 1}, score: 0.7466485072261548)]",1.0,0.7012972831726074,1.0,1.0,1.0
In what year did the French reach Alsace?,1444,1444,"[Document(id=18dbb6f8a4452ee88a36944ed7b5a77c2233677f5c2c84c6d98113a4c1519651, content: ' After the conclusion of the war, France was again free to pursue its desire to reach the Rhine and ...', meta: {'name': 'Alsace', 'source_id': '1105499d303196fb0b7ae4d26209720b0040e63376f114d458fd77f05836cbd4', 'page_number': 1}, score: 0.639941686896402)]",1.0,1.0,1.0,1.0,1.0
Who was responsible for the handling of the Roman census?,two censors,censors,"[Document(id=3749ef6e14ea9af3893cfd84917e3a39acc2212480fc846e5a9231414a5599e6, content: ' Praetors administered civil law and commanded provincial armies. Every five years, two censors were...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.5740412708539135)]",1.0,0.806065022945404,1.0,1.0,1.0
When was a resolution agreed to about Chinese human rights issues in San Francisco?,"April 1, 2008","April 1, 2008","[Document(id=80f5e2e80143434aa6d2d78a16f411f7f6ab4f8ffffbd29914ad0c75e8bf31da, content: ' The cost to the city for hosting the event was reported to be USD $726,400, nearly half of which ha...', meta: {'name': '2008_Summer_Olympics_torch_relay', 'source_id': 'a45e6ea09a1ff12d8a239a682c8ef3735ae894d5ab6427b50909053bb046e8b5', 'page_number': 1}, score: 0.594644661480704)]",1.0,1.0,1.0,1.0,1.0
Who was the last pope to be crowned?,Paul VI,Pope John Paul I,"[Document(id=2e3e26be27c5d3b2bb86e2f100b3f2cd4047a32575cd51b567e889f10d092d6d, content: ' In the past, during papal coronations, the proto-deacon also had the honor of bestowing the pallium...', meta: {'name': 'Cardinal_(Catholicism)', 'source_id': '142a323ba4130f1058b1e8dc0dbaebc921fa4f79f8e12e1e235d8d8600d3add8', 'page_number': 1}, score: 0.5572633689378403)]",0.0,0.7952640056610107,0.0,0.0,0.0
Who handles serious medical emergencies on Norfolk Island?,the Royal Australian Air Force,Royal Australian Air Force,"[Document(id=c983e8f9fccac478cd7d895c53ca7636f4291c3a87693dd68246b03e75a4be42, content: ' All visitors to Norfolk Island, including Australians, are recommended to purchase travel insurance...', meta: {'name': 'Norfolk_Island', 'source_id': '8be872c9c3302a16163599d52ec60841ddff13042f8e8e2e0aa14de2c192e2ee', 'page_number': 1}, score: 0.7097080153729567)]",1.0,0.9528100490570068,1.0,1.0,1.0
Were Roman soldiers expected to purchase their own equipment?,"wealthiest citizens, who were able to purchase the best equipment",the Roman state was forced to arm its soldiers at the expense of the state,"[Document(id=f0adc94ea827dd57e6a4ed0151d80a56b2b699e6457dfd794787f7d9f9121082, content: ' As a result, the Roman state was forced to arm its soldiers at the expense of the state, which it h...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.5204352783694779)]",1.0,0.255912184715271,1.0,1.0,1.0
Who did Nasser's group try to assassinate?,Hussein Sirri Amer,King Saud,"[Document(id=5d0ec0248e1b31849b4fcf2b6de857e2ffd286b834f600afc95bf4d1111c7ae6, content: '"" Nasser ordered a crackdown against Syrian communists, dismissing many of them from their governmen...', meta: {'name': 'Gamal_Abdel_Nasser', 'source_id': 'b85466a1645c50ee3517e05cdea8d4daa48f1870f244255ab389ead0fa0e44ed', 'page_number': 1}, score: 0.6708211510684319)]",1.0,0.5504575967788696,1.0,1.0,1.0
What was AJ Ayer an important member of?,Logical empiricism,educators,"[Document(id=f0501a0350c5212f0b765e4f2908281937b33d70767d79809051b0aab43bc078, content: '
Other: Civil rights leader W. E. B. Du Bois; philosopher Henry David Thoreau; authors Ralph Waldo E...', meta: {'name': 'Harvard_University', 'source_id': '7f91a9284c2db4a8d1147861fa2c02c6a25281db1cbc78097950be011c0e6269', 'page_number': 1}, score: 0.377496105816545)]",0.0,0.2606774866580963,0.0,0.0,0.0
In which year was a settlement reached regarding GE's pollution of the Housatonic River?,1999,1999,"[Document(id=ff4e5f9b67b28efe1d784938ea3eabd7391e59030ee2fef37239be9884eafceb, content: ' In 1999, the company agreed to pay a $250 million settlement in connection with claims it polluted ...', meta: {'name': 'General_Electric', 'source_id': '26d4044eb2d79191635af69e57c262af8041a70871e60e989128c458529f04cc', 'page_number': 1}, score: 0.5382385055230676)]",1.0,1.0,1.0,1.0,1.0
