questions,true_answers,predicted_answers,retrieved_docs,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
How are the results simplified when using the SASO?,"into four summaries that look specifically at responses that correspond to either homosexuality, heterosexuality, bisexuality or asexuality.","measures sexual orientation on a continuum, considers various dimensions of sexual orientation, and considers homosexuality and heterosexuality separately","[Document(id=3638fb16add213ce4e749139ce1852d845838bce357ac5b46f8f2163ed664217, content: ' The classification scheme works such that individuals in the same category show the same balance be...', meta: {'name': 'Sexual_orientation', 'source_id': 'f94279650936a403aa3d2b43ab1ad42b1fd14d05455aa86fbcda6cda978ffe5c', 'page_number': 1}, score: 0.4367552146155492)]",1.0,0.626720666885376,1.0,1.0,1.0
What socioeconomic class used the Florentine Tuscan language in Dante's time?,upper class,the family or a village priest,"[Document(id=1ac361381724706acf7a12f934a8f6a399e50f7b7857405e6b825fba7c4f2236, content: ' Other countries codified their laws; legal codes were promulgated in Castile, Poland, and Lithuania...', meta: {'name': 'Middle_Ages', 'source_id': 'f13b345e20c54b6cc55363080d7492474df62715717172aa9f1029f286010ad9', 'page_number': 1}, score: 0.527310784861083)]",0.0,0.20006507635116577,0.0,0.0,0.0
"In addition to ammo proposals, what other need was articulated?",The need for some form of tracer or smoke trail,"a lighter weapon with a higher rate of fire is required, to increase a hit probability on a fast airborne target","[Document(id=2d15a146babb6b8e8f582201b3b065fcf100beeb9cf9b243445c45f0c57a8030, content: ' It is expected to be ready in 2020 to 2025.[verification needed] These systems while currently desi...', meta: {'name': 'Anti-aircraft_warfare', 'source_id': 'c54639424f62ce369356ed8c4e1e9fab8769359dd28029aa89832f5aa994f45d', 'page_number': 1}, score: 0.4081959878179246)]",1.0,0.20289859175682068,1.0,1.0,1.0
What is that power that enables us to love?,Prevenient grace,Stout and Jeannine M.,"[Document(id=80d5f8430d3dbc590053d3b62577dce5ee8fbf237db0701d19dd7d56d8107c3a, content: '"" This connection is further analyzed by Stout and Jeannine M. Love in Integrative Process: Folletti...', meta: {'name': 'Alfred_North_Whitehead', 'source_id': '8117b81ebe7588c941510f73f8227e3b220b56755171cb0418fdd752bb385bda', 'page_number': 1}, score: 0.3732671667638634)]",0.0,0.2212620973587036,0.0,0.0,0.0
"Who was assassinated on September 22, 189 AD?",He Jin,Caesar,"[Document(id=dd09780a89c3259aae7f10ab2070b88e3687ba1267d0d7b037e76509ccd66648, content: ' Thus, the assemblies became powerless and were unable to oppose him.
Caesar was assassinated on Mar...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.4209174078831871)]",0.0,0.25281232595443726,0.0,0.0,0.0
How did Gaddafi change the legal system?,he introduced sharia as the basis for the legal system,sharia law,"[Document(id=21cb89e76694844f819e54d7269a6349d3404a6310be592588c5473ad2d8efe2, content: ' Gaddafi proclaimed that the People's Congresses provided for Libya's every political need, renderin...', meta: {'name': 'Muammar_Gaddafi', 'source_id': '8152b4f6f236e7f6841b777d688aa105c66dbcee3fe926720311ce23eed0a380', 'page_number': 1}, score: 0.5469461218052117)]",1.0,0.6752218008041382,1.0,1.0,1.0
What name was it assumed Elizabeth would take upon her marriage to Philip?,"Mountbatten,",Elizabeth,"[Document(id=ef4b826406ef2434ad51dec309a8e5c432eb5bed5cf5ea6e6fade38d1becac0c, content: ' He was a prince without a home or kingdom. Some of the papers played long and loud tunes on the str...', meta: {'name': 'Elizabeth_II', 'source_id': '701ad172dfcc8791d990bf596fe61055a5548b2e1847cd32a5d9c011ed8a1ed8', 'page_number': 1}, score: 0.5857813160604811)]",1.0,0.17397035658359528,1.0,1.0,1.0
What was the attack on the British weakness?,Battle of Fort Bull,"To prevent German formations from hitting targets in Britain, RAF's Bomber Command would destroy Luftwaffe aircraft on their own bases, aircraft in their factories and fuel reserves by attacking oil plants","[Document(id=5e58c24d0a8600a2deca63ac3fc24e00c1ae3a1f9bdef97477f4afda60854c3b, content: ' Most of the resources went into planning for daylight fighter defences. The difficulty RAF bombers ...', meta: {'name': 'The_Blitz', 'source_id': 'fea4ab1f340714cf83574f4d286ac91905b5e48ca1b66018f16a22a73ba1bcbf', 'page_number': 1}, score: 0.5065869351546286)]",0.0,0.1575212925672531,0.0,0.0,0.0
How much of South Tucson is Native American?,10%,2.7%,"[Document(id=95e1463ec5cbd41e6746a2396eee9d7fb5ba52847c057866e7e7fd5a7f376d91, content: ' The racial makeup of the city was 69.7% White (down from 94.8% in 1970), 5.0% Black or African-Amer...', meta: {'name': 'Tucson,_Arizona', 'source_id': '1cd8368afbbb7156e4d37c16c9795a1cf7209fbd0036331b6759337ae62d7224', 'page_number': 1}, score: 0.5245243631758744)]",1.0,0.6450710892677307,1.0,1.0,1.0
Whose theory claimed that species were unchanging and designed by God?,John Ray,John Ray,"[Document(id=9a450124afc12f193f72ae1f8310b72ada7cbbf8f34bbd71f66eb32b0f47efbc, content: ' With the development of the modern evolutionary synthesis in the 1930s and 1940s, Darwin's concept ...', meta: {'name': 'On_the_Origin_of_Species', 'source_id': 'adac4711b7d224abae00474e53083755e6a0b31beb5aef768574d738fabcf0e6', 'page_number': 1}, score: 0.6164412846430873)]",1.0,1.0000001192092896,1.0,1.0,1.0
Who can restore a database that has been corrupted?,database administrator,Database transactions,"[Document(id=64793ba16b3dcf1ad2ea402349708087ba8524851dc937aa0c8517e629e95067, content: ' Data security prevents unauthorized users from viewing or updating the database. Using passwords, u...', meta: {'name': 'Database', 'source_id': '98b09743ece9be42ad021f0dc6ffab08c322e7eeace6aae0b98b4bbf67224bd3', 'page_number': 1}, score: 0.34940664600314386)]",1.0,0.4331532120704651,1.0,1.0,1.0
What unpopular philosopher's text did Avicenna learn from?,Abu Abdullah Nateli,al-Razi,"[Document(id=14ff2f3d4bed0ab93357f04935bd7b6a4050a44a58f2f208ad56793a35bba089, content: ' Yet, to require differentia entails that they exist 'due-to-themselves' as well as 'due to what is ...', meta: {'name': 'Avicenna', 'source_id': '25cbb1011a29473e1dfa8d96ebe95bc8ead7393548de57e871f959624f7238f1', 'page_number': 1}, score: 0.5769698934607952)]",1.0,0.4632871747016907,1.0,1.0,1.0
What was the event called that caused  Ayutthaya  to reclaim lost territories ?,the Chinese threat,Ayutthaya recovered its territories by 1770,"[Document(id=391f8278a6d664b0fda2a91e05a75fcb178e560aca2778cf3383f74470691074, content: ' Its trade and secular administrative reforms built a prosperous economy for more than 80 years. Fro...', meta: {'name': 'Myanmar', 'source_id': '3d5d8c2f0b407573851f7793034e3f28664c9739d422faaf23da089d3bb275b3', 'page_number': 1}, score: 0.562789144621481)]",1.0,0.07690561562776566,1.0,1.0,1.0
"Before the introduction of the Latin alphabet, how was Old English written?",runic system,Roman cursive,"[Document(id=9b07ee8006e937b1f3fc72c78c329158c8ab48962e9e1ef4c8d375c50cf7a30b, content: ' Scripts using two separate cases are also called bicameral scripts. Many other writing systems make...', meta: {'name': 'Letter_case', 'source_id': 'f24785f407e55c52408fa13b0c7fd7fc6529cb973898992f6e98d5d28ea82d5a', 'page_number': 1}, score: 0.5399797841084327)]",0.0,0.06087452173233032,0.0,0.0,0.0
"When groups that are antagonistic to each other form a coalition for hidden gain, it is called what?",unholy alliance,unholy alliance,"[Document(id=b281d8f2fa5c72bf9176af2f66fbd72725ba99c1c3e8e2e12044e694c6ee3bbe, content: ' This sum itself may be all or a portion of the difference between the actual (inflated) payment to ...', meta: {'name': 'Political_corruption', 'source_id': 'e7c84fb03cb06b72c4ab51eb24218e9f2a10b95493e43d575342db0ffa3e9e1d', 'page_number': 1}, score: 0.5025447478163751)]",1.0,1.0,1.0,1.0,1.0
What made a strong economic case for investing in low carbon technologies?,Stern Review,International Solar Energy Society,"[Document(id=c793eed6f7e60651d2a76fcaf9711f0a39fe3f3343f81bd4df136c41ff320e80, content: '
Lester Brown has argued that ""a world facing the prospect of economically disruptive climate change...', meta: {'name': 'Renewable_energy_commercialization', 'source_id': 'fa5f7904b8df5272f4f870ed401f610435c916171c87b47deed9a45e6bd594ea', 'page_number': 1}, score: 0.4503806030703587)]",1.0,0.06405393034219742,1.0,1.0,1.0
"Who introduced the Latin version of the word ""insect""?",Pliny the Elder,Pliny the Elder,"[Document(id=d4ddb3955cf6ff9d6bed687f54220f695fef0951972c64309938d9cf7670f6ba, content: '
The word ""insect"" comes from the Latin word insectum, meaning ""with a notched or divided body"", or ...', meta: {'name': 'Insect', 'source_id': 'e14215fdfb7e1394430dedb24549d773464f110b7f19b86558bc101f84126630', 'page_number': 1}, score: 0.7250091339820998)]",1.0,1.0000001192092896,1.0,1.0,1.0
What was started by the Roman Catholic Church to dispense of the Cathars in Languedoc?,The Cathar Crusade,pitch representation,"[Document(id=793e9139db9b4d6ebbb0e461ce9fd70835627ebd0340e4cc155c27b13fce781c, content: ' It is still the most common form of pitch representation in English- and German-speaking countries ...', meta: {'name': 'Normans', 'source_id': 'a93c74c61d9371ab8c7a63b9c58bd1ffebc96d2c920df9d53e702f614c82ef48', 'page_number': 1}, score: 0.4432011390260362)]",0.0,-0.0011289305984973907,0.0,0.0,0.0
What music service is a huge competitor for Tidal?,Spotify,Spotify,"[Document(id=dccc646845ca49e7358315767a80e7f3cbcc38b5a971e1af1ab775ad80542dee, content: ' Contemporary critics have noted the consistent minimalistic aesthetic exhibited throughout DONDA cr...', meta: {'name': 'Kanye_West', 'source_id': '4693bb2ae0f5b7c5ed3788607bba35813f42eada13da446f4c397c0715d2dc91', 'page_number': 1}, score: 0.5964939320176397)]",1.0,1.0,1.0,1.0,1.0
How much was each copper token worth?,a halfpenny,$4.00,"[Document(id=39c522ed946709c71a8c0453d1162d983ffe41cccbfae7c51dc54aec6aabbb3d, content: ' This has to do with Alexander Hamilton's suggestion to Congress of a fixed 15:1 ratio of silver to ...', meta: {'name': 'United_States_dollar', 'source_id': '9ef37368424d1caed6a07c85856757a87fc5eb888868448328b70e21e5c46a4a', 'page_number': 1}, score: 0.5411290847512054)]",0.0,0.19542115926742554,0.0,0.0,0.0
What ships were attacked in 1852?,Glencoe and Sea Nymph,Glencoe and Sea Nymph,"[Document(id=c450c10c9cc7ec2362a5a8c23142549f03d77146379f9bb96ab788f8c91887e3, content: ' One year later, the American schooner Dolphin arrived and picked up two boys, the last survivors of...', meta: {'name': 'Marshall_Islands', 'source_id': '762a4f6095de127ded5441c7a17d1c9c38f731ac9cb1ffe8de30af6573be7edf', 'page_number': 1}, score: 0.5428866259942204)]",1.0,1.0,1.0,1.0,1.0
What was the first fossil to display both clearly traditional reptilian characteristics?,Archaeopteryx,Tikitherium,"[Document(id=e46342d518bff02018f8d43556b540641d63dba71e0bc814f0993e18d70b0dba, content: '
The early synapsid mammalian ancestors were sphenacodont pelycosaurs, a group that produced the non...', meta: {'name': 'Mammal', 'source_id': 'ce12abe98969c8fca9c93088950b36e820ec47c4c63f339bc203185f79f0242d', 'page_number': 1}, score: 0.5665906290089553)]",0.0,0.2962087392807007,0.0,0.0,0.0
What are the theories that integrate molecular genetics with Darwinian evolution called?,the modern evolutionary synthesis,modern evolutionary synthesis,"[Document(id=7ff269861e7df34fcebf71c4907ef4694447d099e228c45550f4e2387812c2fd, content: ' This dogma has since been shown to have exceptions, such as reverse transcription in retroviruses. ...', meta: {'name': 'Gene', 'source_id': 'aedb09488dc3b766bb8c9b41d942aeb0d62f6f6c6c92506004b72557882725cc', 'page_number': 1}, score: 0.5467572858377108)]",1.0,0.9789240956306458,1.0,1.0,1.0
At what time did Tesla get dinner?,8:10 p.m,"8:10 p.m., at Delmonico's restaurant and later the Waldorf-Astoria Hotel. Tesla would telephone his dinner order to the headwaiter, who also could be the only one to serve him. ""The meal was required to be ready at eight o'clock","[Document(id=bf93e5ca5e1091757426fa6d168a7b90f8c1d9dad833880ffcb9b06d8ad2b0f7, content: ' There are a minimum of 278 patents issued to Tesla in 26 countries that have been accounted for. Ma...', meta: {'name': 'Nikola_Tesla', 'source_id': 'ceea6a1645d15ba7fe20b687be69cd66b3781b3889ef8a0693edc64967068a28', 'page_number': 1}, score: 0.6614342019294968)]",1.0,0.36503666639328003,1.0,1.0,1.0
In what year did the French reach Alsace?,1444,1789,"[Document(id=5ba09395255feae4ebf751bb80a7a4fa5d79691518f143a0bddc36e8712f8fc6, content: ' As a result, Alsace was transformed into a mosaic of Catholic and Protestant territories. On the ot...', meta: {'name': 'Alsace', 'source_id': '1105499d303196fb0b7ae4d26209720b0040e63376f114d458fd77f05836cbd4', 'page_number': 1}, score: 0.66589685742468)]",1.0,0.2011210322380066,1.0,1.0,1.0
Who was responsible for the handling of the Roman census?,two censors,two censors,"[Document(id=ce88f4b2acc2cd7986f0b63373b8505a79a6c1ae6aa86d23bd2b76d546f82d61, content: ' Consuls had supreme power in both civil and military matters. While in the city of Rome, the consul...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.5303996384286787)]",1.0,1.0,1.0,1.0,1.0
When was a resolution agreed to about Chinese human rights issues in San Francisco?,"April 1, 2008",May 14,"[Document(id=5f07f5208c13bf62fa1ce8a8e975e3b5699a76935df35b9e6887b5cb6c98bfce, content: ' Liu’s family was later told that he was being investigated on suspicion of the crime of inciting su...', meta: {'name': '2008_Sichuan_earthquake', 'source_id': '028805d0ca3d5419311b65a7d324234efcfd11668efb51f32c952344e8ec3145', 'page_number': 1}, score: 0.47982362440532583)]",0.0,0.6049047112464905,0.0,0.0,0.0
Who was the last pope to be crowned?,Paul VI,Pope Pius IX,"[Document(id=0ee41e346a8cb75c8539129cfa0012e097fefb93199e94b953b130d6a823d20d, content: 'Pope Saint John XXIII (Latin: Ioannes XXIII; Italian: Giovanni XXIII) born Angelo Giuseppe Roncalli,...', meta: {'name': 'Pope_John_XXIII', 'source_id': '21b200b333306d54410b53cfd12e123951dabfc1f534196e5309132d00e8184d', 'page_number': 1}, score: 0.5965553455670057)]",0.0,0.42167389392852783,0.0,0.0,0.0
Who handles serious medical emergencies on Norfolk Island?,the Royal Australian Air Force,Royal Australian Air Force,"[Document(id=61583a75fdba243f6a812f3bf73c41e686e4f8374db81e4dd5f1a4d5a4430336, content: '
Non-Australian citizens who are Australian permanent residents should be aware that during their st...', meta: {'name': 'Norfolk_Island', 'source_id': '8be872c9c3302a16163599d52ec60841ddff13042f8e8e2e0aa14de2c192e2ee', 'page_number': 1}, score: 0.6661485563876728)]",1.0,0.9866578578948975,1.0,1.0,1.0
Were Roman soldiers expected to purchase their own equipment?,"wealthiest citizens, who were able to purchase the best equipment",Rome was forced to effectively ignore its long-standing principle that its soldiers must be both citizens and property owners,"[Document(id=e9b65cb0ed0d083f9f18e9d8a272362d48c238c27f4ed0b8150f2dec64d25a52, content: ' In the 4th century BC, the Romans abandoned the phalanx in favour of the more flexible manipular fo...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.47970363136972916)]",1.0,0.11697272956371307,1.0,1.0,1.0
Who did Nasser's group try to assassinate?,Hussein Sirri Amer,his political opponents,"[Document(id=11a20c0aa9217ecd3b6ae5e1759f5a8a4cad36ba0608988c41a03fac43c11719, content: '"" Between April and June, hundreds of Naguib's supporters in the military were either arrested or di...', meta: {'name': 'Gamal_Abdel_Nasser', 'source_id': 'b85466a1645c50ee3517e05cdea8d4daa48f1870f244255ab389ead0fa0e44ed', 'page_number': 1}, score: 0.6007058204987675)]",1.0,0.39355385303497314,1.0,1.0,1.0
What was AJ Ayer an important member of?,Logical empiricism,arbitrators,"[Document(id=7a4b52f5a5d3fc5c0f6a38d1dee9e0f9e8662385743dce053b5e1c150c9cbd8d, content: ' The two families are therefore considered to be different clans (those of Hashim and of Umayya, res...', meta: {'name': 'Umayyad_Caliphate', 'source_id': '704c4038f63f9c5a686218060cb31639c0333dda34e87e804be75e5fec05ec53', 'page_number': 1}, score: 0.38202671645241126)]",0.0,0.22575870156288147,0.0,0.0,0.0
