questions,true_answers,predicted_answers,retrieved_docs,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
What seeks to limit the use of polysyllabic characters?,CPC,UTF-8 standard,"[Document(id=0f06154ad167e0c62a1732910968dd4068a0d290baf6698dd674b8e6df290ce5, content: ' However RFC 3629, the UTF-8 standard, recommends that byte order marks be forbidden in protocols us...', meta: {'name': 'Unicode', 'source_id': '5466bae2d66ecdb546af3cc34795de9f594465bd49e997a8c32cca0dc3b5d1e2', 'page_number': 1}, score: 0.5576395998086606)]",0.0,0.07299263030290604,0.0,0.0,0.0
In what courts can federal habeas corpus suits be brought?,federal,federal,"[Document(id=18fb3c7c246cfed9c7f86df4b14156139de2cefac2e61a9bbd26c8653739ab9b, content: ' Further, the Court's decision in Baze v. Rees, upholding a lethal injection method used by many sta...', meta: {'name': 'Capital_punishment_in_the_United_States', 'source_id': '0a4e4dda32f7be6a4f78da5ed9ee21d2cc7659112c0d087b2923a482bdc77b5b', 'page_number': 1}, score: 0.5379543078595055)]",1.0,1.0000001192092896,1.0,1.0,1.0
What did Whitehead consider himself as a philosopher? ,rank amateur,"last great Anglo-American philosopher before Wittgenstein's disciples spread their misty confusion, sufficiency, and terror."" French sociologist and anthropologist Bruno Latour even went so far as to call Whitehead ""the greatest philosopher of the 20th century","[Document(id=777192ecd0b066a38e00224d5a2269174c0dfa158ccc4e8bc7395644c0b99822, content: 'g., a religion might encourage the violent extermination of a rival religion's adherents).
However, ...', meta: {'name': 'Alfred_North_Whitehead', 'source_id': '8117b81ebe7588c941510f73f8227e3b220b56755171cb0418fdd752bb385bda', 'page_number': 1}, score: 0.5657093946225062)]",1.0,0.11629929393529892,1.0,1.0,1.0
What condition does a person have to meet to  be allowed by law on a coin?,deceased,legal tender,"[Document(id=20272f837f8ae191cb2ca1c0c96912e627a2509f85e2d6f9240c270f8fbec035, content: '
Early releases of the Washington coin included error coins shipped primarily from the Philadelphia ...', meta: {'name': 'United_States_dollar', 'source_id': '9ef37368424d1caed6a07c85856757a87fc5eb888868448328b70e21e5c46a4a', 'page_number': 1}, score: 0.5122653770702773)]",1.0,0.11276385933160782,1.0,1.0,1.0
Which region of the US experiences rain year round?,Pacific Northwest,Hawaii,"[Document(id=5cc5c90d3b7502d6e064b808c140d69c74657b0e5d9b60b7a5c3a8b76125d80b, content: 'S., with Quinault Rainforest in Washington having an average of 137 inches (348 cm). Hawaii receives...', meta: {'name': 'Geography_of_the_United_States', 'source_id': '6eef5e1e8e3a1d489b23e0304d3cc9472b84a44871b2fd5ecfc8ab3f12e8ccf0', 'page_number': 1}, score: 0.6797168161958604)]",1.0,0.5233805179595947,1.0,1.0,1.0
What is the ability to recognize and adapt to new specific pathogens called?,Adaptive (or acquired) immunity,Adaptive (or acquired) immunity,"[Document(id=ad1b87ebcacf263e09bd48e7e71e798fd5bc8ca82f8a1917807172a097a552ae, content: 'The immune system is a system of many biological structures and processes within an organism that pr...', meta: {'name': 'Immune_system', 'source_id': 'fcb8c5092b2596a66d4f96587d653cbabda606874d86632c35ec40ef8f023051', 'page_number': 1}, score: 0.6578931511774535)]",1.0,1.0000001192092896,1.0,1.0,1.0
Who allegedly hit a home run to the Center?,Babe Ruth,Babe Ruth,"[Document(id=9f4c20a2bce44cf9bd3af493be183ab333c4d80eef37f323c78a73218b2cb402, content: ' Because of the tie the Giants and Cubs ended up tied for first place. The Giants lost the ensuing o...', meta: {'name': 'Chicago_Cubs', 'source_id': '10bd5330115a2fe2b9ef60d21abe3942769709161783409af0c4444ccac129c3', 'page_number': 1}, score: 0.5064623445443148)]",1.0,1.0000001192092896,1.0,1.0,1.0
Which type of graduate from Imperial earned the second highest average starting salary after graduation?,Computing graduates,female,"[Document(id=2c88cea895d41eff8b543d55b9d2a6d4ccc9891814b7888bf4a979fddbfdc2ce, content: ' The Trust is currently the largest in the UK and has an annual turnover of £800 million, treating m...', meta: {'name': 'Imperial_College_London', 'source_id': '8ff02d910ce681fdd72074b13ed322271625386966ee827dabf1c93ca556fd6e', 'page_number': 1}, score: 0.4718451464351809)]",1.0,0.1364639550447464,1.0,1.0,1.0
In what year did Eisenhower propose his second civil rights act?,1960,1960,"[Document(id=0f23a3d664b2d9d293629ea9d692c835b9a8e93ffb30bc45de463cd9b9d93424, content: ' Therefore, Khrushchev would not take part in the summit. Up until this event, Eisenhower felt he ha...', meta: {'name': 'Dwight_D._Eisenhower', 'source_id': '859016dbddc09f1f2a8921e109d7fed820d1b8f064a73fa80275cba10849cb55', 'page_number': 1}, score: 0.642219936436536)]",1.0,1.0000001192092896,1.0,1.0,1.0
What is the current height limitation in Paris in central areas?,50 m,50 m (160 ft),"[Document(id=44b4daa4d3c4378951ca880516b3342520595caa477d61e2c5fc88de3627c8f0, content: ' Modern Paris owes much to its late 19th century Second Empire remodelling by the Baron Haussmann: m...', meta: {'name': 'Paris', 'source_id': '52b8f3ebbfb9baf9226768b89151b597c215bb08f28021147d2d798f707976c9', 'page_number': 1}, score: 0.66910672984007)]",1.0,0.804789662361145,1.0,1.0,1.0
Income level was found to have a signification correlation to which outcome in the study?,nutrition literacy,Crime rate,"[Document(id=e3d7ca757aed12075bbf76ea9a1e24a5322e40b9e0288850c49ef2d02dc252a9, content: ' Other studies have confirmed this relationship. The UNICEF index of ""child well-being in rich count...', meta: {'name': 'Economic_inequality', 'source_id': '648ff32b8c146c974b23e115e3a61420b1cdbea9de1f5bf38442ce4c1d9caa42', 'page_number': 1}, score: 0.5671652046426924)]",0.0,0.0639934316277504,0.0,0.0,0.0
How much did Viacom want in damages in their lawsuit against youtube?,$1 billion,$1 billion,"[Document(id=497c11f9fbbfb1f37be3dcd0a29d747c5f8f8967252a25e340b937417a080280, content: ' Three successful complaints for copyright infringement against a user account will result in the ac...', meta: {'name': 'YouTube', 'source_id': '4d18798daeceb997a6dcb04b575dbbdad768671ca9202116370611d944d510be', 'page_number': 1}, score: 0.6587906616356036)]",1.0,1.0000001192092896,1.0,1.0,1.0
Who should be able to challenge administrative orders in court?,individuals,individuals,"[Document(id=8a0f220e6df4e50504002c6ad6312d289ff774c9c753db65e80fb1022f521be2, content: ' Dicey's: “no man is punishable or can be lawfully made to suffer in body or goods except for a dist...', meta: {'name': 'Rule_of_law', 'source_id': '58b9477525cf8e214cd9a236fe22cc9bfe5e78fda6e2b41433bdb3e30f99d3d2', 'page_number': 1}, score: 0.5446938087977631)]",1.0,1.000000238418579,1.0,1.0,1.0
The Slavs were under what name in the early 6th century?,the Antes and the Sclaveni,Sklaboi,"[Document(id=8ad39bb1347ca9057c45116b007a845b2f566c20ddd8d7fb64626c78a4750a3c, content: 'Slavs are the largest Indo-European ethno-linguistic group in Europe. They inhabit Central Europe, E...', meta: {'name': 'Slavs', 'source_id': 'a55731ff3cd03d8fe34d4e646dbfcdc2088f01190e5110c9ff0baf4e4b486847', 'page_number': 1}, score: 0.7195013371244505)]",1.0,0.27494680881500244,1.0,1.0,1.0
How are the results simplified when using the SASO?,"into four summaries that look specifically at responses that correspond to either homosexuality, heterosexuality, bisexuality or asexuality.","measures sexual orientation on a continuum, considers various dimensions of sexual orientation, and considers homosexuality and heterosexuality separately","[Document(id=3638fb16add213ce4e749139ce1852d845838bce357ac5b46f8f2163ed664217, content: ' The classification scheme works such that individuals in the same category show the same balance be...', meta: {'name': 'Sexual_orientation', 'source_id': 'f94279650936a403aa3d2b43ab1ad42b1fd14d05455aa86fbcda6cda978ffe5c', 'page_number': 1}, score: 0.3776180459315529)]",1.0,0.6333848237991333,1.0,1.0,1.0
What socioeconomic class used the Florentine Tuscan language in Dante's time?,upper class,the family or a village priest,"[Document(id=1ac361381724706acf7a12f934a8f6a399e50f7b7857405e6b825fba7c4f2236, content: ' Other countries codified their laws; legal codes were promulgated in Castile, Poland, and Lithuania...', meta: {'name': 'Middle_Ages', 'source_id': 'f13b345e20c54b6cc55363080d7492474df62715717172aa9f1029f286010ad9', 'page_number': 1}, score: 0.5257922905676446)]",0.0,0.22852304577827454,0.0,0.0,0.0
"In addition to ammo proposals, what other need was articulated?",The need for some form of tracer or smoke trail,high rate of fire,"[Document(id=45532502a93fb403d23d2c78d298cc7d788b57372d92095d78031ff043962a4d, content: ' Under these circumstances, the Germans had to continue the war, yet could not pin down any proper m...', meta: {'name': 'Franco-Prussian_War', 'source_id': 'a0061af5e8954755f51ba336d899763a228676b667c28764a7ea7e6303f0d79c', 'page_number': 1}, score: 0.38680520179324923)]",0.0,0.26763296127319336,0.0,0.0,0.0
What is that power that enables us to love?,Prevenient grace,"wisdom and understanding enhance one's faith in God. According to him, these are the tools that God uses to commune with a contemplative. Love in the soul is both the cause and result of true understanding and judgement","[Document(id=9f0a0b71abae404c8342fedf70ff8f016c3a6b4ec47cc4fee1252fcf9d7adea4, content: '
One of Albert's greatest contributions was his study of Dionysus the Areopagite, a mystical theolog...', meta: {'name': 'Dominican_Order', 'source_id': 'f55ba4e5b37c737e23256c74229a0bf3a5c697b70e171c6ce20c437d900b023e', 'page_number': 1}, score: 0.449116765433877)]",0.0,0.29284828901290894,0.0,0.0,0.0
"Who was assassinated on September 22, 189 AD?",He Jin,Caesar,"[Document(id=dd09780a89c3259aae7f10ab2070b88e3687ba1267d0d7b037e76509ccd66648, content: ' Thus, the assemblies became powerless and were unable to oppose him.
Caesar was assassinated on Mar...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.44714711562407566)]",0.0,0.1853158324956894,0.0,0.0,0.0
How did Gaddafi change the legal system?,he introduced sharia as the basis for the legal system,sharia,"[Document(id=4d48682f805f7a385767a5c2825f3fc2119d2b698a7fc9592571f5590731bae6, content: 'Muammar Muhammad Abu Minyar al-Gaddafi (Arabic: معمر محمد أبو منيار القذافي‎ Arabic pronunciation: [...', meta: {'name': 'Muammar_Gaddafi', 'source_id': '8152b4f6f236e7f6841b777d688aa105c66dbcee3fe926720311ce23eed0a380', 'page_number': 1}, score: 0.6177406623423897)]",1.0,0.6138635277748108,1.0,1.0,1.0
What name was it assumed Elizabeth would take upon her marriage to Philip?,"Mountbatten,",House of Mountbatten,"[Document(id=e315f255311d7dc4c756937a51f6602a99f1b8e3b0a145306a3d8c41c258bc57, content: ' She was educated privately at home. Her father acceded to the throne on the abdication of his broth...', meta: {'name': 'Elizabeth_II', 'source_id': '701ad172dfcc8791d990bf596fe61055a5548b2e1847cd32a5d9c011ed8a1ed8', 'page_number': 1}, score: 0.6146287331638632)]",1.0,0.7635930776596069,1.0,1.0,1.0
What was the attack on the British weakness?,Battle of Fort Bull,Minorca in the Mediterranean,"[Document(id=19aa0d6dee9980002e943f9e1d31d63db517fa0aae06cfc59222ce379dddd1bd, content: ' As prime minister Pitt committed Britain to a grand strategy of seizing the entire French Empire, e...', meta: {'name': 'Seven_Years%27_War', 'source_id': '3ce1ed9d37c2147a385da7d5e5b943fd3d7b17c5d89dca3dd9b367b2b1f095e3', 'page_number': 1}, score: 0.5842505432740723)]",0.0,0.0038108360022306442,0.0,0.0,0.0
How much of South Tucson is Native American?,10%,Hohokam,"[Document(id=566e0e1e8fea2b2d4f4780311f659535816e073357090acf35a5060d287a12d1, content: 'Tucson (/ˈtuːsɒn/ /tuːˈsɒn/) is a city and the county seat of Pima County, Arizona, United States, a...', meta: {'name': 'Tucson,_Arizona', 'source_id': '1cd8368afbbb7156e4d37c16c9795a1cf7209fbd0036331b6759337ae62d7224', 'page_number': 1}, score: 0.6144746452329479)]",1.0,0.08153045177459717,1.0,1.0,1.0
Whose theory claimed that species were unchanging and designed by God?,John Ray,John Ray,"[Document(id=9a450124afc12f193f72ae1f8310b72ada7cbbf8f34bbd71f66eb32b0f47efbc, content: ' With the development of the modern evolutionary synthesis in the 1930s and 1940s, Darwin's concept ...', meta: {'name': 'On_the_Origin_of_Species', 'source_id': 'adac4711b7d224abae00474e53083755e6a0b31beb5aef768574d738fabcf0e6', 'page_number': 1}, score: 0.6905690706074652)]",1.0,1.0000001192092896,1.0,1.0,1.0
Who can restore a database that has been corrupted?,database administrator,RAID,"[Document(id=a80859df82d1d384a197f48e26a3b04228abfce695b712003b1161d5e181e6f7, content: 'A database management system (DBMS) is a computer software application that interacts with the user,...', meta: {'name': 'Database', 'source_id': '98b09743ece9be42ad021f0dc6ffab08c322e7eeace6aae0b98b4bbf67224bd3', 'page_number': 1}, score: 0.4148625502062699)]",1.0,0.23673129081726074,1.0,1.0,1.0
What unpopular philosopher's text did Avicenna learn from?,Abu Abdullah Nateli,Abu Abdullah Nateli,"[Document(id=ec70e294a8a1203ecdbb9fe95270466a0129a5d607fe306df146559206aa5b31, content: ' Avicenna first began to learn the Quran and literature in such a way that when he was ten years old...', meta: {'name': 'Avicenna', 'source_id': '25cbb1011a29473e1dfa8d96ebe95bc8ead7393548de57e871f959624f7238f1', 'page_number': 1}, score: 0.7299585588069163)]",1.0,1.0,1.0,1.0,1.0
What was the event called that caused  Ayutthaya  to reclaim lost territories ?,the Chinese threat,Ayutthaya recovered its territories by 1770,"[Document(id=391f8278a6d664b0fda2a91e05a75fcb178e560aca2778cf3383f74470691074, content: ' Its trade and secular administrative reforms built a prosperous economy for more than 80 years. Fro...', meta: {'name': 'Myanmar', 'source_id': '3d5d8c2f0b407573851f7793034e3f28664c9739d422faaf23da089d3bb275b3', 'page_number': 1}, score: 0.49740108859030846)]",1.0,0.10474255681037903,1.0,1.0,1.0
"Before the introduction of the Latin alphabet, how was Old English written?",runic system,runic system,"[Document(id=540a5b537ec7e1fdea905baae428e9a4c76167e7be305ec2dac494ec1ac16d1f, content: 'Old English (Ænglisc, Anglisc, Englisc) or Anglo-Saxon is the earliest historical form of the Englis...', meta: {'name': 'Old_English', 'source_id': '499102fb98655495aa1290f40a7501a80d34498ace9fe691454bd3cbff83f7cd', 'page_number': 1}, score: 0.6427731581432499)]",1.0,1.000000238418579,1.0,1.0,1.0
"When groups that are antagonistic to each other form a coalition for hidden gain, it is called what?",unholy alliance,unholy alliance,"[Document(id=b281d8f2fa5c72bf9176af2f66fbd72725ba99c1c3e8e2e12044e694c6ee3bbe, content: ' This sum itself may be all or a portion of the difference between the actual (inflated) payment to ...', meta: {'name': 'Political_corruption', 'source_id': 'e7c84fb03cb06b72c4ab51eb24218e9f2a10b95493e43d575342db0ffa3e9e1d', 'page_number': 1}, score: 0.5003888561596567)]",1.0,1.0,1.0,1.0,1.0
What made a strong economic case for investing in low carbon technologies?,Stern Review,The Stern Review,"[Document(id=d8e9c2fbdeffaa4d8556deecba15bceb380011371746091dbaeb7542415289ef, content: ' Tax and subsidy shifting can help overcome these problems, though is also problematic to combine di...', meta: {'name': 'Renewable_energy_commercialization', 'source_id': 'fa5f7904b8df5272f4f870ed401f610435c916171c87b47deed9a45e6bd594ea', 'page_number': 1}, score: 0.5684680461699898)]",1.0,0.8556329011917114,1.0,1.0,1.0
"Who introduced the Latin version of the word ""insect""?",Pliny the Elder,Pliny the Elder,"[Document(id=d4ddb3955cf6ff9d6bed687f54220f695fef0951972c64309938d9cf7670f6ba, content: '
The word ""insect"" comes from the Latin word insectum, meaning ""with a notched or divided body"", or ...', meta: {'name': 'Insect', 'source_id': 'e14215fdfb7e1394430dedb24549d773464f110b7f19b86558bc101f84126630', 'page_number': 1}, score: 0.8069591810257106)]",1.0,1.0,1.0,1.0,1.0
What was started by the Roman Catholic Church to dispense of the Cathars in Languedoc?,The Cathar Crusade,Latin,"[Document(id=849449c1450a95f93162f06fa31dc5068c49e9309fa9a5571acb08b712097028, content: ' Several texts proposed for his approval had to be changed. But all texts were finally agreed upon. ...', meta: {'name': 'Pope_Paul_VI', 'source_id': 'fc82a40c990c0b3840b06b32643858d39984b66d78ae950561d809dc84d6edf8', 'page_number': 1}, score: 0.5101620714643623)]",0.0,0.21103423833847046,0.0,0.0,0.0
What music service is a huge competitor for Tidal?,Spotify,Spotify,"[Document(id=ea56a7c43f1347c76ec07affd8ad20729d040a8d58a36f56583b537f903e8142, content: '
The release of a video-game Starpower: Beyoncé was cancelled after Beyoncé pulled out of a $100 mil...', meta: {'name': 'Beyoncé', 'source_id': 'df5e2ca169dc6cf68bbfa81e78478ec035f276c65d7f24df15ba60a18401232b', 'page_number': 1}, score: 0.5759942076459466)]",0.0,1.0,0.0,0.0,0.0
How much was each copper token worth?,a halfpenny,5-cent,"[Document(id=842ad1ee7799e7ecbfdfb163f8afe265cf62972cba3da0e97be6f505cb10fc03, content: ' In North America, copper mining began with marginal workings by Native Americans. Native copper is ...', meta: {'name': 'Copper', 'source_id': 'de5c60a665b93f9b358be412d53a37ca43d90005e3ec9a553ac38a38f076fadc', 'page_number': 1}, score: 0.47993080401424804)]",0.0,0.7035895586013794,0.0,0.0,0.0
What ships were attacked in 1852?,Glencoe and Sea Nymph,HMS Jasper,"[Document(id=91f5b594d5423035cb6299d6343f01bf4eb248b5aa8de432e2f6c51ddedca474, content: ' On 21 May 1855, the gunboats and armed steamers attacked the seaport of Taganrog, the most importan...', meta: {'name': 'Crimean_War', 'source_id': '66f44772af3b4c2aebf16f2866ee8ea9e71fc3471480ed94ea0b2638c0f5b570', 'page_number': 1}, score: 0.5363870553469913)]",0.0,0.3474302887916565,0.0,0.0,0.0
What was the first fossil to display both clearly traditional reptilian characteristics?,Archaeopteryx,Archaeopteryx,"[Document(id=5b537a30444228b3b5e39f8e28a321a8e774f6051560dcab29bb0ece8b5ae99e, content: ' Unlike Archaeopteryx and the non-avialan feathered dinosaurs, who primarily ate meat, recent studie...', meta: {'name': 'Bird', 'source_id': '76114e3e9c92caec1de2bcfd38b6f22e1b48487f665fa6392f914934a6748ae1', 'page_number': 1}, score: 0.5631311233054687)]",1.0,1.0,1.0,1.0,1.0
What are the theories that integrate molecular genetics with Darwinian evolution called?,the modern evolutionary synthesis,modern evolutionary synthesis,"[Document(id=7ff269861e7df34fcebf71c4907ef4694447d099e228c45550f4e2387812c2fd, content: ' This dogma has since been shown to have exceptions, such as reverse transcription in retroviruses. ...', meta: {'name': 'Gene', 'source_id': 'aedb09488dc3b766bb8c9b41d942aeb0d62f6f6c6c92506004b72557882725cc', 'page_number': 1}, score: 0.5781950352097195)]",1.0,0.9375607371330261,1.0,1.0,1.0
At what time did Tesla get dinner?,8:10 p.m,"8:10 p.m., at Delmonico's restaurant and later the Waldorf-Astoria Hotel. Tesla would telephone his dinner order to the headwaiter, who also could be the only one to serve him. ""The meal was required to be ready at eight o'clock","[Document(id=bf93e5ca5e1091757426fa6d168a7b90f8c1d9dad833880ffcb9b06d8ad2b0f7, content: ' There are a minimum of 278 patents issued to Tesla in 26 countries that have been accounted for. Ma...', meta: {'name': 'Nikola_Tesla', 'source_id': 'ceea6a1645d15ba7fe20b687be69cd66b3781b3889ef8a0693edc64967068a28', 'page_number': 1}, score: 0.687530275591786)]",1.0,0.311399906873703,1.0,1.0,1.0
In what year did the French reach Alsace?,1444,1789,"[Document(id=5ba09395255feae4ebf751bb80a7a4fa5d79691518f143a0bddc36e8712f8fc6, content: ' As a result, Alsace was transformed into a mosaic of Catholic and Protestant territories. On the ot...', meta: {'name': 'Alsace', 'source_id': '1105499d303196fb0b7ae4d26209720b0040e63376f114d458fd77f05836cbd4', 'page_number': 1}, score: 0.6855752258831345)]",1.0,0.5213750004768372,1.0,1.0,1.0
Who was responsible for the handling of the Roman census?,two censors,Comitia Tributa,"[Document(id=6bfe26157bc8b93a3c22f1f4d5b8228d372139a27dc2848c3d256ad4386f3b4f, content: ' the citizens of Rome), the Comitia Tributa, was presided over by a consul, and was composed of 35 t...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.4990089103457631)]",1.0,0.14773741364479065,1.0,1.0,1.0
When was a resolution agreed to about Chinese human rights issues in San Francisco?,"April 1, 2008","April 1, 2008","[Document(id=1e41339b2f87d6ffb45a6e6882ca2d5cec93b2ada663205b1745d23021ff3c6d, content: ' The planned closing ceremony at Justin Herman Plaza was cancelled and instead, a ceremony was held ...', meta: {'name': '2008_Summer_Olympics_torch_relay', 'source_id': 'a45e6ea09a1ff12d8a239a682c8ef3735ae894d5ab6427b50909053bb046e8b5', 'page_number': 1}, score: 0.5200463937587196)]",1.0,1.0,1.0,1.0,1.0
Who was the last pope to be crowned?,Paul VI,Pius XII,"[Document(id=84e7b362d02db50bb7dd66920598b2f7bcfeaad549dacdf2dc9aa4ad9c16171f, content: ' John XXIII became the first Pope to receive the title, followed by John Paul II in 1994 and Francis...', meta: {'name': 'Pope_John_XXIII', 'source_id': '21b200b333306d54410b53cfd12e123951dabfc1f534196e5309132d00e8184d', 'page_number': 1}, score: 0.5445188707405088)]",0.0,0.6628619432449341,0.0,0.0,0.0
Who handles serious medical emergencies on Norfolk Island?,the Royal Australian Air Force,Royal Australian Air Force,"[Document(id=61583a75fdba243f6a812f3bf73c41e686e4f8374db81e4dd5f1a4d5a4430336, content: '
Non-Australian citizens who are Australian permanent residents should be aware that during their st...', meta: {'name': 'Norfolk_Island', 'source_id': '8be872c9c3302a16163599d52ec60841ddff13042f8e8e2e0aa14de2c192e2ee', 'page_number': 1}, score: 0.6689246760470762)]",1.0,0.9528100490570068,1.0,1.0,1.0
Were Roman soldiers expected to purchase their own equipment?,"wealthiest citizens, who were able to purchase the best equipment",the Roman state was forced to arm its soldiers at the expense of the state,"[Document(id=1c55594460ba4e27d8751041858090c94678420d1701172511f1bad1a1d70154, content: ' As a result, the Roman state was forced to arm its soldiers at the expense of the state, which it h...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 0.5434537812989179)]",1.0,0.255912184715271,1.0,1.0,1.0
Who did Nasser's group try to assassinate?,Hussein Sirri Amer,Nuri al-Said,"[Document(id=c355e0f20036a60ada1e4711a62b4d11adebf07dce76a808203fdd588cc1168e, content: '"" Nasser ordered a crackdown against Syrian communists, dismissing many of them from their governmen...', meta: {'name': 'Gamal_Abdel_Nasser', 'source_id': 'b85466a1645c50ee3517e05cdea8d4daa48f1870f244255ab389ead0fa0e44ed', 'page_number': 1}, score: 0.6408207539725228)]",1.0,0.5893326997756958,1.0,1.0,1.0
What was AJ Ayer an important member of?,Logical empiricism,computer pioneer and inventor,"[Document(id=f7e96505ccf7689f7e371e32dcd7a1dc9fa715eb5b41f801d29a38043eb97ec3, content: '
Other: Civil rights leader W. E. B. Du Bois; philosopher Henry David Thoreau; authors Ralph Waldo E...', meta: {'name': 'Harvard_University', 'source_id': '7f91a9284c2db4a8d1147861fa2c02c6a25281db1cbc78097950be011c0e6269', 'page_number': 1}, score: 0.37024883815166565)]",0.0,0.10659181326627731,0.0,0.0,0.0
