questions,true_answers,predicted_answers,retrieved_docs,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
What is the ability to recognize and adapt to new specific pathogens called?,Adaptive (or acquired) immunity,Antigen specificity,"[Document(id=a4a5008fab761323a2771c50538a7e75c9cf4ed6426bbef3a6ae08b7edd123e4, content: ' The adaptive immune response is antigen-specific and requires the recognition of specific ""non-self...', meta: {'name': 'Immune_system', 'source_id': 'fcb8c5092b2596a66d4f96587d653cbabda606874d86632c35ec40ef8f023051', 'page_number': 1}, score: 159.91248406200884)]",1.0,0.2857634127140045,1.0,1.0,1.0
Who allegedly hit a home run to the Center?,Babe Ruth,Babe Ruth,"[Document(id=bde5f6c2b4913151f9e46d6578f4f20345ade116f2e96b5ae76ef509e1e517dd, content: ' Because of the tie the Giants and Cubs ended up tied for first place. The Giants lost the ensuing o...', meta: {'name': 'Chicago_Cubs', 'source_id': '10bd5330115a2fe2b9ef60d21abe3942769709161783409af0c4444ccac129c3', 'page_number': 1}, score: 164.45063393002806)]",1.0,1.0,1.0,1.0,1.0
Which type of graduate from Imperial earned the second highest average starting salary after graduation?,Computing graduates,3.36,"[Document(id=8190e2f3cfba3c67fc319c1eba30ec986d8174be2decff7ed0bb12a364fb52bb, content: '
The College's endowment is sub-divided into three distinct portfolios: (i) Unitised Scheme – a unit...', meta: {'name': 'Imperial_College_London', 'source_id': '8ff02d910ce681fdd72074b13ed322271625386966ee827dabf1c93ca556fd6e', 'page_number': 1}, score: 140.20154888024658)]",1.0,-0.009853528812527657,1.0,1.0,1.0
In what year did Eisenhower propose his second civil rights act?,1960,1955,"[Document(id=0d88cb30320f0b038a71e1d9aa43a891187ded88e8298726341208761ff3f32a, content: ' Congress agreed to his request in 1955 for the Formosa Resolution, which obliged the U.S. to milita...', meta: {'name': 'Dwight_D._Eisenhower', 'source_id': '859016dbddc09f1f2a8921e109d7fed820d1b8f064a73fa80275cba10849cb55', 'page_number': 1}, score: 185.40736255863564)]",1.0,0.6117545962333679,1.0,1.0,1.0
What is the current height limitation in Paris in central areas?,50 m,"2,300 km2","[Document(id=b1a257cabbb0177c72b7e21764d67b5fde052b256f5fa1b3a533adabf91c13c0, content: ' Overall, the city is relatively flat, and the lowest point is 35 m (115 ft) above sea level. Paris ...', meta: {'name': 'Paris', 'source_id': '52b8f3ebbfb9baf9226768b89151b597c215bb08f28021147d2d798f707976c9', 'page_number': 1}, score: 183.58814741162405)]",1.0,0.39352455735206604,1.0,1.0,1.0
Income level was found to have a signification correlation to which outcome in the study?,nutrition literacy,Crime rate,"[Document(id=cfc35d312a7f860ff8772433762d5f27e606e10585399783dd129af1d4d74ed4, content: ' Other studies have confirmed this relationship. The UNICEF index of ""child well-being in rich count...', meta: {'name': 'Economic_inequality', 'source_id': '648ff32b8c146c974b23e115e3a61420b1cdbea9de1f5bf38442ce4c1d9caa42', 'page_number': 1}, score: 94.23477686141754)]",0.0,0.12108045816421509,0.0,0.0,0.0
How much did Viacom want in damages in their lawsuit against youtube?,$1 billion,$1 billion,"[Document(id=56ff4bdb4f543c61c1f516ba1e544e83e117ab5512bae58b2264fa6b6d86f26b, content: ' Three successful complaints for copyright infringement against a user account will result in the ac...', meta: {'name': 'YouTube', 'source_id': '4d18798daeceb997a6dcb04b575dbbdad768671ca9202116370611d944d510be', 'page_number': 1}, score: 173.34560648176648)]",1.0,0.9999998807907104,1.0,1.0,1.0
Who should be able to challenge administrative orders in court?,individuals,individuals,"[Document(id=5c5f6a0591170904a56f4c0417e667089761d8d8f013f55283aff164fdadd75b, content: ' Dicey's: “no man is punishable or can be lawfully made to suffer in body or goods except for a dist...', meta: {'name': 'Rule_of_law', 'source_id': '58b9477525cf8e214cd9a236fe22cc9bfe5e78fda6e2b41433bdb3e30f99d3d2', 'page_number': 1}, score: 116.19394976028495)]",1.0,1.0,1.0,1.0,1.0
The Slavs were under what name in the early 6th century?,the Antes and the Sclaveni,Veneti,"[Document(id=4236cbbf71506fe35f0da033ea9b465edf3cfbfdd8e6bac2b259b18835cc0408, content: '
The relationship between the Slavs and a tribe called the Veneti east of the River Vistula in the R...', meta: {'name': 'Slavs', 'source_id': 'a55731ff3cd03d8fe34d4e646dbfcdc2088f01190e5110c9ff0baf4e4b486847', 'page_number': 1}, score: 210.39712772144958)]",1.0,0.36141833662986755,1.0,1.0,1.0
How are the results simplified when using the SASO?,"into four summaries that look specifically at responses that correspond to either homosexuality, heterosexuality, bisexuality or asexuality.",rounded upwards to a standard value,"[Document(id=8ae5bc77fffde73dcdcec12fc78bbf57d94500975ce0e61f00c40591b931f6f3, content: ' If the noise-based speed (40:1) is lower than the saturation-based speed, or undefined because of h...', meta: {'name': 'Film_speed', 'source_id': 'cd350045b0fbc5c253411cbf952460337caeec603c6f046e13f60bcc9428df61', 'page_number': 1}, score: 95.309555843697)]",0.0,0.10711224377155304,0.0,0.0,0.0
What socioeconomic class used the Florentine Tuscan language in Dante's time?,upper class,literate and upper class,"[Document(id=149c6390292392d4438c9191dca43bbe827c20a86bb7bfc502679813d7fcc108, content: ' Due to Eastern Lombard's status as a Gallo-Italic language, an Eastern Lombard speaker may, in fact...', meta: {'name': 'Dialect', 'source_id': '2e05b686e48c9512ae5466f1d15202b44fdc903ea32d0a42c5dbc9ef173d051d', 'page_number': 1}, score: 177.45530984259983)]",1.0,0.8130882978439331,1.0,1.0,1.0
"In addition to ammo proposals, what other need was articulated?",The need for some form of tracer or smoke trail,defense budget,"[Document(id=6dc8ce5b8fdef387c2de164c01dcffc0e922afdd3d2159709f5aea4e8f1b3317, content: 'N. speech was well received but the Soviets never acted upon it, due to an overarching concern for t...', meta: {'name': 'Dwight_D._Eisenhower', 'source_id': '859016dbddc09f1f2a8921e109d7fed820d1b8f064a73fa80275cba10849cb55', 'page_number': 1}, score: 82.36219845719191)]",0.0,-0.04582870751619339,0.0,0.0,0.0
What is that power that enables us to love?,Prevenient grace,Long-term relationships allow adolescents to gain the skills necessary for high-quality relationships later in life and develop feelings of self-worth,"[Document(id=9df0e87f01c1b2c8ac7969d77fe5940944b4885a75655d3b107fbb3e960b582b, content: '0 for males and 17.3 for females. The typical duration of relationships increases throughout the tee...', meta: {'name': 'Adolescence', 'source_id': '4687b887b5783807c17e352eca017193687de7d3428929359d466eaed34ebbe4', 'page_number': 1}, score: 99.769775039754)]",0.0,0.00461157038807869,0.0,0.0,0.0
"Who was assassinated on September 22, 189 AD?",He Jin,He Jin,"[Document(id=1023d346fa09f68f024520eed11ceb8d146eebd929e4d93e19ec61ae32461e57, content: ' 189 AD), half-brother to Empress He (d. 189 AD), plotted with Yuan Shao (d. 202 AD) to overthrow th...', meta: {'name': 'Han_dynasty', 'source_id': '060d95b91f9c20e5c8cd8b8a032ab44aac38ab88ce62d3c302bea0865f533568', 'page_number': 1}, score: 149.4057899599862)]",1.0,1.0,1.0,1.0,1.0
How did Gaddafi change the legal system?,he introduced sharia as the basis for the legal system,sharia law,"[Document(id=6d61cd8c91a3530f637646f434785421d170c3d742a9e1e779b8ad38390b3f4f, content: ' Gaddafi proclaimed that the People's Congresses provided for Libya's every political need, renderin...', meta: {'name': 'Muammar_Gaddafi', 'source_id': '8152b4f6f236e7f6841b777d688aa105c66dbcee3fe926720311ce23eed0a380', 'page_number': 1}, score: 209.24689365314305)]",1.0,0.6846116185188293,1.0,1.0,1.0
What name was it assumed Elizabeth would take upon her marriage to Philip?,"Mountbatten,",Prince of Wales,"[Document(id=674be8f4e2b3d36a3dc034fda7b76c2fb89a2227d149ad2cfedc89552d0e55cb, content: ' She was educated privately at home. Her father acceded to the throne on the abdication of his broth...', meta: {'name': 'Elizabeth_II', 'source_id': '701ad172dfcc8791d990bf596fe61055a5548b2e1847cd32a5d9c011ed8a1ed8', 'page_number': 1}, score: 226.112612709885)]",1.0,0.09200291335582733,1.0,1.0,1.0
What was the attack on the British weakness?,Battle of Fort Bull,sea communications,"[Document(id=2982b60b277d226d31c0a9fe90582fab11b0c6ff0f2e5a54d4e342474fbc3795, content: '
In 1941, the Luftwaffe shifted strategy again. Erich Raeder—commander-in-chief of the Kriegsmarine—...', meta: {'name': 'The_Blitz', 'source_id': 'fea4ab1f340714cf83574f4d286ac91905b5e48ca1b66018f16a22a73ba1bcbf', 'page_number': 1}, score: 149.98474112003294)]",0.0,-0.1473046839237213,0.0,0.0,0.0
How much of South Tucson is Native American?,10%,Paleo-Indians,"[Document(id=ca6350a9a8c38782a1850582e37efb990f91441f3354b7b61cf884e4720f16a2, content: 'Tucson (/ˈtuːsɒn/ /tuːˈsɒn/) is a city and the county seat of Pima County, Arizona, United States, a...', meta: {'name': 'Tucson,_Arizona', 'source_id': '1cd8368afbbb7156e4d37c16c9795a1cf7209fbd0036331b6759337ae62d7224', 'page_number': 1}, score: 209.14760880036863)]",1.0,0.060131728649139404,1.0,1.0,1.0
Whose theory claimed that species were unchanging and designed by God?,John Ray,William Paley,"[Document(id=ff5e838b8a7222ff21358b50a0b3729b6239d2d61bd80a57e62cd9d0ea6d30db, content: ' Lamarck thought there was an inherent progressive tendency driving organisms continuously towards g...', meta: {'name': 'On_the_Origin_of_Species', 'source_id': 'adac4711b7d224abae00474e53083755e6a0b31beb5aef768574d738fabcf0e6', 'page_number': 1}, score: 168.91207509332548)]",1.0,0.2320324182510376,1.0,1.0,1.0
Who can restore a database that has been corrupted?,database administrator,Database transactions,"[Document(id=5baf5b500fc870a57b1f1a3f45f13e9b554e1d91359189ce3677cff042e60b2d, content: ' Data security prevents unauthorized users from viewing or updating the database. Using passwords, u...', meta: {'name': 'Database', 'source_id': '98b09743ece9be42ad021f0dc6ffab08c322e7eeace6aae0b98b4bbf67224bd3', 'page_number': 1}, score: 81.34420688916279)]",1.0,0.4896238446235657,1.0,1.0,1.0
What unpopular philosopher's text did Avicenna learn from?,Abu Abdullah Nateli,Abu Abdullah Nateli,"[Document(id=cbebf9a70685ea0e72bcf8c9f1dbbe9b7163ee26279b633446edf34314600fb3, content: ' Janssens demonstrated that Avicenna was a Sunni Hanafi. However, the 14th cenutry Shia faqih Nurull...', meta: {'name': 'Avicenna', 'source_id': '25cbb1011a29473e1dfa8d96ebe95bc8ead7393548de57e871f959624f7238f1', 'page_number': 1}, score: 181.94319586501797)]",1.0,1.0000001192092896,1.0,1.0,1.0
What was the event called that caused  Ayutthaya  to reclaim lost territories ?,the Chinese threat,Ayutthaya seized Tenasserim and Lan Na,"[Document(id=44578618b4cabfbc0cb6f3a6c6bcbb6b409d7ee16e69f6d347ef2686cc41aaf9, content: ' Many splendid temples of Mrauk U were built during this period.
Political unification returned in t...', meta: {'name': 'Myanmar', 'source_id': '3d5d8c2f0b407573851f7793034e3f28664c9739d422faaf23da089d3bb275b3', 'page_number': 1}, score: 153.3439765889078)]",1.0,0.2441307157278061,1.0,1.0,1.0
"Before the introduction of the Latin alphabet, how was Old English written?",runic system,the scholarly and diplomatic lingua franca of Western Europe,"[Document(id=d806131552e88e82e2690be85e2fbf31773e47614f5d7a8efdc4ab729427ca2b, content: 'Old English (Ænglisc, Anglisc, Englisc) or Anglo-Saxon is the earliest historical form of the Englis...', meta: {'name': 'Old_English', 'source_id': '499102fb98655495aa1290f40a7501a80d34498ace9fe691454bd3cbff83f7cd', 'page_number': 1}, score: 161.545426839566)]",1.0,-0.028287040069699287,1.0,1.0,1.0
"When groups that are antagonistic to each other form a coalition for hidden gain, it is called what?",unholy alliance,unholy alliance,"[Document(id=c54ac19342651f97c105c4825d0b82cbf05684cf1d7c4921e0d078a7212b4a21, content: ' A common type of embezzlement is that of personal use of entrusted government resources; for exampl...', meta: {'name': 'Political_corruption', 'source_id': 'e7c84fb03cb06b72c4ab51eb24218e9f2a10b95493e43d575342db0ffa3e9e1d', 'page_number': 1}, score: 113.39244671567084)]",1.0,1.0,1.0,1.0,1.0
What made a strong economic case for investing in low carbon technologies?,Stern Review,Clean Edge,"[Document(id=639620812442614c676be21cf936d052650009771bc4d08df98e8056e4441e38, content: '
New government spending, regulation, and policies helped the industry weather the 2009 economic cri...', meta: {'name': 'Renewable_energy_commercialization', 'source_id': 'fa5f7904b8df5272f4f870ed401f610435c916171c87b47deed9a45e6bd594ea', 'page_number': 1}, score: 114.57287042595362)]",1.0,0.03996779024600983,1.0,1.0,1.0
"Who introduced the Latin version of the word ""insect""?",Pliny the Elder,Pliny the Elder,"[Document(id=de63707a025645c7fcc7a26e6dd37ddd29a27cd60ff187ce487e0d07217708ee, content: '
The word ""insect"" comes from the Latin word insectum, meaning ""with a notched or divided body"", or ...', meta: {'name': 'Insect', 'source_id': 'e14215fdfb7e1394430dedb24549d773464f110b7f19b86558bc101f84126630', 'page_number': 1}, score: 184.29502006117178)]",1.0,1.0,1.0,1.0,1.0
What was started by the Roman Catholic Church to dispense of the Cathars in Languedoc?,The Cathar Crusade,Solemn League and Covenant,"[Document(id=294cb7f92ff7b12fcb46517fe4d6a01dde32bbc7da8bef063a2198c6c5e17b5d, content: ' King James VI and I moved the Church of Scotland towards an episcopal form of government, and in 16...', meta: {'name': 'Presbyterianism', 'source_id': '877a7482c970246770aa25a5ae653f4f112d330b960d60a2b0f3cd425e6aafa3', 'page_number': 1}, score: 139.826848514211)]",0.0,0.2895878553390503,0.0,0.0,0.0
What music service is a huge competitor for Tidal?,Spotify,Spotify,"[Document(id=f0c6a5cd5408a0fc01c220e5910c03a2241fbe85099410f518592c1fb7098441, content: ' ""Creating a partnership with Beyoncé, one of the most hard-working and talented people in the world...', meta: {'name': 'Beyoncé', 'source_id': 'df5e2ca169dc6cf68bbfa81e78478ec035f276c65d7f24df15ba60a18401232b', 'page_number': 1}, score: 122.76790646829441)]",0.0,1.0000001192092896,0.0,0.0,0.0
How much was each copper token worth?,a halfpenny,420 tonnes,"[Document(id=c33b50fb6577eb4a1d34f1a64e9894bfb5e12d5d14ead247ecfbea9a73a8a7a1, content: ' The largest mass of elemental copper discovered weighed 420 tonnes and was found in 1857 on the Kew...', meta: {'name': 'Copper', 'source_id': 'de5c60a665b93f9b358be412d53a37ca43d90005e3ec9a553ac38a38f076fadc', 'page_number': 1}, score: 145.30230866209183)]",0.0,-0.06792526692152023,0.0,0.0,0.0
What ships were attacked in 1852?,Glencoe and Sea Nymph,"1,436 people were killed and 1,792 seriously injured, which affected morale badly.","[Document(id=dc733dafa156c8cd33c8bfe0b3a7341d74398730f0f97dd80f1c0b07d6a07ef7, content: '
In the north, substantial efforts were made against Newcastle-upon-Tyne and Sunderland, which were ...', meta: {'name': 'The_Blitz', 'source_id': 'fea4ab1f340714cf83574f4d286ac91905b5e48ca1b66018f16a22a73ba1bcbf', 'page_number': 1}, score: 160.31924929990572)]",0.0,0.06491856276988983,0.0,0.0,0.0
What was the first fossil to display both clearly traditional reptilian characteristics?,Archaeopteryx,Eomaia,"[Document(id=deb49612ed6c7dff5f1ffa19a9e6cc731756e662202cde46400d79672a69618a, content: ' In the early Triassic, all the medium to large land carnivore niches were taken over by archosaurs ...', meta: {'name': 'Mammal', 'source_id': 'ce12abe98969c8fca9c93088950b36e820ec47c4c63f339bc203185f79f0242d', 'page_number': 1}, score: 169.29409728513733)]",0.0,0.19462870061397552,0.0,0.0,0.0
What are the theories that integrate molecular genetics with Darwinian evolution called?,the modern evolutionary synthesis,evolutionary ideas,"[Document(id=d15c16a1667444f39bb31041c3f1fed3d72c856e8a47c2abfeec45c7779ab45c, content: 'On the Origin of Species, published on 24 November 1859, is a work of scientific literature by Charl...', meta: {'name': 'On_the_Origin_of_Species', 'source_id': 'adac4711b7d224abae00474e53083755e6a0b31beb5aef768574d738fabcf0e6', 'page_number': 1}, score: 176.87905088243622)]",0.0,0.4085172116756439,0.0,0.0,0.0
At what time did Tesla get dinner?,8:10 p.m,8:10 p.m,"[Document(id=2ed21a855190ee9369cd4351878edc528d570a2136e3a2612158d6108a59491e, content: ' until 6:00 p.m. or later, with dinner from exactly 8:10 p.m., at Delmonico's restaurant and later t...', meta: {'name': 'Nikola_Tesla', 'source_id': 'ceea6a1645d15ba7fe20b687be69cd66b3781b3889ef8a0693edc64967068a28', 'page_number': 1}, score: 230.03812342004315)]",1.0,1.0000001192092896,1.0,1.0,1.0
In what year did the French reach Alsace?,1444,1789,"[Document(id=93996e15e538ef99cbc1f14e3a6eca7f547c782d02004cfe4d90863b09e3c9ba, content: ' When hostilities were concluded in 1648 with the Treaty of Westphalia, most of Alsace was recognize...', meta: {'name': 'Alsace', 'source_id': '1105499d303196fb0b7ae4d26209720b0040e63376f114d458fd77f05836cbd4', 'page_number': 1}, score: 192.92581302092802)]",1.0,0.4256799817085266,1.0,1.0,1.0
Who was responsible for the handling of the Roman census?,two censors,augurs,"[Document(id=a5e5aea2af0395511da534b5312305295571fb6c4dadbbf94b18f8c15af3add7, content: 'The priesthoods of public religion were held by members of the elite classes. There was no principle...', meta: {'name': 'Religion_in_ancient_Rome', 'source_id': '5539950aa68a34aaa32ce17890e29473510376f98e0ff668c55f32354d881f90', 'page_number': 1}, score: 160.02474930212503)]",0.0,0.12105397880077362,0.0,0.0,0.0
When was a resolution agreed to about Chinese human rights issues in San Francisco?,"April 1, 2008","April 1, 2008","[Document(id=d16248de2a5e0d9e6bbb7e85b411bf0a4143206e20471ecab73dc7158ce992b1, content: ' The cost to the city for hosting the event was reported to be USD $726,400, nearly half of which ha...', meta: {'name': '2008_Summer_Olympics_torch_relay', 'source_id': 'a45e6ea09a1ff12d8a239a682c8ef3735ae894d5ab6427b50909053bb046e8b5', 'page_number': 1}, score: 123.16570921986224)]",1.0,1.0,1.0,1.0,1.0
Who was the last pope to be crowned?,Paul VI,"Pius XI. He was sent a letter by Cardinal Eugenio Pacelli, and Roncalli later recalled that it was probably the last letter Pacelli sent until his election as Pope Pius XII","[Document(id=f60e9480f17445bd20fd691b4f23689feab6068d6b9b8032e2bc85a59563b9cf, content: ' Unaffected, he wrote to his sisters Ancilla and Maria and told them both that he was fine.
On 30 No...', meta: {'name': 'Pope_John_XXIII', 'source_id': '21b200b333306d54410b53cfd12e123951dabfc1f534196e5309132d00e8184d', 'page_number': 1}, score: 206.54313808498497)]",0.0,0.5919901132583618,0.0,0.0,0.0
Who handles serious medical emergencies on Norfolk Island?,the Royal Australian Air Force,Royal Australian Air Force,"[Document(id=c3327e32d8658307f8dca684bbdeb22895ca7a8d7ee8ad6ff0eba6200c5e6da2, content: ' All visitors to Norfolk Island, including Australians, are recommended to purchase travel insurance...', meta: {'name': 'Norfolk_Island', 'source_id': '8be872c9c3302a16163599d52ec60841ddff13042f8e8e2e0aa14de2c192e2ee', 'page_number': 1}, score: 140.52734237020536)]",1.0,0.9777635335922241,1.0,1.0,1.0
Were Roman soldiers expected to purchase their own equipment?,"wealthiest citizens, who were able to purchase the best equipment",the Roman state was forced to arm its soldiers at the expense of the state,"[Document(id=3f0396346c47d3ea53931dd05016eb360d6261c1b5ab0c7a977a5bbf0df1be01, content: ' As a result, the Roman state was forced to arm its soldiers at the expense of the state, which it h...', meta: {'name': 'Roman_Republic', 'source_id': '3f4556109d2f785759587a7f8d52a5aa1b1abda3015c73990aa173f05a0d62c1', 'page_number': 1}, score: 155.2885699000689)]",1.0,0.14734730124473572,1.0,1.0,1.0
